"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"254561","N/D","OF-6","DSA-DLSR-Hd","Head of the Defence Land Safety Regulator","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","185281","0","1.00","N/A","N/A","","Military","South West","","1"
"254657","N/D","SCS1","Chief of Staff to PUS","Responsible for driving forward progress on the Permanent Secretary's top priorities of the moment and leading on relations with the US, nuclear matters, strategic intelligence and senior staff appointments.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"255202","N/D","SCS1","FMC-Combat Air-HdStrat","Head of Future Combat Air Strategy & International","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","251170","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"255670","N/D","SCS1","SPO ISE-IS-Head","This role is responsible for delivery of the 2018 Combat Air Strategy, driving international stakeholder relationships, and defining and enabling Government decisions on investment, programme and partnering choices.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"257009","N/D","OF-6","Diversity & Inclusion DD","Responsible for the military aspect of creating and sustaining an environment where people feel able to be authentic in the workplace, where everyone's needs are considered, and where everyone feels respected and able to achieve their full potential.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","260672","0","1.00","N/A","N/A","","Military","London","","1"
"258512","N/D","SCS1","People-DSCC Hd","Responsible for building an independent, stronger, more effective and collaborative approach to policing across Defence, enhancing capability whilst further supporting victims.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","260672","0","1.00","N/A","N/A","","Operational Delivery Profession","Wales","","1"
"260569","N/D","OF-6","People-Tx-RF30 Hd","Coheres and delivers the Reserve Forces 2030 programme","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","153392","0","1.00","N/A","N/A","","Military","London","","1"
"260672","des Forges, Samantha (Samantha), Ms","SCS2","People-Diversity-Inclusion-D","Responsible for creating and sustaining an environment where people feel able to be authentic in the workplace, where everyone's needs are considered, and where everyone feels respected and able to achieve their full potential.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106177","0","1.00","135000","139999","","Operational Delivery Profession","London","","1"
"261523","N/D","SCS1","CFO SSSL","CFO SSSL","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","206135","0","1.00","N/A","N/A","","Government Finance Profession","West Midlands","","1"
"262669","Clare, James (James), Mr","SCS2","Climate Change Director","Responsible for setting out the principles and methods needed for UK Defence to meet the challenge of climate change through the three interlocking ambitions of adaptation and resilience, sustainability and net zero, and global leadership.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","140333","0","1.00","100000","104999","","Policy Profession","London","","1"
"262769","Lincoln, Paul, Mr","SCS4","Second Permanent Secretary","Responsible for some of the most complex and important areas of Integrated Review delivery, including digital, science and technology, transformation and our vital work to develop the space and cyber domains.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","5654","0","1.00","150000","154999","","Policy Profession","London","","1"
"263933","N/D","SCS1","SPO DEIS-ISM-HEAD","Deputy Director Investment Security Mitigation
Responsible for delivering the Defence contribution to HMG’s new National Security and Investment (NSI) regime; collaboration with key UK enablers & the development of ‘remedies’ to mitigate risks to national security.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","216561","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"263935","N/D","SCS1","SPO DEIS-ES-HEAD","Head of Economic Security","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","216561","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"264455","N/D","OF-6","DSA-DMSR-Hd","Head of The  Defence Medical Services Regulator (DMSR).  DMSR forms part of the Defence Safety Authority (DSA) and are the independent regulator of patient and staff safety across Defence delivered healthcare.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","185281","0","1.00","N/A","N/A","","Military","West Midlands","","1"
"264460","N/D","SCS1","DDHR WFP & Resourcing","Responsible for all civilian workforce planning and resourcing issues.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","195772","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"264598","N/D","SCS1","NSO-Deputy Director","Responsible for supporting the Chief Executive Officer in driving transformative change across the UK's shipbuilding enterprise by creating a strategic focus across government to champion the nation's shipbuilding ambitions and overseeing all of the government's interests in shipbuilding.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","216210","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"264819","N/D","OF-6","Defence Attache Riyadh","Working with Her Majesty’s Ambassador as Defence Attaché for the Kingdom of Saudi Arabia, this role provides defence support and advice for the United Kingdom’s strategic County Business Plan .  The Defence Attaché is responsible for all in country defence relationships and defence engagement activities, outside of operations, as the personal representative of the Chief of Defence Staff.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Military","Overseas","","1"
"265508","N/D","SCS1","SPO Crisis Review Head","Head of Task Force KINDRED (TFK). TFK was established in March and is co-ordinating all of the Department’s military aid to Ukraine as part of our wider work on the conflict in Ukraine. TFK oversees a global search for military equipment and works with DE&S on rapid procurement. The Task Force also works closely with the Permanent Joint HQ (PJHQ) to co-ordinate the movement of UK and partner nation equipment to Ukraine. TFK is a multi-disciplinary team consisting of approx. 30 civilian and military personnel.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","141691","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"265888","N/D","SCS1","AFPPol Special Projects","The Armed Forces Reward and Incentivisation Review will consider all aspects of the offer to service personnel; this includes not just the financial reward (pay and pensions) but also benefits such as housing, healthcare, childcare, family support and career flexibility.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30002257","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"267120","N/D","SCS1","FMC-StratProgs-R&D Hd","Responsible for delivering an R&D system optimised to efficiently and effectively pull through R&D investment at pace into enduring military capability advantage; exploiting and enhancing the UK's position as a leading player in the field of Science and Technology.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137390","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"267548","N/D","OF-6","Defence Attache Beijing","Working with Her Majesty’s Ambassador as Defence Attaché for China, this role provides defence support and advice for the United Kingdom’s strategic County Business Plan .  The Defence Attaché is responsible for all in country defence relationships and defence engagement activities, outside of operations, as the personal representative of the Chief of Defence Staff.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Military","Overseas","","1"
"267692","N/D","OF-6","Defence Adviser Nairobi","Working with Her Majesty’s High Commissioner as Defence Advisor for Kenya, this role provides defence support and advice for the United Kingdom’s strategic County Business Plan .  The Defence Advisor is responsible for all in country defence relationships and defence engagement activities, outside of operations, as the personal representative of the Chief of Defence Staff. As an additional role, the Head of British Defence Staff East Africa coordinates nominated military operations, all defence engagement and training activities within Eastern Africa on behalf of the Ministry of Defence.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","142225","0","1.00","N/A","N/A","","Military","Overseas","","1"
"268857","Moore, Natalie (Natalie), Mrs","SCS2","Director DARR","As the Senior Responsible Owner for the Afghan Relocation & Assistance Policy (ARAP), deliver all activity under the policy to identify and relocate eligible Afghans to the UK","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","1.00","95000","99999","","Policy Profession","London","","1"
"30001012","N/D","SCS1","Strat Hub-Performance-DD","Responsible for collating, analysing and reporting the Department's performance position, and leading Priority Project interventions to improve delivery.  Leads on production of the Departmental Annual Report and Performance relationship with HMT.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","234512","0","1.00","N/A","N/A","","Government Statistical Service Profession","London","","1"
"30001719","N/D","OF-9","CDS","The Chief of the Defence Staff is the professional head of the British Armed Forces and, as Military Strategic Commander, is responsible for how operations are carried out. He is also the most senior military adviser to the Secretary of State for Defence and the Prime Minister.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","XX","0","1.00","N/A","N/A","","Military","London","","1"
"30002257","N/D","OF-7","DS Sec","Head of the Defence Secretary team, overseeing the delivery of the Haythornwaite Review, the Honours process and commemorative events. Engagement with Buckingham Palace and Assistant Chief of Defence Staff for Personnel Capability","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106177","0","1.00","N/A","N/A","","Military","London","","1"
"30005571","N/D","SCS1","DARR-Relocation Deputy Director","Responsible for the identification and relocation of Afghan Relocation & Assistance Policy eligible persons. Oversees the policy and processes for determining eligibility, developing routes, supporting Afghans in third countries, and then enabling their journey to the UK","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","268857","0","0.65","N/A","N/A","","Policy Profession","London","","1"
"30005571","N/D","SCS1","DARR-Relocation Deputy Director","Responsible for the identification and relocation of Afghan Relocation & Assistance Policy eligible persons. Oversees the policy and processes for determining eligibility, developing routes, supporting Afghans in third countries, and then enabling their journey to the UK","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","268857","0","0.65","N/A","N/A","","Policy Profession","London","","1"
"30006115","Johnson, Robert, Dr","SCS2","Director SONAC","Responsible for research, analysis and critical thinking for the Ministry of Defence","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","262769","0","1.00","100000","104999","","Policy Profession","London","","1"
"30010622","N/D","OF-6","Head of British Defence Staff West Africa","Head of British Defence Staff West Africa","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","142225","0","1.00","N/A","N/A","","Military","Overseas","","1"
"30011119","N/D","SCS1","Operational Fin-J2C-BldCap DDir","Responsible for building capability in finance operations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","206135","0","1.00","N/A","N/A","","Government Finance Profession","South West","","1"
"30011525","N/D","SCS1","DARR-Relocation Casework Deputy Director","Responsible for Afghan relocation casework","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30029093","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30012235","Stevenson, Alison (Alison), Mrs","SCS3","Director General Delivery and Strategy","Director General responsibility for Delivery and Strategy, including the Strategic Hub and Cycle","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","262769","0","1.00","125000","129999","","Policy Profession","London","","1"
"30012235","Parmenter, Damian (Damian), Mr","SCS3","Director General Delivery and Strategy","Director General responsibility for Delivery and Strategy, including the Strategic Hub and Cycle","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","262769","0","1.00","135000","139999","","Policy Profession","London","","1"
"30012966","N/D","SCS1","Analysis Deputy Director - Economics.","Responsible for the overall implementation of the Analysis Function which will enable the provision of high-quality analysis and insight that complies with","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","195020","0","1.00","N/A","N/A","","Government Statistical Service Profession","London","","1"
"30014906","N/D","SCS1","Head of AS Standards & PD profession","Head of Project Delivery function","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","244795","0","1.00","N/A","N/A","","Project Delivery Profession","South West","","1"
"106177","N/D","OF-8","People-CDP","Ensures that the right policies, strategies and legislation are in place so that Defence outputs are delivered by the right mix of capable and motivated people that reflect the breadth of society we exist to defend, now and in the future.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","204200","0","1.00","N/A","N/A","","Military","London","","1"
"30015367","Blackall, David (David), Mr","SCS2","DX4D Programme Director","DX4D (Digital Exploitation for Defence) is a programme of work focusing on pan-defence engagement to define a programme of work streams to enable timely and accelerated digital transformation and establish a robust digital plan","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","105000","109999","","Project Delivery Profession","London","","1"
"30015457","N/D","SCS1","DARR-Corporate Delivery Deputy Director","Responsible for the Afghan Reolcation Corporate Delivery","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30029093","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30015969","N/D","SCS1","Deputy Director Levelling Up and Union, Climate Change & Sustainability","Responsilble for levelling up, Union, climate change and sustainability","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","262669","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30016017","N/D","OF-6","FMC Infra Dep Dir","Deputy Director for the implementation of the Infrastructure Function and assurance of the infrastructure system","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","234906","0","1.00","N/A","N/A","","Military","London","","1"
"30016275","N/D","OF-7","FMC ACDS CFD","Assistant Chief of Defence Staff who heads up Carrier & Force Design","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","N/A","N/A","","Military","London","","1"
"30016614","Newns, Carl (Carl), Mr","SCS2","DG DEL STRAT SCS2 HOLDING","Temporary Projects","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","110000","114999","","Project Delivery Profession","London","","1"
"30019999","N/D","SCS1","FMC-StratProgs-SRO-SC3/B3","Senior Responsible Owner for Strategic Programmes","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137390","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30020715","N/D","SCS1","Deputy Director, In year control and operations","Responsible for in year control and operations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","135736","0","1.00","N/A","N/A","","Government Finance Profession","London","","1"
"30021271","N/D","SCS1","DARR-Resettlement Deputy Director","Deputy Director Afghan Resettlement","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30029093","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30021365","N/D","SCS1","SPO China-Head Policy","Head of Defence China Policy","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30021371","N/D","SCS1","SPO-STRAT PLANS-POLICY PLANNING-HEAD","Responsible for strategic plans and policy planning","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","142008","0","0.60","N/A","N/A","","Policy Profession","London","","1"
"30021372","N/D","SCS1","SPO-SECPOL-REFORM-HEAD","Responsible for security policy reform","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30021397","N/D","SCS1","Head IDO","Head of Increasing Defence Outputs manages the IDO central team and leads the IDO initiative to drive up the productive output of military force elements and Defence strategic assets.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30021836","N/D","SCS1","SPO-IFU DD","Respoinsible for the International Fund for Ukraine programme.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","141691","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30022259","N/D","SCS1","Senior Responsible Owner Capability Delivery – Future Anti-Ship Guided Weapon","Senior Responsible Owner Capability Delivery – Future Cruise / Anti-ship Weapon and Spear Cap 4","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137390","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30022261","N/D","SCS1","Senior Responsible Owner Capability Delivery – Future Cruise / Anti-ship Weapon and Spear Cap 4","Senior Responsible Owner Capability Delivery – Future Cruise / Anti-ship Weapon and Spear Cap 4","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137390","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"30024788","N/D","SCS1","Afghan Inquiry Head","Responsible for leading the MOD's response to Lord Justice Sir Charles Haddon-Cave's Independent Inquiry relating to Afghanistan.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"30026466","Cooke, Kerry, Ms","SCS2","Corporate Services Modernisation Programme Director","Responsible for delivery of the Corporate Services Modernisation Programme","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","1.00","95000","99999","","Digital, Data and Technology Professions","South West","","1"
"30027127","N/D","SCS1","DX4D Deputy Director, Operating Environment","Head of Operating Environment for DX4D (Digital Exploitation for Defence) Programme","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015367","0","1.00","N/A","N/A","","Digital, Data and Technology Professions","South West","","1"
"30027128","N/D","SCS1","DX4D Deputy Director, Digital Exploitation","Head of Digital Exploitation for DX4D (Digital Exploitation for Defence) Programme","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015367","0","1.00","N/A","N/A","","Digital, Data and Technology Professions","South West","","1"
"30029093","Davidson, Elizabeth (Liz Davidson), Ms","SCS2","Director DARR 2","As the Senior Responsible Owner for the Afghan Relocation & Assistance Policy (ARAP), deliver all activity under the policy to identify and relocate eligible Afghans to the UK","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","0.60","60000","64999","","Policy Profession","London","","1"
"30030349","N/D","OF-6","People-CivHR-WF-Hd","Responsible for workforce planning and performance","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","195772","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"137261","N/D","SCS2","DDC-Director","Responsible for delivery of communications policy across Defence, including advising ministers and Defence Board Members, producing communication plans, and delivering Defence PR and the Internal Communications function.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","N/A","N/A","","Government Communication Service","London","","1"
"137266","N/D","SCS1","DDC-Transformation Head","Responsible for establishing the Communications Function in Defence to raise awareness and enhance the reputation of our Armed Forces at home and abroad, including defining strategy for the Function and developing coherent supporting implementation plans.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137261","0","1.00","N/A","N/A","","Operational Delivery Profession","London","","1"
