Property Ref,Liable Name 1,Liable Name 2,Start of Liability,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Rateable Value 2017,VO Code,Property Description,Empty,Empty From,Charity,Disc,Mand,SBRR,S44a,S49,Local Discount,Occupied
2.23833E+13,MIDDLETON SELECT AMATEUR BOXING ,CLUB C/O THE TREASURER          ,08.01.2007                                               ,LANGLEY YOUTH MILLENIUM CENTRE  ,                                ,WINDERMERE ROAD                    ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 6UN ,15250,LC   ,YOUTH CENTRE & PREMISES                                     ,     ,                                                         ,Y,20,80, , , , , 
2.20262E+13,MIDDLETON SHEET METAL CO LTD    ,                                ,01.04.2005                                               ,MIDDLETON SHEET METAL CO LTD    ,                                ,SPRING VALE                        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2HQ ,43500,IFO  ,"FACTORY, OFFICES AND PREMISES                               ",     ,                                                         , ,0,0, , , , , 
2.09846E+13,MIDDLETON SHEET METAL CO LTD    ,                                ,15.08.2017                                               ,UNIT A                          ,                                ,JUBILEE ROAD                       ,HANSON CLOSE MIDDLETON             ,MANCHESTER                      ,                                ,M24 2UH ,17750,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
2.01036E+13,MIDDLETON SPECSAVERS LTD        ,                                ,09.05.2009                                               ,UNIT 15G AND 1ST FLR 15-16F     ,                                ,MIDDLETON SHOPPING CENTRE          ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4EL ,23000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
2.01035E+13,MIDDLETON SURGERY               ,                                ,01.04.2014                                               ,PT UNIT 1F                      ,                                ,MIDDLETON SHOPPING CENTRE          ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4EL ,56000,CS   ,WALK IN HEALTH CENTRE & PREMS                               ,     ,                                                         , ,0,0, , , , , 
21207X00510004     ,MIDDLETON TECHNOLOGY SCHOOL     ,                                ,01.04.2005                                               ,MIDDLETON TECHNOLOGY SCHOOL     ,                                ,KENYON LANE                        ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2DG ,260000,EL   ,SCHOOL AND PREMISES                                         ,     ,                                                         ,Y,0,80, , , , , 
2.22007E+13,MIDDLETON TENNIS CLUB           ,                                ,01.04.2005                                               ,MIDDLETON TENNIS CLUB           ,                                ,TOWNCROFT AVENUE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5DA ,2125,LX   ,TENNIS CLUB AND PREMISES                                    ,     ,                                                         , ,0,0,Y, , , , 
2.15281E+13,MIDDLETON TOWN CENTRE MANAGEMENT,LTD                             ,28.09.2009                                               ,COLMAR INVESTMENTS PT 1ST FLR   ,                                ,COLMAR HOUSE MIDDLETON GARDENS     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4DB ,9000,CO   ,OFFICES                                                     ,     ,                                                         , ,0,0,Y, , , , 
3.07639E+13,MIDENT LTD                      ,                                ,01.07.2016                                               ,                                ,                                ,UNIT 406                           ,PHOENIX INDUSTRIAL PARK            ,HEYWOOD                         ,                                ,OL10 2EW,53000,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
2.17084E+13,MIDWORTH HEATING CO LIMITED     ,                                ,01.04.2005                                               ,                                ,                                ,137 OLDHAM ROAD                    ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2LD ,6100,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
3053530002005B     ,MIKE GOLDRICK WINDOW BLINDS LTD ,                                ,26.03.2008                                               ,MIKE GOLDRICK WINDOW BLINDS     ,"LTD, THE SERVICES               ",DAWSON STREET                      ,HEYWOOD                            ,LANCS                           ,                                ,OL10 4ND,23250,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
417742000400X8     ,MIKROSPIN LTD                   ,                                ,01.04.2005                                               ,ADJ 26                          ,                                ,WILLIAM STREET                     ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 8JP,8100,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0,Y, , , , 
2.19185E+13,MILK-LAB UK LIMITED             ,                                ,01.06.2015                                               ,                                ,                                ,MILK-LAB UK LTD                    ,GND FLR FRONT HEADEN & QUARMBY     ,SADLER STREET                   ,"MIDDLETON, MANCHESTER           ",M24 5UJ ,7500,IF   ,FACTORY AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
1.24763E+13,MILKY WAY (UK) LTD              ,                                ,24.06.2013                                               ,                                ,                                ,45 HENRY STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1EN,3900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, , , , , 
1.58033E+13,MILLENIUM TRANSLATIONS LTD      ,                                ,01.04.2015                                               ,                                ,                                ,GND FLR (FRONT)                    ,286 YORKSHIRE STREET               ,ROCHDALE                        ,                                ,OL16 2DR,3200,CO   ,Offices and Premises                                        ,     ,                                                         , ,0,0,Y, , , , 
1.58033E+13,MILLENIUM TRANSLATIONS LTD      ,                                ,01.04.2015                                               ,                                ,                                ,EXTERNAL STORAGE                   ,286 YORKSHIRE STREET               ,ROCHDALE                        ,                                ,OL16 2DR,680,CW3  ,External Store                                              ,     ,                                                         , ,0,0, , , , , 
1.58033E+13,MILLENNIUM TRANSLATIONS LTD     ,                                ,01.04.2015                                               ,                                ,                                ,BASEMENT                           ,286 YORKSHIRE STREET               ,ROCHDALE                        ,                                ,OL16 2DR,1250,CO   ,Store Room                                                  ,     ,                                                         , ,0,0, , , , , 
3223690001008B     ,MILLERCARE LTD                  ,                                ,05.05.2017                                               ,                                ,                                ,1-5 YORK STREET                    ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4NN,17750,CS   ,Shop and Premises                                           ,     ,                                                         , ,0,0, , , , , 
2.14687E+13,MILLIKEN INDUSTRIALS LIMITED    ,                                ,25.01.2016                                               ,UNIT 3 RHODES BUSINESS PARK     ,                                ,SILBURN WAY                        ,MIDDLETON                          ,                                ,                                ,M24 4PN ,95500,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
2.14687E+13,MILLIKEN INDUSTRIALS LTD        ,                                ,02.09.2013                                               ,                                ,                                ,UNIT 12 RHODES BUSINESS PARK       ,SILBURN WAY                        ,MIDDLETON                       ,MANCHESTER                      ,M24 4NE ,146000,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
1127396746447B     ,MILLS INITIATIVES LTD           ,                                ,06.01.2015                                               ,CROSSFIELD MILL                 ,                                ,CRAWFORD STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5RX,36750,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
5.05802E+13,MILNROW BOWLING CLUB            ,                                ,01.04.2005                                               ,MILNROW BOWLING CLUB            ,                                ,HARBOUR LANE                       ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4HF,810,LX   ,BOWLING GREEN AND PREMISES                                  ,     ,                                                         , ,0,0,Y, , , , 
5.05802E+13,MILNROW CRICKET CLUB            ,                                ,01.04.2005                                               ,FAO: THE SECRETARY              ,                                ,MILNROW CRICKET CLUB               ,HARBOUR LANE MILNROW               ,"ROCHDALE, LANCS                 ",                                ,OL16 4HF,21250,LS   ,CRICKET GROUND AND PREMISES                                 ,     ,                                                         , ,0,0, , , ,Y, 
5.11352E+13,MILNROW HEALTH CENTRE           ,                                ,01.04.2014                                               ,RAHA                            ,                                ,STONEFIELD STREET                  ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4HZ,21000,MH1  ,HEALTH CENTRE AND PREMISES                                  ,     ,                                                         , ,0,0, , , , , 
5.10513E+13,MILNROW HORTICULTURAL SOCIETY   ,FAO CHRISTINE WILLIAMS          ,01.04.2005                                               ,MILNROW HORTICULTURAL SOC       ,                                ,SHERIFF STREET                     ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 3PW,2350,CW   ,STORE AND PREMISES                                          ,     ,                                                         , ,0,0,Y, , , , 
5.14353E+13,MILNROW PARISH C OF E PRIMARY   ,SCHOOL                          ,01.04.2005                                               ,MILNROW PARISH C OF E PRIMARY   ,SCHOOL                          ,ST JAMES STREET                    ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 3JT,30500,EL   ,SCHOOL AND PREMISES                                         ,     ,                                                         ,Y,0,80, , , , , 
5.02835E+13,MILNROW PRE-SCHOOL PLAY GROUP   ,FAO THE TREASURER               ,01.04.2005                                               ,MILNROW PRE-SCHOOL PLAYGROUP    ,                                ,CHARLES LANE                       ,MILNROW                            ,ROCHDALE                        ,                                ,OL16 3PA,7800,EN1  ,DAY NURSERY AND PREMISES                                    ,     ,                                                         , ,0,0,Y, , , , 
5.03946E+13,MILNROW PUBLIC BRASS BAND       ,                                ,01.04.2005                                               ,UNC MILNROW BAND BANDROOM       ,                                ,HARMONY STREET                     ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4HY,1700,LC1  ,REHEARSAL ROOM AND PREMISES                                 ,     ,                                                         , ,0,0,Y, , , , 
505802002000X7     ,MILNROW TENNIS CLUB             ,                                ,01.04.2005                                               ,MILNROW TENNIS CLUB             ,                                ,HARBOUR LANE                       ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4HF,2550,LX   ,TENNIS CLUB AND PREMISES                                    ,     ,                                                         , ,0,0,Y, , , , 
50925X00180033     ,MILNROW VILLAGE PRACTICE        ,                                ,01.04.2014                                               ,                                ,                                ,44-48 NEWHEY ROAD                  ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4EG,35000,MH   ,SURGERY AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
5.03911E+13,MILNROW WORKMEN'S CLUB          ,                                ,01.04.2005                                               ,                                ,                                ,131 DALE STREET                    ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 3NW,7000,CL2  ,CLUB AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
5.02023E+13,MILTON PUBS & TAVERNS LTD       ,                                ,31.07.2017                                               ,FAIR VIEW INN 78                ,                                ,BROAD LANE                         ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4QQ,67750,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, , , ,Y, 
1.58009E+13,MIND (THE NATIONAL ASSOC        ,FOR MENTAL HEALTH)              ,01.04.2005                                               ,                                ,                                ,83 YORKSHIRE STREET                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1DB,13000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         ,Y,0,80, , , , , 
2.11746E+13,MINDERS JOSHUA LANE LIMITED     ,                                ,10.05.2017                                               ,MINDERS ARMS                    ,                                ,51 JOSHUA LANE                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4AY ,4475,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0,Y, , , , 
1.26654E+13,MINI'S KITCHEN LIMITED          ,T/A BABA SCANS                  ,01.02.2015                                               ,UNIT 2                          ,                                ,HUNTERS LANE                       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1YL,11000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.51974E+13,MISSION (ROCHDALE) LTD          ,                                ,01.04.2010                                               ,                                ,                                ,1A SUMMER STREET                   ,ROCHDALE                           ,                                ,                                ,OL16 1SY,4900,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y, , , , 
3.22394E+13,MITCHELL FUNERAL SERVICES LTD   ,                                ,11.09.2017                                               ,                                ,                                ,GND FLR & BASEMENT                 ,94-96 YORK STREET                  ,HEYWOOD                         ,                                ,OL10 4NS,8600,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y, , , , 
1.46441E+13,MITCHELLS & BUTLERS PLC         ,                                ,19.09.2008                                               ,SANDBROOK                       ,                                ,SANDBROOK PARK SANDBROOK WAY       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1RY,99875,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, , , , , 
1083870168002B     ,MITCHELLS & BUTLERS PLC         ,                                ,04.12.2006                                               ,SIR WINSTON CHURCHILL HOTEL     ,                                ,710 BURY ROAD                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 5HW,105000,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, , , , , 
21040X06110197     ,MITCHELLS & BUTLERS RETAIL LTD  ,                                ,01.04.2005                                               ,WHITE HART                      ,                                ,701 HEYWOOD OLD ROAD               ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4QR ,58500,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, , , , , 
2.15528E+13,MIZKAN EURO LTD                 ,                                ,28.07.2012                                               ,PREMIER FOODS                   ,                                ,MILLS HILL ROAD                    ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2ED ,310000,IF   ,FACTORY AND PREMISES                                        ,     ,                                                         , ,0,0, , , , , 
1.08353E+13,MJ TOTAL SECURITY LTD           ,                                ,01.07.2011                                               ,                                ,                                ,207 BURY ROAD                      ,ROCHDALE                           ,                                ,                                ,OL11 4EE,6500,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y, , , , 
3.12198E+13,MJF SSAS TRUSTEES LTD           ,                                ,11.01.2013                                               ,                                ,                                ,48-50 MARKET STREET                ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 4LY,0,CX   ,BUILDING UNDERGOING WORKS                                   ,Y    ,09.06.2015                                               , ,0,0, , , , , 
1.12704E+13,MK AUTOMOBILES LTD T/A ROCHDALE ,SUZUKI                          ,01.02.2006                                               ,UNIT 3 M K BUSINESS PARK        ,                                ,CRAWFORD STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5SA,39500,CG3  ,CAR SHOWROOM AND PREMISES                                   ,     ,                                                         , ,0,0, , , , , 
1.42649E+13,MK CAR SOLUTIONS LTD            ,                                ,15.08.2014                                               ,UNIT 2B COWM TOP BUSINESS PARK  ,                                ,QUEENSWAY                          ,ROCHDALE                           ,LANCS                           ,                                ,OL11 2PU,17500,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, , , , , 
3.07663E+13,MMC DEVELOPMENTS LTD            ,(IN ADMINISTRATION)             ,01.05.2018                                               ,PT 1ST FLR                      ,                                ,2 THE QUADRANT GREEN LANE          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 1NG,14000,CO   ,OFFICE                                                      ,     ,                                                         , ,0,0, , , , , 
3.07663E+13,MMC LAND & REGENERATION LIMITED ,(IN ADMINISTRATION)             ,28.11.2017                                               ,GARAGE AT R/O FLEXSYS           ,                                ,THE COURTYARD                      ,GREEN LANE                         ,HEYWOOD                         ,LANCS                           ,OL10 2EX,5800,IF3  ,GARAGE AND PREMISES                                         ,Y    ,28.11.2017                                               , ,0,0, , , , , 
2.19212E+13,MMT FITNESS LIMITED             ,                                ,07.11.2017                                               ,                                ,                                ,UNIT 2 CRYSTAL HOUSE               ,SALDER STREET                      ,MIDDLETON                       ,MANCHESTER                      ,M24 5UJ ,7200,IF3  ,Workshop and Premises                                       ,     ,                                                         , ,0,0,Y, , , , 
1.15076E+13,MO AND CO TRADERS LTD           ,                                ,09.04.2018                                               ,                                ,                                ,UNIT 14                            ,DODGSON STREET INDUSTRIAL ESTATE   ,DODGSON STREET                  ,ROCHDALE                        ,OL16 5SJ,4900,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0, , , , , 
1.29088E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,15.05.2010                                               ,HUTCHISON 3G UK SITE REF        ,OL00090                         ,ON ROOF STRETTON LEISURE CLUB      ,KINGSWAY                           ,ROCHDALE                        ,LANCASHIRE                      ,OL16 5HN,12250,MT1  ,COMMUNICATION STATION AND PREMISES                          ,Y    ,26.06.2015                                               , ,0,0, , , , , 
5.09226E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,13.05.2010                                               ,HUTCHISON 3G UK SITE REF        ,OL0005 ON                       ,NEWHEY ROAD                        ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 3NP,12250,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.06943E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,22.04.2010                                               ,T-MOBILE SITE REF 99975 ON THE  ,SRPING INN PUB                  ,BROAD LANE                         ,ROCHDALE                           ,LANCS                           ,                                ,OL16 4PR,12500,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.55609E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,17.04.2010                                               ,T-MOBILE SITE REF 99974 ON ROOF ,OF SUITE DREAMS                 ,WHITWORTH ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL12 0SW,12000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.56729E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,29.03.2010                                               ,T-MOBILE SITE REF 66028 ON      ,ROOF OF                         ,MOSS MILL INDUSTRIAL ESTATE        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5LB,12000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.55618E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,23.03.2010                                               ,T-MOBILE SITE REF 52063 ON      ,ROOF OF                         ,FIELDHOUSE INDUSTRIAL ESTATE       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 0AA,12750,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.47598E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,27.03.2010                                               ,HUTCHISON 3G UK SITE REF        ,OL0047 OFF                      ,SHAWCLOUGH ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6ND,5900,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
3.07663E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,11.03.2010                                               ,HUTCHISON 3G SITE REF OL0048 ON ,ROOF OF PHOENIX BREWERY         ,GREEN LANE                         ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2EP,13000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
3.13153E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,26.10.2009                                               ,T MOBILE SITE REF 56800 ON      ,SITE OF VICTORY WORKS           ,MOOR STREET                        ,HEYWOOD                            ,                                ,                                ,OL10 3DD,13250,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
4.16423E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,22.12.2009                                               ,HUTCHISON 3G UK SITE REF OL0011 ,                                ,ON PYLON AT REAR SLADEN MILL       ,TODMORDEN ROAD                     ,LITTLEBOROUGH                   ,LANCASHIRE                      ,OL15 9EW,8400,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.02687E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,22.12.2009                                               ,HUTCHISON 3G SITE REF M0088 OFF ,                                ,BOARSHAW ROAD                      ,ROCHDALE                           ,LANCS                           ,                                ,M24 2WH ,5900,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.22935E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,22.12.2009                                               ,HUTCHISON 3G UK SITE REF        ,OL0007 AT                       ,HARE STREET                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1JP,12250,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.17093E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,30.11.2009                                               ,T-MOBILE SITE REF 93674         ,                                ,ON ROOF OF WARWICK MILL            ,OLDHAM ROAD MIDDLETON              ,MANCHESTER                      ,                                ,M24 1AZ ,12000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.12673E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,30.11.2009                                               ,T-MOBILE SITE REF 76079 AT JCT  ,OF MAINWAY AND                  ,KIRKWAY                            ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1EL ,4300,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
4.13212E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,04.12.2009                                               ,T-MOBILE SITE REF 69905         ,                                ,AT HIGHER BOOTH HOLLINS            ,RAKEWOOD ROAD                      ,LITTLEBOROUGH                   ,                                ,OL15 0AR,5800,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.18618E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,30.11.2009                                               ,HUTCHINSON 3G SITE M0082 ADJ    ,SLATTOCKS LOCKS                 ,ROCHDALE ROAD                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2RA ,8400,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.77201E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,11.11.2009                                               ,HUTCHISON 3G SITE REF           ,                                ,OL0060 ON ROOF OF TENTERCROFT      ,COLLEGE BANK                       ,ROCHDALE                        ,LANCASHIRE                      ,OL12 6UG,33500,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.11296E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,23.10.2009                                               ,T-MOBILE SITE REF 95565         ,                                ,AT NATIONAL GRID CLAY LANE         ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 5QW,8900,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.11956E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,30.10.2009                                               ,T-MOBILE ON                     ,                                ,MANCHESTER OLD ROAD                ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 4DY ,4850,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.04303E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,29.10.2009                                               ,HUTCHISON 3G UK SITE REF        ,OL0003 OFF                      ,BELFIELD ROAD                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 2UY,5700,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
13937X95995604     ,MOBILE BROADBAND NETWORK LTD    ,                                ,22.10.2009                                               ,T-MOBILE SITE REF 76031 O/S     ,DEAN SERVICE STATION AFTER      ,775 OLDHAM ROAD                    ,ROCHDALE                           ,LANCS                           ,                                ,OL16 4RN,4300,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.21461E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,15.10.2009                                               ,T-MOBILE SITE REF 99852         ,                                ,AT THORNFIELD FARM THORNHAM LANE   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2SD ,6600,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
4.11831E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,29.05.2009                                               ,HUTCHISON 3G UK SITE REF        ,OL0003 ADJ                      ,NEW MILL STREET                    ,LITTLEBOROUGH                      ,LANCASHIRE                      ,                                ,OL15 8JY,4300,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
2.04996E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,25.03.2009                                               ,T-MOBILE SITE REF 56078 ADJ     ,UNIT 5                          ,CHURCH STREET                      ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 2DY ,12000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.51643E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,29.01.2009                                               ,HUTCHISON 3G UK SITE REF OL0052 ,                                ,THORNHAM NEW ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2XW,5900,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.1547E+12,MOBILE BROADBAND NETWORK LTD    ,                                ,20.01.2009                                               ,HUTCHISON 3G UK SITE REF        ,                                ,OL0042 ON ROOF OF DUKE STREET MILL ,DUKE STREET                        ,ROCHDALE                        ,LANCASHIRE                      ,OL12 0LT,12750,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.16501E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,20.01.2009                                               ,HUTCHISON 3G UK SITE REF OL0040 ,                                ,EDINBURGH WAY                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2NQ,4850,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
4.02359E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,13.01.2009                                               ,HUTCHISON 3G SITE REF OL0008    ,                                ,PARAGON INDUSTRIAL ESTATE          ,LITTLEBOROUGH                      ,LANCS                           ,                                ,OL15 8QF,12000,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
5.01993E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,28.10.2008                                               ,T-MOBILE SITE REF 76128 ON      ,                                ,BROAD LANE                         ,MILNROW                            ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4QQ,4300,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
5.09139E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,01.04.2012                                               ,ORANGE SITE GMN0059             ,                                ,AT CUCKOO HILL NEWFIELD HEAD FARM  ,NEWFIELD HEAD MILNROW              ,ROCHDALE                        ,                                ,OL16 3QR,10500,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.4577E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,01.04.2011                                               ,                                ,                                ,ROCHDALE MBC COMMUNICATION STATION ,RUSKIN ROAD                        ,ROCHDALE                        ,LANCASHIRE                      ,OL11 2RT,7400,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
1.24128E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,06.12.2013                                               ,ORANGE PCS SITE REF GMN 0221 AT ,                                ,GANDY LANE                         ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6EF,6700,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, , , , , 
