Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,9.12,Hadley Centre Recharges-Subsistence Overseas,,EMPLOYEE
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,9.12,Hadley Centre Recharges-Subsistence Overseas,,EMPLOYEE
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,11.26,Hadley Centre Recharges-Subsistence Overseas,,EMPLOYEE
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,11.78,Hadley Centre Recharges-Subsistence Overseas,,EMPLOYEE
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,14.94,Hadley Centre Recharges-Subsistence Overseas,,EMPLOYEE
26/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,15.91,Hadley Centre Recharges-Taxi Services Overseas,,EMPLOYEE
26/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529700,18.56,Hadley Centre Recharges-Taxi Services Overseas,,EMPLOYEE
26/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,5.5,Hadley Centre Recharges-Subsistence UK,,EMPLOYEE
26/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,12.23,Hadley Centre Recharges-Taxi Services UK,,EMPLOYEE
26/07/2023,Other Travel,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,13.97,Hadley Centre Recharges-Other Travel,,EMPLOYEE
26/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,15.99,Hadley Centre Recharges-Taxi Services UK,,EMPLOYEE
26/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,25,Hadley Centre Recharges-Rail Travel UK,,EMPLOYEE
26/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529701,25,Hadley Centre Recharges-Rail Travel UK,,EMPLOYEE
06/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,5.15,MF Devolved Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,5.95,MF Devolved Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
06/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
06/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
06/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
06/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,6.8,MF Devolved Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,15,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
06/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,19.35,MF Devolved Admin-Subsistence UK,,EMPLOYEE
06/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",525558,20.75,MF Devolved Admin-Subsistence UK,,EMPLOYEE
14/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",527336,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
14/07/2023,Subsistence UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",527336,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
14/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",527336,22.4,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
24/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529058,11.2,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
24/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - Science and Innovation","Personal Expense, Name Withheld",529058,13.3,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
07/07/2023,Other Goods/Services,"Net Zero, Nuclear & International - Science and Innovation",Icotech Group Ltd,525387,7930.86,Non R and D Expenditure-Other Goods/Services,CF10 5EE,VENDOR
20/07/2023,Other Goods/Services,"Net Zero, Nuclear & International - Science and Innovation",Icotech Group Ltd,528655,4432.23,Non R and D Expenditure-Other Goods/Services,CF10 5EE,VENDOR
27/07/2023,Other Goods/Services,"Net Zero, Nuclear & International - Science and Innovation",Icotech Group Ltd,530169,1157.07,Non R and D Expenditure-Other Goods/Services,CF10 5EE,VENDOR
06/07/2023,Other Services,"Science, Innovation and Growth - Government Office for Technology Transfer",CALDER CONFERENCES LTD,523638,160,Government Office for Technology Transfer-Other Services,LS16 6RF,VENDOR
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,3.25,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Other Travel,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,3.4,Government Office for Technology Transfer-Other Travel,,EMPLOYEE
10/07/2023,Other Travel,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,4,Government Office for Technology Transfer-Other Travel,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,15,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526144,16.8,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Other Travel,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526163,1.6,Government Office for Technology Transfer-Other Travel,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526163,4.95,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526163,11,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,12.7,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,14.5,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,14.95,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,28,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526173,36.6,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526174,3.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526174,5.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526174,8.9,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526175,5.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526175,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526175,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526176,5.1,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526203,28,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526204,5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
10/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526205,5.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",526495,15,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",528456,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
20/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",528457,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
26/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529680,3.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
26/07/2023,Other Travel,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529680,7.1,Government Office for Technology Transfer-Other Travel,,EMPLOYEE
26/07/2023,Taxi Services UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529680,15.8,Government Office for Technology Transfer-Taxi Services UK,,EMPLOYEE
26/07/2023,Mileage Allowance UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529704,129.6,Government Office for Technology Transfer-Mileage Allowance UK,,EMPLOYEE
26/07/2023,Subsistence UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529705,16.5,Government Office for Technology Transfer-Subsistence UK,,EMPLOYEE
26/07/2023,Rail Travel UK,"Science, Innovation and Growth - Government Office for Technology Transfer","Personal Expense, Name Withheld",529706,6.5,Government Office for Technology Transfer-Rail Travel UK,,EMPLOYEE
04/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,524323,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
04/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,524364,2748,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
04/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,524388,1799.71,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
04/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,524389,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
03/07/2023,Other Travel,Corporate Services - Finance Directorate,"Personal Expense, Name Withheld",524504,4.2,MF Devolved Admin-Other Travel,,EMPLOYEE
03/07/2023,Subsistence UK,Corporate Services - Finance Directorate,"Personal Expense, Name Withheld",524504,5.17,MF Devolved Admin-Subsistence UK,,EMPLOYEE
07/07/2023,Subsistence UK,Corporate Services - Finance Directorate,"Personal Expense, Name Withheld",525755,5.82,MF Devolved Admin-Subsistence UK,,EMPLOYEE
07/07/2023,Rail Travel UK,Corporate Services - Finance Directorate,"Personal Expense, Name Withheld",525755,68.59,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
10/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,526075,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
11/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,526077,2249.64,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
10/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,526093,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
10/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,526099,2748,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
17/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,527547,2198.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
17/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,527555,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
17/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,527556,2249.64,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,8.58,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,11.25,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,21,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,21.41,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,23.24,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,35.04,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,215.37,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Corporate Services - Finance Directorate,Banner Group Ltd,528944,390,MF Devolved Admin-Stationery,S9 1XT,VENDOR
25/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,529270,3599.4,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
25/07/2023,Hire of Interim Managers,Corporate Services - Finance Directorate,Alexander Mann Solutions Ltd,529288,2249.64,MF Devolved Admin-Hire of Interim Managers,EC2N 3AQ,VENDOR
04/07/2023,Rail Travel UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",524845,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
04/07/2023,Subsistence Overseas,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",524857,5.5,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
04/07/2023,Hotel & Accommodation Overseas,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",524857,6.14,MF Devolved Admin-Hotel & Accommodation Overseas,,EMPLOYEE
04/07/2023,Subsistence Overseas,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",524857,6.58,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
04/07/2023,Taxi Services Overseas,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",524857,46.96,MF Devolved Admin-Taxi Services Overseas,,EMPLOYEE
06/07/2023,Procurement Consultancy,"Science, Innovation and Growth - Office for Life Sciences",Kepier and Company Ltd,525479,43890,MF Devolved Admin-Procurement Consultancy,DH2 3TE,VENDOR
10/07/2023,PPM Consultancy,"Science, Innovation and Growth - Office for Life Sciences",NHS Confederation (The),526342,7972,MF Devolved Admin-PPM Consultancy,SW1P 3HZ,VENDOR
21/07/2023,Subsistence UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528790,15,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528845,3.27,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528845,6.2,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528845,6.24,MF Devolved Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Rail Travel UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528846,2.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
21/07/2023,Rail Travel UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528846,3.41,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
21/07/2023,Subsistence UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",528855,15,MF Devolved Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Rail Travel UK,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",529456,6.7,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
07/07/2023,Current Grants To Central Government,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Biotechnology and Biological Science Research Council,525430,10000000,Research Councils pension scheme (BBSRC) - Grant-Current Grants To Central Government,SN2 1UH,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Medical Research Council,523945,65230000,MRC Financing-Grant-In-Aid to Arms Length Bodies,W1N 4AL,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Arts and Humanities Research Council,523938,15000000,AHRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1FL,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI-Innovate UK,523944,150000000,TSB Financing-Grant-In-Aid to Arms Length Bodies,SN2 1FL,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",Advanced Research and Invention Agency (ARIA),523939,500000,Advanced Research And Invention Agency (ARIA) Financing-Grant-In-Aid to Arms Length Bodies,NW1 2DB,GRANT
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Engineering and Physical Sciences Research Council,523941,45000000,EPSRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1FF,VENDOR
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Engineering and Physical Sciences Research Council,523950,200000000,EPSRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1ET,VENDOR
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Engineering and Physical Sciences Research Council,523952,15000000,EPSRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1ET,VENDOR
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Natural Environment Research Council,523947,10000000,NERC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1EU,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Economic and Social Research Council,523942,50000000,ESRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1UJ,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Biotechnology and Biological Science Research Council,523940,25000000,BBSRC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1FF,WGA ONLY
03/07/2023,Grant-In-Aid to Arms Length Bodies,"Science, Innovation and Growth - Science, Research and Innovation",UKRI - Science and Technology Facilities Council,523948,80000000,STFC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1SZ,WGA ONLY
25/07/2023,Catering Services,"Science, Innovation and Growth - Science, Research and Innovation",NPL MANAGEMENT LTD,514794,273,MF Devolved Admin-Catering Services,TW11 0LW,VENDOR
03/07/2023,Training And Development Expenditure,"Science, Innovation and Growth - Science, Research and Innovation",CENTRAL HALL WESTMINSTER LTD,524399,429.04,MF Devolved Admin-Training And Development Expenditure,SW1H 9NH,VENDOR
04/07/2023,Other Travel,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,2,Net Zero Costs - Admin-Other Travel,,EMPLOYEE
04/07/2023,Other Travel,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,2,Net Zero Costs - Admin-Other Travel,,EMPLOYEE
04/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,3.85,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Taxi Services UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,7.2,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
04/07/2023,Taxi Services UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,8.5,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
04/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",524846,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
07/07/2023,Research and Development Expenditure,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Eunomia Research and Consulting Ltd,525392,78123.59,Net Zero Costs - Admin-Research and Development Expenditure,BS1 4QS,VENDOR
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",529451,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",529451,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
25/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",529451,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
28/07/2023,Research and Development Expenditure,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Eunomia Research and Consulting Ltd,529588,102976.61,Net Zero Costs - Admin-Research and Development Expenditure,BS1 4QS,VENDOR
13/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",527057,4.75,MF Devolved Admin-Subsistence UK,,EMPLOYEE
13/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",527057,15.6,MF Devolved Admin-Subsistence UK,,EMPLOYEE
13/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,"Personal Expense, Name Withheld",527057,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
31/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,23RED LTD,504437,-24275.35,Energy Saving Campaign-Marketing and Media,N1 9BG,VENDOR
11/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,523161,-33848.53,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,523163,157592.05,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524591,90.8,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
05/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524591,93652.67,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
06/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524595,4077.88,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
25/07/2023,Marketing and Media,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group UK Ltd T/A Manning Gottlieb OMD,524613,0.02,Energy Saving Campaign-Marketing and Media,SE1 0SW,VENDOR
