Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,188.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,166.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,97.05
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,71.15
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,71.15
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,62.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,30.21
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,30.21
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-71.15
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-71.15
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-97.05
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-166.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,56.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,636.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-53.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-63.77
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,363.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,65.09
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,65.09
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,60.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,11.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,11.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-59.95
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-59.95
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,45.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,45.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,252
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-56.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-66.92
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,614.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,624.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,431.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,216.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,88.65
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,216.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,88.65
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,20/12/2022,75.94
