UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Council Directorate
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Horizon Residential Homes Limited t/a Middleton Hall Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Qualia Care Ltd T/A Millfield Care Home 
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Mona Cliffe Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Lily Care Limited t/a Newhey Manor Residential Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"HC-One Limited t/a Oakland Rochdale
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Denehurst Care Limited t/a Passmonds House
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Dentak Care and Services Limited t/a The Riverside Nursing Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Rosemary Care Home Limited t/a Rosemary Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Antoni & Rienzie Limited t/a Springbank Rest Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Stamford House Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"DRB Healthcare Limited t/a Springfield Park Nursing Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Stansfield Hall Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"East And West Healthcare Limited t/a The Mews
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"BUPA Care Homes Limited t/a Carders Court Care Home
",-,-,Rochdale- Adult
3739,Rochdale Council,271501-Information Communication Technology : Services : ,Integrated Library Management system,Exemption,Contract,01-Apr-17,32,32,24-Dec-19,No,24-Dec-19,01-Jan-19,"£18,750.00","£50,000.00",Civica UK Ltd,Large,1628868,Rochdale- Resources
3744,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Health Visiting Services for the Borough of Rochdale,Exemption,Contract,01-Apr-17,24,24,31-Mar-19,No,31-Mar-19,01-Feb-18,"£3,997,480.00","£7,994,960.00",Pennine Care  Foundation Trust (PCFT),NHS,8436885,Rochdale- Public Health
3754,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,HIV Dry Blood Spot Testing Contract,Exemption,Contract,01-Apr-17,24,24,31-Mar-19,No,31-Mar-19,01-Aug-18,"£2,500.00","£5,000.00",Preventx Ltd,SME,6603066,Rochdale- Public Health
3769,Rochdale Council,271430-Information Communication Technology : Software : Commercial Off-The-Shelf,Computer Application Software and Services Revenues and Benefits System,Exemption,Contract,01-Apr-17,60,84,31-Mar-22,No,31-Mar-24,01-Apr-21,"£61,598.00","£431,186.00",Capita Software Services Limited,Large,3825888,Rochdale- Resources
3778,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Rochdale Council Domestic Abuse Service - Lot 2  Accommodation Based Support Service,OJEU Tender,Contract,01-Apr-17,36,60,31-Mar-20,No,31-Mar-22,01-Apr-19,"£220,000.00","£1,100,000.00",Safenet,SME,3860803,Rochdale- Public Health
3801,Rochdale Council,271501-Information Communication Technology : Services : ,Duplicate Payment Software,Quote,Contract,01-May-17,36,36,30-Apr-20,No,30-Apr-20,01-Jan-20,"£6,665.00","£19,995.00",Fiscal Technologies,SME,4801836,Rochdale- Resources
3808,Rochdale Council,311600-Healthcare : Services : ,"GP and Pharmacy Services to deliver Locally Commissioned Services (LCS), including NHS Health Checks, Emergency Hormonal Contraception (EHC) and Chlamydia Screening and Treatment",Exemption,Contract,01-Apr-17,24,24,31-Mar-19,No,31-Mar-19,01-May-18,"£220,300.00","£440,600.00",Any GP or Pharmacy within the borough of Rochdale,-,-,Rochdale- Public Health
3812,Rochdale Council,171011-Education : School Services : ,Adoption Support Fund Agreement ,Exemption,Contract,23-Aug-16,24,24,22-Aug-18,Yes,22-Aug-18,23-Jun-18,"£90,000.00","£90,000.00",Chroma Therapies LTD,SME,8745211,Rochdale- Children's
3814,Rochdale Council,271501-Information Communication Technology : Services : ,Bespoke data management system,Exemption,Contract,07-Mar-17,36,36,06-Mar-20,No,06-Mar-20,05-Dec-19,"£4,320.00","£12,960.00",Social Care Network,SME,3223082,Rochdale- Children's
3821,Rochdale Council,261500-Human Resources : Training & Conferences : ,Provision of Training Resources for ICT Staff,Quote,Contract,01-Mar-17,19,19,30-Sep-18,No,30-Sep-18,30-Jun-18,"£25,333.00","£38,000.00",The Knowledge Academy,SME,6865896,Rochdale- Neighbourhoods
3823,Rochdale Council,261400-Human Resources : Temporary & Agency Staff : ,Agency and Interim Arrangements,Mini Competition (External),Contract,20-Dec-16,37,49,28-Jan-20,No,28-Jan-21,28-Jan-18,"£1,500,000.00","£6,000,000.00",Reed Specialist Recruitment Limited,Large,6903140,Rochdale- Resources
3830,Rochdale Council,271600-Information Communication Technology : Software : Customised & Bespoke,Integrated Education Case Management System,Call Off (External),Contract,14-Jul-17,60,84,13-Jul-22,No,13-Jul-24,01-Oct-21,"£71,000.00","£500,900.00","Liquidlogic Ltd

",Small,4006349,Rochdale- Neighbourhoods
3856,Rochdale Council,151910-Consultancy : Management : Efficiency,Development of the Rochdale Change Co-Operative. ,Tender,Contract,01-Aug-17,12,36,31-Jul-18,No,31-Jul-20,15-May-18,"£99,900.00","£299,700.00",Hitch marketing Ltd ,Small,7839215,Rochdale- Public Health
3871,Rochdale Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Employment Development Service,Tender,Contract,01-Apr-16,24,36,31-Mar-19,Yes,31-Mar-19,30-Sep-18,"£107,320.00","£214,640.00",PossAbilities CIC,VCSE,8837981,Rochdale- Adult
3899,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Residential placement for looked after Children,Exemption,Contract,07-Apr-17,12,24,31-Mar-19,Yes,31-Mar-19,28-Nov-18,"£166,400.00","£166,400.00",ENABLING FUTURES LTD,Medium,7409722,Rochdale- Children's
3912,Rochdale Council,271430-Information Communication Technology : Software : Commercial Off-The-Shelf,Highways asset management system ,Exemption,Contract,01-May-17,36,36,30-Apr-20,No,30-Apr-20,01-May-19,"£13,500.00","£40,500.00",Yotta Limited,medium,1987036,Rochdale- Neighbourhoods
3919,Rochdale Council,181200-Environmental Services : Graffiti Removal : ,Graffiti Removal and Deep Cleaning,OJEU Tender,Contract,03-Sep-17,24,36,02-Sep-19,No,02-Sep-20,01-Jun-19,"£30,000.00","£90,000.00",no Graffitti,SME,4752124,Rochdale- Neighbourhoods
3928,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Rochdale & Oldham Collaborative Substance Misuse Treatment & Recovery Service,OJEU Tender (Light Touch),Contract,01-Apr-18,36,60,31-Mar-21,No,31-Mar-23,01-May-19,"£4,400,000.00","£22,000,000.00",Turning Point (Services) Limited,Large,2166697,Rochdale- Public Health
3932,Rochdale Council,201200-Financial Services : Banking : ,Rochdale Council Bill Payment Services ,Call Off (External),Contract,01-Nov-17,29/02/1900,60,31-Oct-22,No,31-Oct-22,06-Jan-22,"£67,000.00","£315,000.00",Capita Business Services Ltd,Large,2299747,Rochdale- Resources
3936,Rochdale Council,131320-Cleaning & Janitorial : Cleaning Service : External,Commissioning of Food Inspections from an External Customer,Tender,Contract,29-Apr-17,24,24,30-Apr-19,No,31-Mar-19,01-Dec-18,"£90,000.00","£90,000.00",Food Safety Solutions,Medium,31993,Rochdale- Resources
3945,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Infection Prevention and Control,Exemption,Contract,01-Apr-18,24,24,31-Mar-20,No,31-Mar-20,01-May-19,"£126,217.00","£252,434.00",Pennine Acute Hospital Trust,NHS,Trust - Not Required,Rochdale- Public Health
3953,Rochdale Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Development of Specialist Residential Provision for People With Dementia,OJEU Tender,Contract,01-Apr-18,36,60,31-Mar-21,No,31-Mar-23,31-Mar-19, TBC , TBC ,Bury ILD,-,2970299,Rochdale- Adult
3960,Rochdale Council,191200-Facilities & Management Services : Document Archiving & Storage : ,Offsite Storage ,Call Off (External),Contract,01-Apr-18,26,50,31-May-20,No,31-May-22,01-Sep-19,"£32,500.00","£111,000.00",DataSpace UK Limited,Small,3816685,Rochdale- Resources
3989,Rochdale Council,201800-Financial Services : Insurance : ,"Lots: 2,3,5,7,8,10 and 13 of Rochdale Council Insurance tender UID 3566",OJEU Tender,Contract,01-Jun-17,36,60,31-May-20,Yes,31-May-22,05-Jan-19,"£697,267.00","£3,486,335.00",Risk Management Partners,Large,2989025,Rochdale- Resources
3990,Rochdale Council,201800-Financial Services : Insurance : ,Lots: 1 and 4 of Rochdale Council Insurance tender UID 3566,OJEU Tender,Contract,01-Jun-17,36,60,31-May-20,Yes,31-May-22,05-Jan-19,"£3,815,917.00","£1,647,908.00",Travelers Insurance Company,Large,1034343,Rochdale- Resources
3991,Rochdale Council,201800-Financial Services : Insurance : ,Terrorism Policy,Mini Competition (External),Contract,01-Jun-17,36,60,31-May-20,Yes,31-May-22,05-Jan-19,"£54,168.11","£270,840.55",Aon Underwriting Managers,Large,210725,Rochdale- Resources
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),OJEU Tender (Light Touch),Contract,01-Apr-18,48,120,31-Mar-22,No,31-Mar-28,01-Sep-21,"£7,480,000.00","£74,800,000.00",Various - See below,Various - See below,Various - See below,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,Allied Healthcare,Large,1963820,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,CALDERDALE HOMECARE LIMITED,Medium,6786300,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,CARE 4 U HOMECARE AGENCY LIMITED,Small,6036900,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,CAREWATCH CARE SERVICES LIMITED,Large,2949558,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,CASTLEROCK RECRUITMENT GROUP LIMITED,Medium,6357982,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,CHERISH UK LIMITED,Large,5435700,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,Homecare4U Limited,Medium,7455354,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,HOMECARE FOR YOU LIMITED,Medium,4743148,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,THE HUMAN SUPPORT GROUP LIMITED,Large,3513906,Rochdale- Adult
4005,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Care at home Services (Adults),-,-,-,-,-,-,-,-,-, - , - ,PREMIER CARE LIMITED,Large,5213770,Rochdale- Adult
4032,Rochdale Council,201800-Financial Services : Insurance : ,Insurance Brokerage Service ,Call Off (External),Contract,01-Oct-17,12,12,30-Sep-18,No,30-Sep-18,01-Feb-18,"£11,500.00","£11,500.00",Aon,Large,7876075,Rochdale- Resources
4035,Rochdale Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Extra Care,Tender,Contract,01-Feb-15,24,50,31-Mar-19,Yes,31-Mar-19,30-Aug-18,"£229,064.00","£687,192.00",Comfort Call,Large,5763279,Rochdale- Adult
4036,Rochdale Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Multi-functional devices (MFD’s) ,Mini Competition (External),Contract,01-Mar-18,60,84,28-Feb-23,No,28-Feb-25,01-Jun-22,"£180,000.00","£1,260,000.00",Xerox (UK) Ltd,Large,330754,Rochdale- Neighbourhoods
4049,Rochdale Council,179999-Education : Not Elsewhere Classified : ,Hospital Education ,Quote,Contract,31-May-17,12,12,30-May-18,No,30-May-18,01-Feb-18,"£7,000.00","£7,000.00",The Huntercoumbe Group,Small,2688585,Rochdale- Children's
4057,Rochdale Council,181700-Environmental Services : Street Lighting : ,"Contract for the Erection, Maintenance & Dismantling of the Festive Illumination Displays",Tender,Contract,18-Sep-17,24,36,18-Sep-19,No,18-Sep-20,01-Jun-19,"£30,000.00","£90,000.00",Christmas Plus,Small,-,Rochdale- Neighbourhoods
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,OJEU Tender,Framework Agreement,01-Sep-14,48,48,30-Aug-18,Yes,30-Aug-18,02-Jun-18,"£61,500.00","£246,000.00",Various - See below,Various - See below,Various - See below,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,1ARK Project Ltd,Small,9353185,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Access to Care Limited,Small,5867774,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Aftercare the Next Step Ltd,Small,6906555,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Altum Residential Care Ltd,Small,8232494,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,AMJ Support Services ,Small,8587306,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Aspirations T/A The Leaving Care Company,Small,7155317,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Bedspace Resource Ltd,Medium,4457083,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Calico Enterprise Limited,Medium,6329047,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Changes Support Limited,Micro,9955736,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Child Action North West,Medium,820660,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Continuum Support - Care Services Ltd,Small,8517549,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Depaul uk,Medium,2440093,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Fresh Start Independence Project Ltd,Small,8078975,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Fusion  Care Ltd ,Small,6925209,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Hexagon Care,Small,8885676,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Horizon Semi Independent Support,Micro,9972851,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Independent Living Services (North West ) Ltd. T/A as Homescope,Medium,5575883,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Inspire Community Services ,Small,8861712,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Intact Projects  ,Micro,7113611,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Just ONE Recruitment and Training Limited,Small,5106263,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Redacted,Micro,Sole Trader,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Manchester Settlement,Small,241676,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,MoCoCo House - (Middlwich Community Church),Small,1051786 (charity),Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Moving Up Care Limited ,Small,7052529,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Next Stage – A Way Forward Ltd,Medium,7914701,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Next Step Care Management Ltd,Small,3309968,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Nexus Assist  ,Micro,9480022,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Northern Community Pathways Limited,Small,9318197,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Pathway  to Prospects,Small,8831416,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Possabilities CIC,Medium,8837981,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Right Step Ltd,Micro,7000398,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,The Together Trust,Large,301722,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Transition 360,Micro,9678494,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Transitional Plus Care CIC Ltd,Small,7145290,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Triangle Care Ltd,Small,8897382,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Youthlinx Ltd,Micro,10154587,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Accrington & Rossendale College ,VCSE,3411472,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Achievable Training ,VCSE,"05144413
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Albany Training Limited ,VCSE,"IE444579
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Alison Rogerson Training Ltd (Art of Childcare Ltd),VCSE,6389275,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Kids Collective Limited,VCSE,10932295,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Barnardo's ,VCSE,"00061625
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Blackburn College ,VCSE,"L55426687
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,British Red Cross,VCSE,"4495323
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,CJ Associates Training Ltd ,VCSE,"06421643
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Care-Ex Services Ltd t/a Concerto Services,VCSE,"09423978
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Centaur Training Services (North West) Ltd ,VCSE,"03180786
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Concept Training Ltd ,VCSE,"03588378
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,DMS Consulting ,VCSE,8963931,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Discover Consultancy and Training CIC ,VCSE,"11375752
  
",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Early Education ,VCSE,9912389,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Edge Hill University ,VCSE,"597283
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,eduk8 Partnership Ltd,VCSE,"05059754
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Elearvation ,VCSE,7683345,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Elklan Training Ltd ,VCSE,"07568894
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Emergency Response Training Ltd ,VCSE,4524265,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Entrust Support Services Limited,VCSE,"04440463
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Future Creative,VCSE,"5074633
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Griffin Social Care Ltd ,VCSE,"05320416
 ",Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Health & Safety Solution (NW) LTD ,VCSE,6234190,Rochdale- Children's
4066,Rochdale Council,321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,-,-,-,-,-,-,-,-,-, - , - ,Hempsall Consultancies Ltd,VCSE,"L16603003
 ",Rochdale- Children's
