"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"INF1795E","N/D","SCS PB1","Head of System Assurance","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1787E","1059360","1.00","N/A","N/A","","Operational Delivery","","1"
"ID160","N/D","SCS PB1","Commercial Management Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","860323","1.00","N/A","N/A","","Operational Delivery","","1"
"ID163","N/D","SCS PB1","Head of Commercial Management - Railway Operations","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID160","0","1.00","N/A","N/A","","Operational Delivery","","1"
"ID121","N/D","SCS PB1","Head of Innovation","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","447150","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1042","N/D","SCS PB1","Lead Senior Project Engineer C3","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1881E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1881E","1"
"INF1574E","N/D","SCS PB1","Engineering Director - Civils","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF515","1"
"INF1879E","N/D","SCS PB1","Head of Engineering and Environment (Civils) (Align)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1574E","629510","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1880E","N/D","SCS PB1","Head of Engineering and Environment (Civils) (BBV)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1574E","1650806","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1881E","N/D","SCS PB1","Head of Engineering and Environment (Civils) (EK)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1574E","1454333","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1882E","N/D","SCS PB1","Head of Engineering and Environment (Civils) (SCS)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1574E","990730","1.00","N/A","N/A","","Operational Delivery","","1"
"INF515","Giles Thomas","SCS PB2","Phase One Engineering Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","864086","1.00","220000","224999","","Operational Delivery","","1"
"INF1771E","N/D","SCS PB1","Lead Senior Project Engineer - Principal Designer Coordination","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","345330","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1017","Vacant","SCS PB1","Head of Environment Route Wide","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1330","993960","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1330","N/D","SCS PB1","Engineering Director - Route Wide","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","772108","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1770E","Vacant","SCS PB1","Lead Project Engineer - Rail Systems Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1330","536580","1.00","N/A","N/A","","Operational Delivery","","1"
"INF200","N/D","SCS PB1","Lead System Safety Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1330","408480","1.00","N/A","N/A","","Operational Delivery","","1"
"INF440","Vacant","SCS PB1","Head of Testing and Commissioning","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1330","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF562","Vacant","SCS PB1","Head of Environmental and Sustainability Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF515","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF984","N/D","SCS PB1","Head of Temporary Works","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1330","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1330","1"
"INF985","N/D","SCS PB1","Lead Project Engineer - Route Wide","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1330","664200","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1791E","N/D","SCS PB1","Head of Engineering and Environment (Stations) (OOC)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1807E","531010","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1792E","N/D","SCS PB1","Head of Engineering and Environment (Stations) (Euston)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1807E","822606","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1807E","N/D","SCS PB1","Engineering Director - Stations","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","646438","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1867E","N/D","SCS PB1","Head of Engineering and Environment (Stations) (BX)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1807E","531010","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1868E","Vacant","SCS PB1","Head of Engineering and Environment (Stations) (Curzon)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1807E","594820","1.00","N/A","N/A","","Operational Delivery","","1"
"INF453","N/D","SCS PB1","Head of Technical Assurance Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF515","1725900","1.00","N/A","N/A","","Operational Delivery","","1"
"ID110_U","N/D","SCS PB1","Head of Architecture","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID206","430353","1.00","N/A","N/A","","Operational Delivery","","1"
"ID116","N/D","SCS PB1","Head of Arts and Culture","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID206","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID206","1"
"ID206","N/D","SCS PB1","Design Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","1223532","1.00","N/A","N/A","","Operational Delivery","","1"
"ID252","N/D","SCS PB1","Head of Urban Design and Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID206","0","1.00","N/A","N/A","","Operational Delivery","","1"
"ID114","N/D","SCS PB1","Head of Landscape","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID206","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID206","1"
"ID065","Peter Miller","SCS PB2","Environment Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","736121","1.00","180000","184999","","Operational Delivery","","1"
"ID080","N/D","SCS PB1","Head of Environment Policy","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID065","340330","1.00","N/A","N/A","","Operational Delivery","","1"
"ID085","N/D","SCS PB1","Head of Environmental Sciences","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID065","682820","1.00","N/A","N/A","","Operational Delivery","","1"
"ID066","N/D","SCS PB1","Head of Heritage","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID065","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID065","1"
"ID070","N/D","SCS PB1","Head of Natural Environment","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID065","449810","1.00","N/A","N/A","","Operational Delivery","","1"
"ID094","N/D","SCS PB1","Head of Town Planning","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID065","1478894","1.00","N/A","N/A","","Operational Delivery","","1"
"ID001","Chris Rayner","SCS PB3","Director of Infrastructure","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","318921","1.00","255000","259999","","Operational Delivery","","1"
"ID180","N/D","SCS PB1","Head of Strategic Planning and Asset Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1560E","1"
"ID058","N/D","SCS PB1","Head of Capability","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1560E","1"
"ID056","N/D","SCS PB1","Head of Ergonomics","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1560E","1"
"ID175","N/D","SCS PB1","Head of Infrastructure Maintenance","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","536670","1.00","N/A","N/A","","Operational Delivery","","1"
"ID184","N/D","SCS PB1","Senior Project Manager, Rolling Stock Depots","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1560E","Benjamin Rule","SCS PB2","Infrastructure Management Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","1071978","1.00","185000","189999","","Operational Delivery","","1"
"ID156","N/D","SCS PB1","Head of Operations","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1560E","409710","1.00","N/A","N/A","","Operational Delivery","","1"
"INF450","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"ID185","N/D","SCS PB1","Head of HS2 Rolling Stock Project","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1015E","1"
"INF1629E","N/D","SCS PB1","Senior Project Manager - CCS, TM & EMS","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1798E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1798E","N/D","SCS PB1","Head of Delivery Project (Communications and Control Systems Projects)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1015E","1"
"INF1797E","N/D","SCS PB1","Head of Delivery Project (Power and M&E Projects)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1015E","1"
"INF929","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1015E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1624E","N/D","SCS PB1","Senior Project Manager - S&L Urban & Tunnels","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1788E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1625E","Vacant","SCS PB1","Senior Project Manager - S&L Open Route","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1788E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1788E","N/D","SCS PB1","Head of Rail Systems Project Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1015E","1"
"INF2064","N/D","SCS PB1","Senior Project Manager Stations Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1788E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1015E","Iain Smith","SCS PB2","Systems Delivery Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","1496060","1.00","200000","204999","","Operational Delivery","","1"
"INF1623E","N/D","SCS PB1","Senior Project Manager - Track Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1796E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1796E","N/D","SCS PB1","Head of Delivery Project (Track and IMD Project)","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1015E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1015E","1"
"INF916","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1796E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV004","N/D","SCS PB1","Hybrid Bill Delivery Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV039","N/D","SCS PB1","Head of Powers and Parliamentary Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CSP001","1279191","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV099","Vacant","SCS PB1","Head of Petition Management and Technical Teams","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","CSP001","1412635","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV589","Vacant","SCS PB1","Phase Two Project Controls Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","1330438","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV634","N/D","SCS PB1","Head of Planning","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV589","297823","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1052","N/D","SCS PB1","Head of Commercial 2a","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV697","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV310","N/D","SCS PB1","P2B Head of Contract Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV697","1056458","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV697","Iain Roche","SCS PB2","Phase Two Commercial Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","431753","1.00","185000","189999","","Operational Delivery","","1"
"DEV717","N/D","SCS PB1","Head of Pre Contract Commercial Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV697","395910","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV001","Tim Smart","SCS PB2","Phase Two Managing Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","2995285","1.00","235000","239999","","Operational Delivery","","1"
"DEV1054","N/D","SCS PB1","Program Manager HB  - East Leg","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV804","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV804","1"
"DEV1073","Vacant","SCS PB2","Technical Director Phase 2","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV804","N/D","SCS PB1","Phase Two Delivery Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","938935","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV805","N/D","SCS PB1","Head of NR Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV804","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV806","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV807","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV808","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV812","Vacant","SCS PB1","Crewe Area Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV394","N/D","SCS PB1","Senior Project Manager Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV771","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV708","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV771","323943","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV771","N/D","SCS PB1","Head of Early Works 2A","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","1218518","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV704","N/D","SCS PB1","Lead Senior Project Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV771","364006","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1036","N/D","SCS PB1","Head of Main Works","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","384750","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1078","Vacant","SCS PB1","Senior Project Manager - MWS","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV1036","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1066","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV722","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV722","N/D","SCS PB1","Head of Project Controls 2a","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV589","1974208","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1019","Vacant","SCS PB1","Senior Project Manager Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV001","1"
"DEV1021","N/D","SCS PB1","Senior Project Manager - Development","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV804","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV804","1"
"DEV276","N/D","SCS PB1","Head of Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","1569859","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV266","N/D","SCS PB1","Head of Environment - Phase Two","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","932444","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1017","Vacant","SCS PB2","Phase 2b Development Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","195500","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV306","Vacant","SCS PB1","Area Manager P2B (Area M2)","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV550","Vacant","SCS PB1","Area Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV001","1"
"DEV798","Vacant","SCS PB1","Area Manager NPR","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV001","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV001","1"
"DEV591","N/D","SCS PB1","Head of Project Controls Phase 2B","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV589","580736","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1058","N/D","SCS PB1","Senior Project Manager Line of Route","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV307","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV1059","Vacant","SCS PB1","Senior Project Manager AP's","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV307","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV307","1"
"DEV1060","N/D","SCS PB1","Senior Project Manager Stations","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV307","0","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV307","N/D","SCS PB1","Area Manager P2B","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","1415091","1.00","N/A","N/A","","Operational Delivery","","1"
"DEV714","N/D","SCS PB1","ONW Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV771","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to DEV771","1"
"DEV643","N/D","SCS PB1","Head of Phase Two HS and S","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to INF1016E","1"
"INF1016E","N/D","SCS PB1","Head of HSE Operations","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA001","1875260","1.00","N/A","N/A","","Policy","","1"
"SA024","N/D","SCS PB1","Head of Occupational Health and Wellbeing","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to INF1016E","1"
"SA029","N/D","SCS PB1","Head of Environmental Management","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","0","1.00","N/A","N/A","","Policy","","1"
"SA057E","N/D","SCS PB1","Head of HSE (Client Services)","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to INF1016E","1"
"SA058E","N/D","SCS PB1","Head of HSE (Euston)","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to INF1016E","1"
"SA059E","N/D","SCS PB1","Head of HSE (MWCC)","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","526760","1.00","N/A","N/A","","Policy","","1"
"SA060E","N/D","SCS PB1","Head of HSE (Stations)","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1016E","N/D","1.00","N/A","N/A","","Policy","Team is too small to detail - cost allocated to INF1016E","1"
"SA041","N/D","SCS PB1","Head of Programme and Corporate Assurance","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA001","668770","1.00","N/A","N/A","","Policy","","1"
"SA007","N/D","SCS PB1","Head of QHSE Systems and Controls","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA001","999278","1.00","N/A","N/A","","Policy","","1"
"SA014","N/D","SCS PB1","Head of IMS and Quality","Corporate Function","Department for Transport","High Speed Two Ltd","Safety and Assurance Directorate","08081 434 434","HS2enquiries@hs2.org.uk","SA007","486090","1.00","N/A","N/A","","Policy","","1"
