UID,Council,Contract Status,Classification,Name,STAR Category Manager,Route to Market,Contract Type Detail,Start Date,End Date,Maximum Extension Date,Annual Contract Value (average),Value,Supplier Name,Company Registration Number,Postcode,Supplier Type,Customer Name
11840,Stockport Metropolitan Borough Council,Live (On-going),182100 - Environmental Services - Weather Forecasts,AGMA Winter Service Weather Forecasting - Stockport, Samantha Power,RBS - Low/Med - Simple (RFQ), Contract,15/10/2022,14/04/2025,-,"£6,560.86","£19,682.58",MetDesk Ltd,-,HP22 6BN,-,"SMBC - PLA Estates & Asset Management, STAR"
14076,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,Recruitment of Assistant Director of Strategic Infrastructure,Gary Lee,RBS - Low - Quick Quote, Contract,17/02/2023,01/07/2023,01/07/2023,"£17,160.00","£17,160.00",Tile Hill Executive Recruitment ,-,N1 9UZ,-,"Stockport Metropolitan Borough Council, SMBC - CSS People & Organisational Development"
14064,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,Improvement Turnaround Manager,Gary Lee,RBS - Low - Quick Quote, Contract,01/02/2023,01/06/2023,-,"£25,000.00","£25,000.00",Care Together Consultancy Ltd.,-,WA13 0EZ,-,"Stockport Metropolitan Borough Council, SMBC - PPL Adult Social Care"
10848,Stockport Metropolitan Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Care and Support in Extra Care Housing  Lot 1 (Edgeley), Shirella Simms,Mini Competition (External), Contract,01/10/2022,03/11/2024,-,"£400,000.00","£800,000.00",Human Support Group,3513906,M20 3JG,-,"SMBC - PPL Adult Social Care, STAR"
10869,Stockport Metropolitan Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Care and Support in Extra Care Housing (Marple), Shirella Simms,Mini Competition (External), Contract,01/04/2023,03/11/2024,-,"£250,000.00","£416,666.70",Absolute Care and Support (UK) Ltd,-,SK6 6BD,-,"SMBC - PPL Adult Social Care, STAR"
9798,Stockport Metropolitan Borough Council,Live (One Off),"370000 - Utilities, 371100 - Utilities - Gas",Supply of Gas 2023 (Stockport), Paul Atherton,Procured by Other, Dynamic Purchasing System,01/04/2023,31/03/2026,-,"£19,476,081.00","£19,476,080.00",Corona Energy Retail 4 Limited,2798334,WD18 8YA,-,"SMBC - PLA Estates & Asset Management, STAR"
9796,Stockport Metropolitan Borough Council,Live (On-going),"370000 - Utilities, 371000 - Utilities - Electricity, 371010 - Utilities - Electricity - Street Lighting",Supply of Half-Hourly (HH) & Street Lighting Electricity 2023 (Stockport), Paul Atherton,Mini Competition (External), Dynamic Purchasing System,01/04/2023,31/03/2026,-,"£3,931,430.00","£15,782,030.00",Drax Power Limited,-,YO8 8PH,-,"SMBC - PLA Estates & Asset Management, STAR"
9795,Stockport Metropolitan Borough Council,Live (On-going),"370000 - Utilities, 371000 - Utilities - Electricity",Supply of Non Half-Hourly (NHH) Electricity 2023, Paul Atherton,Mini Competition (External), Dynamic Purchasing System,01/04/2023,31/03/2026,-,"£2,859,369.00","£11,989,640.00",Drax Power Limited,-,YO8 8PH,-,"SMBC - PLA Estates & Asset Management, STAR"
9625,Stockport Metropolitan Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Nevill Road Junior School – Heating Improvement Works, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,03/04/2023,12/04/2024,-,"£481,073.07","£481,073.10",G R Bayley Electrical Contractors Ltd.,-,SK11 6SA,-,"SMBC - PLA Neighbourhoods, STAR"
11946,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,NWADCS Provider Portal, Claire Chitty,Call Off (External), Contract,10/09/2022,09/09/2024,09/09/2026,"£10,000.00","£39,555.00",Big Blue Door Ltd,-,SE1 2PZ,-,"SMBC - PPL Children's Social Care , STAR"
10427,Stockport Metropolitan Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Flexible Purchasing System for  Adoption Support Services  (Stockport), Rachael Tither,OJEU Tender, Flexible Purchasing System,01/02/2023,31/01/2027,31/01/2027,-,"£2,500,000.00",Various - see STAR for details,-,Various,-,"SMBC - PPL Children's Social Care , STAR"
10667,Stockport Metropolitan Borough Council,Live (One Off),321100 - Social Community Care Supplies & Services - Children,1;1 Mentoring for LAC through Virtual School, Rachael Tither,RBS - Low - Quick Quote, Contract,01/09/2022,31/08/2023,31/08/2023,-,"£23,780.00",Young Generation Can,-, M23 0DP,-,"SMBC - PPL Children's Social Care , SMBC - PPL Education, Work & Skills, STAR"
14033,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Webcasting & Associated services, Claire Chitty,Call Off (External), Call-off Contract,10/10/2022,09/10/2025,09/10/2025,"£26,000.00","£79,834.00",Public-I-Group Ltd,-,BN3 1DD,-,"SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management, Link4Life"
9898,Stockport Metropolitan Borough Council,Live (One Off),330000 - Sports & Playground Equipment & Maintenance,Stockport Tennis Investment - Resurfacing, Sarah Keating,Call Off (External), Call-off Contract,13/03/2023,12/03/2024,-,-,"£38,510,220.00",Blakedown Sport & Play,-,DY11 7QL,-,"Stockport Metropolitan Borough Council, SMBC - PLA Neighbourhoods"
10611,Stockport Metropolitan Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Inter Country Adoption Services, Rachael Tither,RBS - Med/High - Advanced (Open), Contract,01/04/2023,18/04/2026,-,"£20,000.00","£60,000.00",Intercountry Adoption Centre,-,EN4 0DZ,-,"SMBC - PPL Children's Social Care , STAR"
10711,Stockport Metropolitan Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Support for Young Carers 1, Rachael Tither,OJEU Tender, Contract,01/04/2023,31/03/2026,-,"£167,749.00","£838,788.00",Signpost Stockport for Carers,-,SK4 3LD,-,"SMBC - PPL Children's Social Care , STAR"
14106,Stockport Metropolitan Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Interim Head of Planning Transformation,Gary Lee,RBS - Low/Med - Simple (RFQ), Contract,17/04/2023,17/10/2023,-,"£177,660.00","£177,660.00",Tile Hill Executive Recruitment ,-,N1 9UZ,-,"Stockport Metropolitan Borough Council, SMBC - PLA Development & Regeneration"
14119,Stockport Metropolitan Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Recruitment of Adult Social Care ADs,Gary Lee,RBS - Low - Quick Quote, Contract,01/05/2023,01/06/2023,-,"£24,000.00","£24,000.00",Hamptons Resourcing Ltd,-,CV34 4NT,-,SMBC - PPL Adult Social Care
11768,Stockport Metropolitan Borough Council,Live (On-going),201800 - Financial Services - Insurance,Stockport Insurance 2022,Gary Lee,OJEU Tender, Contract,29/11/2022,28/11/2025,28/11/2027,"£1,415,253.00","£4,245,759.00",Zurich Insurance PLC (UK Branch) (trading as Zurich Municipal),-,GU14 6GB,-,"Stockport Metropolitan Borough Council, SMBC - CSS Insurance"
10460,Stockport Metropolitan Borough Council,Live (One Off),311410 - Healthcare - Occupational Therapy Services,Occupational Therapy Assessments Stockport, Shirella Simms,OJEU Tender, Framework Agreement,01/03/2023,28/02/2027,-,"£200,000.00","£800,000.00",Access Independent Ltd,-,CB1 2SN,-,"SMBC - PPL Adult Social Care, STAR"
11768,Stockport Metropolitan Borough Council,Live (On-going),201800 - Financial Services - Insurance,Stockport Insurance Tender 2022,Gary Lee,OJEU Tender, Contract,01/04/2023,31/03/2026,31/03/2028,"£37,325.00","£111,975.00",Travelers Insurance Company Limited,-,RH1 1NA,-,"Stockport Metropolitan Borough Council, SMBC - CSS Insurance"
10649,Stockport Metropolitan Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Approved Provider List for the Provision of Personal Budget Support Services, Rachael Tither,RBS - Med/High - Advanced (Open), Flexible Purchasing System,01/12/2021,30/11/2026,-,-,£0.00,Various Suppliers,-,Various,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services"
11853,Stockport Metropolitan Borough Council,Live (On-going),"171113 - Education - Library Books, 171060 - Education - Library Services",eBooks / eAudioBooks / eMagazines / eNewspapers - Stockport Council,Gary Lee,Call Off (External), Call-off Contract,01/06/2023,31/05/2027,-,"£38,104.50","£152,418.00",Bolinda UK Ltd,-,WC1N 2EB,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management, SMBC - CSS Citizen Services"
14103,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,MDC National Communications & Public Relations Support,Gary Lee,RBS - Low/Med - Simple (RFQ), Contract,22/05/2023,21/05/2025,21/05/2025,"£39,912.00","£79,824.00",Coverdale Barclay Ltd,-,W1T 1AN,-,"Stockport Metropolitan Borough Council, SMBC - Place"
10930,Stockport Metropolitan Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Supported Living  at Bean Leach, Shirella Simms,Mini Competition (Internal), Call-off Contract,13/03/2023,12/03/2025,-,"£159,499.00","£159,499.00",Community Integrated Care,-,WA8 7SP,-,SMBC - PPL Adult Social Care
10931,Stockport Metropolitan Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Supported Living Services for Adults with Learning Disabilities at Compstall Road, Shirella Simms,Mini Competition (Internal), Call-off Contract,01/04/2023,31/03/2024,-,"£245,669.00","£245,669.00",Alternative Futures Group,-,L2 2QP,-,SMBC - PPL Adult Social Care
14104,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,Stockport Mayoral Development Corporation Local Marketing Support,Gary Lee,RBS - Low/Med - Simple (RFQ), Contract,19/06/2023,19/06/2025,19/06/2026,"£25,000.00","£50,000.00",Future Design Consultants Ltd,-,SK3 8DN,-,"Stockport Metropolitan Borough Council, SMBC - Place"
9385,Stockport Metropolitan Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Endeavour House – Solar Photovoltaic (PV) and Battery Storage, Farooq Rashid,RBS - Med/High - Advanced (Open), Contract,10/10/2022,09/10/2023,-,"£340,201.33","£340,201.30",ASH Integrated Services,-,M46 9BJ,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
9755,Stockport Metropolitan Borough Council,Live (On-going),"391500 - Works - Construction, Repair & Maintenance - Consultancy",Cheadle Eco park, Farooq Rashid,RBS - Med/High - Advanced (Open), Contract,01/03/2023,28/02/2025,-,"£250,025.00","£500,050.00",Network Space developments Ltd,-,WA12 9UY,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
9920,Stockport Metropolitan Borough Council,Live (On-going),151900 - Consultancy - Management,Project Manager – District Heat Network, Farooq Rashid,Mini Competition (External), Call-off Contract,01/05/2023,31/01/2024,-,"£44,000.00","£44,000.00",Hive Projects Limited,-,M2 3DE,-,"SMBC - Place, SMBC - People, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
14094,Stockport Metropolitan Borough Council,Live (On-going),"391114 - Works - Construction, Repair & Maintenance - Buildings - Surveys, 391314 - Works - Construction, Repair & Maintenance - Open Spaces - Surveys",Character and Density Study and Tall Buildings Study., Farooq Rashid,RBS - Med/High - Advanced (Open), Contract,10/04/2023,11/08/2023,-,"£49,999.00","£49,999.00",Planit-IE Ltd Manchester Studio 2 Back Grafton Street Altrincham Cheshire WA14 1DY ,-,WA14 1DY,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
14144,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Stockport - Smartsheet System, Claire Chitty,Exemption, Contract,01/07/2023,30/06/2024,30/06/2024,"£39,650.00","£39,650.00",Project Plan Services,11003762,LS15 4LG,-,"SMBC - Corporate & Support Services, SMBC - CSS Strategy & Transformation"
11994,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,The Chest eTendering Portal - Stockport, Claire Chitty,Call Off (External), Call-off Contract,31/07/2023,31/07/2027,31/07/2030,"£2,580.82","£10,323.28",TET Limited t/a Trans European Technology ,-,NW10 7SE,-,"Stockport Metropolitan Borough Council, SMBC - CSS Business Support (Commissioning & Contracts)"
15016,Stockport Metropolitan Borough Council,Live (On-going),180010 - Environmental Services - Animal Services,Seized Dog Contract, Sarah Keating,RBS - Low - Quick Quote, Contract,30/03/2023,31/03/2024,-,"£10,000.00","£10,000.00",Animal Warden Ltd,-,M46 0SU,-,"Stockport Metropolitan Borough Council, SMBC - PLA Neighbourhoods"
14056,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,CASPAR Client Money & Case Management System, Samantha Power,Call Off (External), Call-off Contract,05/07/2023,04/07/2026,04/07/2027,"£12,000.00","£39,100.00",Trojan Consultants Ltd,1542629,W1U 7EU,-,SMBC - CSS Revenues & Benefits
9630,Stockport Metropolitan Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Vernon Park Primary School – Heating Improvement Works and Electrical Rewire, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,31/07/2023,25/10/2024,-,"£812,589.74","£812,589.80",Seddon Construction,3578140,BL4 0NN,-,SMBC - PLA Estates & Asset Management
14162,Stockport Metropolitan Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,IRIS Looked After Call (Attendance and ePEPs) , Samantha Power,Call Off (External), Call-off Contract,01/09/2023,31/08/2026,31/08/2027,"£27,085.00","£81,256.50",IRIS Software Limited,-,SL3 8QY,-,"SMBC - PPL Children's Social Care , SMBC - PPL Education, Work & Skills, STAR"
14136,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Checkpoint Firewall Disaster Recovery (Nutanix Cloud), Samantha Power,Call Off (External), Call-off Contract,01/08/2023,31/07/2026,31/07/2026,"£16,083.00","£48,250.00",Insight Direct,-,S9 2BU,-,SMBC - CSS Technical (IT)
11937,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,Stockport Programme Management Support for Capital Programme,Gary Lee,Call Off (External), Call-off Contract,06/03/2023,06/03/2024,06/03/2025,"£231,920.00","£231,920.00",Ridge and Partners LLP,-,M2 4AW,-,"Stockport Metropolitan Borough Council, SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
11164,Stockport Metropolitan Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Wide Area Network, Samantha Power,Call Off (External), Contract,24/01/2022,23/01/2024,23/01/2024,"£419,226.40","£838,452.80",Virgin Media Business,-,M22 0EY,-,SMBC - CSS Technical (IT)
9899,Stockport Metropolitan Borough Council,Live (One Off),191510 - Facilities & Management Services - Portable Building Hire,Appointment of Contractor for the delivery of Contingency Accommodation at exiting Lisburne School sites., Paul Atherton,Call Off (External), Call-off Contract,01/06/2023,01/12/2025,-,"£1,341,120.38","£1,341,120.00",Portakabin,-,YO32 9PT,-,SMBC - PLA Estates & Asset Management
9745,Stockport Metropolitan Borough Council,Live (One Off),"391100 - Works - Construction, Repair & Maintenance - Buildings",Stockport 8 - Private Sector Partner, Sarah Keating,OJEU Tender, Contract,31/03/2023,30/03/2043,-,"£22,500,000.00","£450,000,000.00",Muse Developments,-,M3 5EN,-,"Stockport Metropolitan Borough Council, SMBC - PLA Development & Regeneration"
9621,Stockport Metropolitan Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Hursthead Infant School – Heating Improvement Works & Fire Alarm System, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,31/07/2023,27/10/2023,-,-,"£255,435.20",Seddon Construction,3578140,BL4 0NN,-,SMBC - PLA Neighbourhoods
15019,Stockport Metropolitan Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Develop Manager (Interim Contract),Gary Lee,RBS - Low - Quick Quote, Contract,09/05/2023,30/12/2023,-,"£24,999.00","£24,999.00",Bardonia,-,SK8 6RL,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
14217,Stockport Metropolitan Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Recruitment of Creative Project Manager - Stockroom,Gary Lee,RBS - Low - Quick Quote, Contract,01/09/2023,01/12/2023,-,"£10,000.00","£10,000.00",Osborne Thomas Recruitment ,-,WC2H 9JQ ,-,"SMBC - Corporate & Support Services, SMBC - CSS People & Organisational Development"
9858,Stockport Metropolitan Borough Council,Live (One Off),291400 - Arts & Leisure Services - Sport & Fitness,Stockport Tennis Investment, Sarah Keating,Call Off (External), Call-off Contract,16/01/2023,15/01/2028,-,"£6,952.00","£34,760.00",CIA Fire & Security,-,GL7 1YG,-,"Stockport Metropolitan Borough Council, SMBC - PLA Neighbourhoods"
9946,Stockport Metropolitan Borough Council,Live (On-going),151911 - Consultancy - Management - Organisation & Planning, Marple Community Hub - Appointment of Planning Consultant, Ed Farnworth,RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,,-,-,"£22,779.00",Stantec Ltd,-,M1 6EQ,-,SMBC - PLA Estates & Asset Management
14115,Stockport Metropolitan Borough Council,Live (On-going),261200 - Human Resources - Professional & Advisory Services,Stockport Treasury Management Services,Gary Lee,Exemption, Contract,01/04/2023,30/09/2024,30/09/2024,"£20,550.00","£20,550.00",Link Treasury Services Limited,2652033,EC2V 7NQ,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services"
15021,Stockport Metropolitan Borough Council,Live (One Off),150000 - Consultancy,Cheadle Eco Business Park – RIBA Stage 2 Consultancy Fees Mosodi Ltd, Ed Farnworth,RBS - Low - Quick Quote, Contract,01/08/2023,01/09/2025,-,"£11,600.00","£11,600.00",Mosodi Ltd,-,M2 5QR,-,"SMBC - Place, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration, SMBC - PLA Estates & Asset Management, SMBC - PLA Capital Programmes, SMBC - PLA Climate Action Now"
15022,Stockport Metropolitan Borough Council,Live (One Off),141300 - Clothing - Uniforms,REaCH Service Uniforms,Gary Lee,RBS - Low - Quick Quote, Contract,01/08/2023,31/07/2026,-,"£21,000.00","£21,000.00",Meltemi,-,PR2 9ZD,-,SMBC - PPL Adult Social Care
3238,Stockport Metropolitan Borough Council,Completed,271300 - Information Communication Technology - Services - Maintenance & Support,The Chest eProcurement Portal, Samantha Power,-, Call-off Contract,01/08/2020,31/07/2023,-,"£2,250.00","£18,000.00",Proactis,3182974,LS22 6LE,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT)"
8039,Stockport Metropolitan Borough Council,Completed,270000 - Information Communication Technology,Coroner's Case Management System 2, Samantha Power,-, Contract,30/07/2019,31/07/2023,31/07/2023,"£20,733.00","£62,200.00",Civica UK Ltd,-,SW15 6AR,-,SMBC - People
10011,Stockport Metropolitan Borough Council,Completed,171011 - Education - School Services,Bikeability Cycle Training - Stockport (2), Rachael Tither,-, Contract,01/09/2020,31/08/2023,31/03/2023,"£40,000.00","£120,000.00",BikeRight! Ltd,-,M5 3EQ,-,"Stockport Metropolitan Borough Council, SMBC - People, SMBC - PPL Adult Social Care, SMBC - PPL Children's Social Care , SMBC - PPL Education, Work & Skills"
8663,Stockport Metropolitan Borough Council,Completed,270000 - Information Communication Technology,Parking Contravention Software, Samantha Power,-, Contract,01/08/2020,31/07/2023,31/07/2023,"£15,713.00","£47,139.00",Barbour Logic Limited,5098036,SW1V 1PX,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
9260,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Lisburne SEND Primary School, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,30/10/2020,29/09/2023,29/09/2023,-,£0.00,ISG Construction,450103,EC3N 1AG,-,"SMBC - Place, SMBC - PLA Highways & Transport, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration"
8997,Stockport Metropolitan Borough Council,Completed,271440 - Information Communication Technology - Software,Portfolio Project Management (PPM) Tool, Samantha Power,Call Off (External), Call-off Contract,28/06/2021,27/06/2023,-,"£29,500.00","£59,000.00",Project Plan Services,11003762,LS15 4LG,-,"SMBC - CSS Technical (IT), STAR"
8488,Stockport Metropolitan Borough Council,Completed,270000 - Information Communication Technology,Corporate case management (CRM) system , Samantha Power,Call Off (External), Call-off Contract,01/04/2020,01/04/2023,-,"£147,286.00","£147,286.00",SoftBox Limited,2559880,BL9 5BT,-,"Stockport Metropolitan Borough Council, SMBC - Corporate & Support Services, SMBC - CSS Business Support (Commissioning & Contracts), SMBC - CSS Technical (IT), SMBC - CSS People & Organisational Development, SMBC - CSS Insurance, SMBC - CSS Revenues & Benefits, SMBC - CSS Accountancy, SMBC - PLA Estates & Asset Management"
11006,Stockport Metropolitan Borough Council,Completed,150000 - Consultancy,"Mechanical, Electrical & Plumbing Design Services - CAMHS", Michael Halsall,RBS - Low/Med - Simple (RFQ), Contract,01/08/2021,01/05/2023,01/05/2023,"£11,497.50","£22,995.00",Charles Andrews Ltd,4815137,M17 1DZ,-,"Stockport Metropolitan Borough Council, SMBC - PLA Development & Regeneration"
9440,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Bradshaw Hall Primary School – M&E Improvement Works, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,04/04/2022,09/06/2023,-,"£709,239.41","£709,239.40",G R Bayley Electrical Contractors Ltd.,-,SK11 6SA,-,Stockport Metropolitan Borough Council
9437,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Alexandra Park Primary School – M&E Improvement Works, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,04/04/2022,09/06/2023,09/06/2023,"£972,200.72","£972,200.80",Copeland Group Limited,-,OL7 0NZ,-,"SMBC - PLA Neighbourhoods, STAR"
9444,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",St Pauls CE Primary School – M&E Improvement Works, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,04/04/2022,09/06/2023,09/06/2023,"£701,497.45","£1,025,640.00",W H Good Ltd,-,BB$ 5JT,-,"SMBC - PLA Neighbourhoods, STAR"
9512,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Marple Leisure Centre – Appointment of Delivery Partner, Paul Atherton,Call Off (External), Contract,01/11/2021,30/04/2023,30/04/2023,£0.00,"£50,000.00",Alliance Leisure Services ,-,TA6 3EW,-,"SMBC - PLA Neighbourhoods, STAR"
11858,Stockport Metropolitan Borough Council,Completed,150000 - Consultancy,Recruitment of Head of Human Resources and Organisational Development,Gary Lee,RBS - Low - Quick Quote, Contract,01/08/2022,01/08/2023,01/08/2023,"£13,395.00","£13,395.00",Grassroots Recruitment,-,SK7 5DP,-,"Stockport Metropolitan Borough Council, SMBC - CSS Citizen Services"
11862,Stockport Metropolitan Borough Council,Completed,150000 - Consultancy,SILP (Significant Incident Learning Process) training ,Gary Lee,Exemption, Contract,30/05/2022,30/05/2023,30/05/2023,-,"£6,981.60",Review Consulting Ltd,-,B91 3GX,-,Stockport Metropolitan Borough Council
10585,Stockport Metropolitan Borough Council,Completed,261500 - Human Resources - Training & Conferences,Foundation course in Systemic Practices: Stockport Family 2 year Pilot project, Rachael Tither,RBS - Low - Quick Quote, Contract,01/09/2021,30/04/2023,-,-,"£20,000.00",Collective Space Limited,-, E3 2NX,-,"SMBC - PPL Children's Social Care , STAR"
10927,Stockport Metropolitan Borough Council,Completed,321000 - Social Community Care Supplies & Services - Adult,DOLS, Shirella Simms,Exemption, Contract,30/11/2022,31/05/2023,-,"£93,000.00","£93,000.00",Action First,11643687,EC3N 2EX,-,"Stockport Metropolitan Borough Council, SMBC - PPL Adult Social Care"
10927,Stockport Metropolitan Borough Council,Completed,321000 - Social Community Care Supplies & Services - Adult,DOLS 2, Shirella Simms,Exemption, Contract,30/11/2022,31/05/2023,-,"£127,500.00","£127,500.00",Xyla Health And Social Services,-,M2 2BY ,-,"Stockport Metropolitan Borough Council, SMBC - PPL Adult Social Care"
9770,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Replacement flood lighting scheme – Woodbank Park Athletics Facility, Paul Atherton,RBS - Low/Med - Simple (RFQ),Please Select,31/03/2023,30/06/2023,-,-,"£104,832.00",Kingfisher Lighting Ltd,-,TF3 3BD,-,"Stockport Metropolitan Borough Council, SMBC - PLA Neighbourhoods"
9618,Stockport Metropolitan Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",White House Demolition, Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,20/02/2023,07/04/2023,-,"£116,595.00","£116,595.00",Connell Brothers Ltd,-,M6 6FL,-,"SMBC - Place, SMBC - Public Health, SMBC - PLA Highways & Transport, SMBC - PLA Strategic Housing, SMBC - PLA Neighbourhoods, SMBC - PLA Public Protection, SMBC - PLA Culture & Leisure, SMBC - PLA Economy, Work and Skills, SMBC - PLA Development & Regeneration, STAR"
14062,Stockport Metropolitan Borough Council,Completed,150000 - Consultancy,Recruitment of Assistant Director of Communication and Engagement,Gary Lee,RBS - Low - Quick Quote, Contract,01/02/2023,01/06/2023,01/06/2023,-,"£16,800.00",Tile Hill Executive Recruitment ,-,N1 9UZ,-,"Stockport Metropolitan Borough Council, SMBC - CSS People & Organisational Development"
