Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,24/11/2021,80015398,1096.15,Revenue,Vickery And Company Residential Letting,9697
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,24/11/2021,80015399,500,Revenue,Redacted personal data,16651
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Discretionary Payments,24/11/2021,80015400,500,Revenue,Redacted personal data,16652
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,25/11/2021,80015405,294,Control Accounts,Newlife Lettings,5803
Rushmoor Borough Council,Personnel & Payroll,1415,Health Care,05/11/2021,37,1093.19,Revenue,National Deposit,DD1
Rushmoor Borough Council,Customer Services,1327,Telephones,25/11/2021,7,379.05,Revenue,Southern Communities,DD2
Rushmoor Borough Council,Community,2518,Access/Cardnet,19/11/2021,27,784.29,Revenue,Spektrix,DD3
Rushmoor Borough Council,Community,2518,Princes Hall Spektrix,19/11/2021,79,2506.77,Revenue,Spektrix,DD4
Rushmoor Borough Council,Information Technology,3302,Application Software,27/11/2021,7,830.55,Revenue,Bottomline Technologies,DD5
Rushmoor Borough Council,Financial Services,3403,Bank Charges,04/11/2021,57,757.85,Revenue,Lloyds Bank,DD6
Rushmoor Borough Council,Financial Services,3805,Girobank Fees,18/11/2021,32,576.93,Revenue,Santander,DD7
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,20/11/2021,53,572.21,Revenue,Capita,DD8
Rushmoor Borough Council,Financial Services,3805,Access/Cardnet,20/11/2021,70,1994.67,Revenue,Capita,DD9
