Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1834.48
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1863.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1910.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1910.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1910.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1910.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-1973.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2547.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2723.91
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-2983.33
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3031.89
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3031.89
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3031.89
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3031.89
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-3631.88
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-4042.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-5966.66
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-7263.76
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-7263.76
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-7263.76
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-7263.76
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-7912.31
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,-10895.64
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2156
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2156
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2156
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2156
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,519.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,519.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,519.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,519.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,6474.72
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,1618.68
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,404.67
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2851.96
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2216.05
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,2081.16
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,1348.9
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,1233.28
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,18/12/2023,308.32
Social Care Services,THE TOGETHER TRUST CENTRE,Services to People,Care Payments,18/12/2023,13096
Disability Support,United Response,Services to People,Care Payments,18/12/2023,7004.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2388
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2388
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2388
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2077.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,692.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,692.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,692.52
Disability Support,United Response,Services to People,Care Payments,18/12/2023,519.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,519.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,519.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,519.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,346.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,2003.04
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1694.88
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1540.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1502.28
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1483.02
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1271.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1155.6
Disability Support,United Response,Services to People,Care Payments,18/12/2023,1112.27
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,770.4
Disability Support,United Response,Services to People,Care Payments,18/12/2023,577.8
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,423.72
Disability Support,United Response,Services to People,Care Payments,18/12/2023,317.79
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
Disability Support,United Response,Services to People,Care Payments,18/12/2023,308.16
