BeneficiaryOtherID,BeneficiaryName,OrganisationalUnit,Purpose,ContractRef,Amount,IrrecoverableVATAmount,PaymentDate
873597,Nagels Uk Ltd,Car Parks,External Printing,162588,2440,0,18/07/2013
873597,Nagels Uk Ltd,Car Parks,External Printing,169477,915,0,09/01/2014
873597,Nagels Uk Ltd,Car Parks,External Printing,170706,2135,0,27/01/2014
77283,Natural Environment Research Council,Building Control,It Hardware Purchase,155181,326,0,04/04/2013
77283,Natural Environment Research Council,Development Managment,It Hardware Purchase,155181,326,0,04/04/2013
77283,Natural Environment Research Council,Land Charges,It Hardware Purchase,155181,328,0,04/04/2013
77283,Natural Environment Research Council,Public Health,It Hardware Purchase,155181,326,0,04/04/2013
663590,Nec (Uk) Ltd,Ict Services,It Hardware Mtce Agreements,164135,6284.28,0,19/08/2013
514691,Neil Sands Productions,Public Halls,Professional Performers,160691,833.1,0,06/06/2013
514691,Neil Sands Productions,Public Halls,Professional Performers,168698,700.8,0,05/12/2013
205096,Nexus Open Systems Ltd,Ict Services,Officer Training,157091,10000,0,04/04/2013
205096,Nexus Open Systems Ltd,Ict Services,Consultancy=Advice,160441,6000,0,03/06/2013
205096,Nexus Open Systems Ltd,Ict Services,It Software Annual Costs,162844,3600,0,15/08/2013
205096,Nexus Open Systems Ltd,Ict Services,It Software Annual Costs,163898,2759,0,22/08/2013
205096,Nexus Open Systems Ltd,Ict Services,Non Property Contractors,168374,5500,0,03/12/2013
205096,Nexus Open Systems Ltd,Ict Services,Consultancy=Advice,169521,46000,0,16/01/2014
205096,Nexus Open Systems Ltd,Capital Ict Projects,Consultancy=Advice,170607,13200,0,17/02/2014
152447,Nibra Signs Limited,Street Name Plates,Materials,156863,389.4,0,15/04/2013
152447,Nibra Signs Limited,Street Name Plates,Materials,156864,1592.7,0,15/04/2013
152447,Nibra Signs Limited,Street Name Plates,Materials,160548,879.8,0,06/06/2013
152447,Nibra Signs Limited,Street Name Plates,Materials,163526,839.5,0,08/08/2013
152447,Nibra Signs Limited,Street Name Plates,Materials,167287,842.2,0,31/10/2013
152447,Nibra Signs Limited,Street Name Plates,Materials,169517,230,0,05/03/2014
152447,Nibra Signs Limited,Street Name Plates,Materials,169518,675.5,0,03/01/2014
6813P,Nick Bussian,Capital Public Halls Pavilion,Major Build Works,157520,507,0,04/04/2013
6813P,Nick Bussian,Beaches & Foreshores,Planned Mtce Sa Corp Budget,157521,1107,0,04/04/2013
6813P,Nick Bussian,Beach Properties,Planned Mtce Sa Corp Budget,159070,1248,0,09/05/2013
6813P,Nick Bussian,Beaches & Foreshores,Planned Mtce Sa Corp Budget,161165,710,0,17/06/2013
6813P,Nick Bussian,Beaches & Foreshores,Planned Mtce Sa Corp Budget,163070,2099.44,0,29/07/2013
6813P,Nick Bussian,Beaches & Foreshores,Property Maintenance Ad Hoc,163070,186.56,0,29/07/2013
6813P,Nick Bussian,Sports Grounds,Planned Mtce Sa Corp Budget,164495,1236,0,30/08/2013
6813P,Nick Bussian,Sports Centres And Swim Pools,Contractors To Led,166426,1215,0,14/10/2013
6813P,Nick Bussian,Parks And Pleasure Grounds,Property Maintenance Ad Hoc,167286,1066,0,07/11/2013
6813P,Nick Bussian,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,170525,1080,0,23/01/2014
6813P,Nick Bussian,Beach Properties,Property Maintenance Ad Hoc,172900,680,0,17/03/2014
277024,Nightshade Theatre Company,Public Halls,Professional Performers,168703,3912.6,0,05/12/2013
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,166162,27398.93,0,07/10/2013
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,167394,22194.25,0,04/11/2013
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,169440,20275.43,0,03/01/2014
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,169441,6609.15,0,03/01/2014
398535,N J Whittaker Ltd,Annual Programmed Maintenance,Property Contractors,169598,2227.58,0,03/01/2014
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,171484,23456.74,0,10/02/2014
398535,N J Whittaker Ltd,Hra Major Repairs Spend,Property Contractors,172374,26378.02,0,03/03/2014
535702,North Devon Tyres Ltd,Street Cleansing,Tyres,157572,577.2,0,08/04/2013
339857,Northgate Information Solutions Ltd,Supervision And Mgt General,It Software Annual Costs,158200,3500,0,22/04/2013
339857,Northgate Information Solutions Ltd,Ict Services,It Software Annual Costs,163786,3800,0,15/08/2013
339857,Northgate Information Solutions Ltd,Supervision And Mgt General,It Software Annual Costs,170233,3500,0,16/01/2014
89963,North Kesteven District Council,Public Accountability,Corporate Subscriptions,157993,2095,0,15/04/2013
89963,North Kesteven District Council,Public Accountability,Corporate Subscriptions,164804,500,0,09/09/2013
921816,Nova Flore,Parks And Pleasure Grounds,Materials,157573,1287.81,0,04/04/2013
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,164827,13202.62,0,09/09/2013
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,166045,11987.8,0,03/10/2013
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,167296,21183.82,0,31/10/2013
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,168691,20091.15,0,05/12/2013
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,169447,20007.38,0,03/01/2014
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,170047,9507.59,0,13/01/2014
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,171215,17097.28,0,06/02/2014
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,171483,37477.07,0,10/02/2014
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,172518,22382.41,0,05/03/2014
598000,Novus Property Solutions Limited,Hra Major Repairs Spend,Property Contractors,172725,41206.63,0,11/03/2014
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,158019,339.7,0,11/04/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,160711,315.29,0,06/06/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,160712,346.21,0,06/06/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,161970,323.47,0,04/07/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,163099,328.52,0,25/07/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,164810,348.14,0,09/09/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,165994,349.24,0,03/10/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,167272,334.65,0,31/10/2013
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,171941,342.96,0,19/02/2014
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,171942,326.6,0,19/02/2014
567451,O2 (Uk) Limited,Ict Services,Mobiles Corp External Invoices,173183,356.64,0,20/03/2014
651940,Office Express Europe Limited,Ict Services,Consumables,157229,227,0,04/04/2013
651940,Office Express Europe Limited,Ict Services,Consumables,158348,273.83,0,18/04/2013
651940,Office Express Europe Limited,Ict Services,Consumables,159448,163,0,13/05/2013
651940,Office Express Europe Limited,Ict Services,Consumables,160178,248,0,23/05/2013
651940,Office Express Europe Limited,Ict Services,Consumables,160547,175.67,0,03/06/2013
651940,Office Express Europe Limited,Ict Services,Consumables,161691,209,0,27/06/2013
651940,Office Express Europe Limited,Ict Services,Consumables,162534,420,0,12/07/2013
651940,Office Express Europe Limited,Ict Services,Consumables,167543,217.08,0,11/11/2013
651940,Office Express Europe Limited,Ict Services,Consumables,168187,247.04,0,25/11/2013
651940,Office Express Europe Limited,Ict Services,Consumables,168714,180,0,09/12/2013
651940,Office Express Europe Limited,Ict Services,Consumables,168751,180,0,09/12/2013
651940,Office Express Europe Limited,Ict Services,Consumables,168990,313,0,13/12/2013
651940,Office Express Europe Limited,Ict Services,Consumables,172489,231,0,11/03/2014
651940,Office Express Europe Limited,Ict Services,Consumables,172512,231,0,11/03/2014
651940,Office Express Europe Limited,Ict Services,Consumables,173184,388.74,0,20/03/2014
487002,Office Furniture Limited,Supervision And Mgt Special,Equipment & Plant Purchase,168586,885,0,03/12/2013
147,Olds Demolition & Salvage Ltd,Capital Public Conveniences,Major Build Works,172191,19800,0,27/02/2014
501170,One Stop Promotions Ltd,Supervision And Mgt Special,Stationery,162542,560,0,12/07/2013
865397,Onspot Surveys Ltd,Capital Industriall Sites,Surveyors Fees,164178,650,0,19/08/2013
865397,Onspot Surveys Ltd,Economic Development,Surveyors Fees,168536,780,0,03/12/2013
865397,Onspot Surveys Ltd,Corporate Buildings,Major Build Works,171127,650,0,03/02/2014
535300,Opinion Research Services,Planning Policy,Consultants - Planning,172736,2000,0,11/03/2014
566179,Oracle Corporation Uk Ltd,Ict Services,It Software Annual Costs,158687,10424.63,0,25/04/2013
246140,Orange Pcs,Street Scene Support Services,It Hardware Purchase,159306,1679.96,0,09/05/2013
246140,Orange Pcs,Homesafeguard,It Hardware Purchase,160398,687,0,30/05/2013
246140,Orange Pcs,Refuse Collection & Recycling,It Hardware Purchase,161077,687,0,20/06/2013
246140,Orange Pcs,Street Scene Support Services,It Hardware Purchase,162047,3990,0,09/09/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163087,3794.93,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163089,1751.61,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163090,2223.85,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163091,3121.95,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163092,3079.39,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163093,3280.75,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163094,3700.52,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163095,10959.19,0,25/07/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,163097,2039.91,0,25/07/2013
246140,Orange Pcs,Street Scene Support Services,It Hardware Purchase,163333,798,0,09/09/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,164811,2032.43,0,09/09/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,165995,2024.95,0,03/10/2013
246140,Orange Pcs,Property And Estates Services,It Hardware Purchase,166568,537,0,14/10/2013
246140,Orange Pcs,Street Scene Support Services,It Hardware Purchase,166570,798,0,14/10/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,167271,2324.86,0,31/10/2013
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,169726,2462.71,0,09/01/2014
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,169796,2635.55,0,09/01/2014
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,169797,2808.61,0,09/01/2014
246140,Orange Pcs,Street Scene Support Services,It Hardware Purchase,170538,5022,0,23/01/2014
246140,Orange Pcs,Public Health,It Hardware Purchase,171908,358,0,19/02/2014
246140,Orange Pcs,Ict Services,Mobiles Corp External Invoices,172232,2646.35,0,27/02/2014
8775503,Orbit U.K.,Financial Services,It Software Annual Costs,167082,650,0,28/10/2013
859190,Orchard Building Services,Capital Sprts Centres And Pool,Other Design Fees,157798,972.6,0,08/04/2013
859190,Orchard Building Services,Capital Public Halls Pavilion,Other Design Fees,160651,1210,0,10/06/2013
859190,Orchard Building Services,Capital Public Halls Pavilion,Other Design Fees,160652,1127,0,10/06/2013
859190,Orchard Building Services,Capital Sprts Centres And Pool,Other Design Fees,162165,1210,0,08/07/2013
859190,Orchard Building Services,Capital Public Halls Pavilion,Other Design Fees,162166,648.4,0,08/07/2013
859190,Orchard Building Services,Corporate Buildings,Surveyors Fees,168839,965,0,09/12/2013
355551,Osborne Richardson,Public Health,Non Property Contractors,168111,540.5,0,21/11/2013
521311,Otter Rotters,Refuse Collection & Recycling,Non Property Contractors,158023,1607.31,0,11/04/2013
521311,Otter Rotters,Refuse Collection & Recycling,Non Property Contractors,162532,5482.51,0,12/07/2013
521311,Otter Rotters,Refuse Collection & Recycling,Non Property Contractors,166196,4941.99,0,17/10/2013
102369,Ottery St Mary Town Council,Economic Development,Grants Payable,158402,4500,0,18/04/2013
102369,Ottery St Mary Town Council,Tax & Nonspecific Grant Income,Capital Grants,161096,1555,0,13/06/2013
102369,Ottery St Mary Town Council,Tax & Nonspecific Grant Income,Capital Grants,167204,3656.8,0,31/10/2013
559816,Paignton Sec Info Tech Training Centre Ltd,Building Control,Officer Training,161697,283,0,27/06/2013
578568,Parker Merchanting,Public Conveniences,Materials,159011,842.95,0,02/05/2013
822577,Parker Software Ltd,Customer Service Centre,It Software Annual Costs,160330,1600,0,28/05/2013
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,170418,971.37,0,23/01/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,170450,2884.89,0,23/01/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,170795,1888.31,0,03/02/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,171213,1938.05,0,13/02/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,171555,1441.43,0,17/02/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,172030,974.4,0,24/02/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,172073,1473.03,0,03/03/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,172467,1462.61,0,11/03/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,172700,979.44,0,13/03/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,173486,1432.37,0,28/03/2014
13873,Parsons Nationwide Distribution Ltd,Refuse Collection & Recycling,Glass Haulage,173487,983.8,0,28/03/2014
425290,Patrol,Car Parks,Patrol Pcn Charges,162034,1117.8,0,04/07/2013
425290,Patrol,Car Parks,Patrol Pcn Charges,165356,1396.8,0,19/09/2013
425290,Patrol,Car Parks,Kitchen Waste Collection,167813,1420.8,0,14/11/2013
425290,Patrol,Car Parks,Patrol Pcn Charges,170710,969.6,0,27/01/2014
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,157311,456.95,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,157311,314.88,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,157312,997.92,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,157499,442.2,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,157499,565.5,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,157500,784.08,0,08/04/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,157648,242.5,0,07/05/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,157648,397,0,07/05/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,159444,997.92,0,13/05/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,159445,978.58,0,13/06/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,159697,993.51,0,16/05/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,159697,595.5,0,16/05/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,161466,790,0,20/06/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,161466,1374.92,0,20/06/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,161467,941.5,0,27/06/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,161467,891,0,27/06/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,161984,324.5,0,22/07/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,162251,842,0,18/07/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,162845,790,0,25/07/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,163628,790,0,12/09/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,163628,1940.42,0,12/09/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,164018,1063.5,0,15/08/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,164019,2561.34,0,15/08/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,164342,700.25,0,30/08/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,165189,874.1,0,23/09/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,166085,676.6,0,03/10/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,166085,997.92,0,03/10/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,167094,401.7,0,28/10/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,167094,1129.12,0,28/10/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,167253,396.1,0,31/10/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,168419,720,0,05/12/2013
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,168420,997.92,0,05/12/2013
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,168821,527.19,0,13/12/2013
884626,Pattersons (Bristol) Ltd,Parks And Pleasure Grounds,Materials,169346,12.95,0,03/03/2014
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,169346,639.9,0,03/03/2014
884626,Pattersons (Bristol) Ltd,Parks And Pleasure Grounds,Materials,170966,37.7,0,17/02/2014
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,170966,480,0,17/02/2014
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,170966,2087.68,0,17/02/2014
884626,Pattersons (Bristol) Ltd,Supervision And Mgt Special,Equipment & Plant Purchase,171556,626.42,0,17/02/2014
884626,Pattersons (Bristol) Ltd,Public Conveniences,Materials,172192,881.81,0,05/03/2014
884626,Pattersons (Bristol) Ltd,Street Cleansing,Materials,172192,1995.84,0,05/03/2014
884626,Pattersons (Bristol) Ltd,Supervision And Mgt Special,Materials,172192,11.6,0,05/03/2014
887756,Paul Chanin,Aonb And Countryside,Non Property Contractors,168749,1890,0,05/12/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,161685,3515.2,0,24/06/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,161686,6596.5,0,24/06/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,162036,4351.22,0,04/07/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,162684,5713.54,0,18/07/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,163183,3375.02,0,26/07/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,163538,5127.77,0,08/08/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,163539,4370.3,0,08/08/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,163974,4900.48,0,15/08/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,163975,2495.14,0,15/08/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,164807,4165,0,09/09/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,164808,5013.64,0,09/09/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,164809,5833.92,0,09/09/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,165206,5277.21,0,16/09/2013
19140P,Paul Taylor Mills Ltd,Public Halls,Professional Performers,165698,4608.8,0,26/09/2013
515515,Pcc Devon And Cornwall,Corporate Activities,Contribution To Running Costs,162721,800,0,18/07/2013
363812,Pcl Planning Ltd,Economic Development,Consultancy=Advice,170033,2707.03,0,13/01/2014
363812,Pcl Planning Ltd,Economic Development,Consultancy=Advice,170216,3259.47,0,16/01/2014
290999,Pdsa Petaid Enterprises Ltd,Supervision And Mgt Special,Equipment & Plant Purchase,173546,500,0,28/03/2014
571699,Percipient Studios,Ict Services,Officer Training,163449,5041.67,0,08/08/2013
540024,Perfect Colours Ltd,Ict Services,Consumables,169079,172.6,0,16/01/2014
540024,Perfect Colours Ltd,Ict Services,Consumables,172664,362.7,0,13/03/2014
332094,Perfect Moment,Arts Development,Land Registry,166986,3000,0,28/10/2013
332094,Perfect Moment,Arts Development,Land Registry,173460,3900,0,28/03/2014
241482,Performing Right Society Ltd,Public Halls,Performing Rights Fees,159293,1635.78,0,09/05/2013
563293,Personal Development Training Ltd,Equalities & Diversity,Volunteer Training,158670,780.8,0,25/04/2013
745269,Pestfix,Markets,Materials Land And Build,160925,187.61,0,20/06/2013
745269,Pestfix,Markets,Materials Land And Build,161136,515.2,0,20/06/2013
552434,Philip Wilson,Aonb And Countryside,Technical Support,159909,1000,0,20/05/2013
566764,Phoenix Software Ltd,Supervision And Mgt General,It Software Purchase/Upgrade,159309,2534.4,0,11/07/2013
566764,Phoenix Software Ltd,Ict Services,It Software Annual Costs,161123,900,0,17/06/2013
566764,Phoenix Software Ltd,Ict Services,It Software Purchase/Upgrade,168579,600,0,09/01/2014
209503,Phs Group Plc,Arts Development,Property Cleansing Service,158883,10.24,0,16/05/2013
209503,Phs Group Plc,Corporate Buildings,Laundry,158883,265.25,0,16/05/2013
209503,Phs Group Plc,Corporate Buildings,Property Cleansing Service,158883,1471.17,0,16/05/2013
209503,Phs Group Plc,Economic Development,Property Cleansing Service,158883,109.92,0,16/05/2013
209503,Phs Group Plc,Homesafeguard,Property Contractors,158883,4.59,0,16/05/2013
209503,Phs Group Plc,Public Conveniences,Property Cleansing Service,158883,1785.68,0,16/05/2013
209503,Phs Group Plc,Public Halls,Property Cleansing Service,158883,148.95,0,16/05/2013
209503,Phs Group Plc,Sports Grounds,Property Cleansing Service,158883,23.77,0,16/05/2013
209503,Phs Group Plc,Corporate Buildings,Property Cleansing Service,161091,1500,0,13/06/2013
209503,Phs Group Plc,Economic Development,Property Cleansing Service,161091,275,0,13/06/2013
209503,Phs Group Plc,Corporate Buildings,Materials Land And Build,161167,295.1,0,17/06/2013
209503,Phs Group Plc,Public Conveniences,Materials Land And Build,161426,480,0,24/06/2013
209503,Phs Group Plc,Public Halls,Materials Land And Build,161426,240,0,24/06/2013
209503,Phs Group Plc,Sports Centres And Swim Pools,Materials Land And Build,161426,480,0,24/06/2013
209503,Phs Group Plc,Arts Development,Property Cleansing Service,162655,11.24,0,26/09/2013
209503,Phs Group Plc,Corporate Buildings,Laundry,162655,265.25,0,26/09/2013
209503,Phs Group Plc,Corporate Buildings,Property Cleansing Service,162655,1471.17,0,26/09/2013
209503,Phs Group Plc,Economic Development,Property Cleansing Service,162655,109.92,0,26/09/2013
209503,Phs Group Plc,Homesafeguard,Property Cleansing Service,162655,4.59,0,26/09/2013
209503,Phs Group Plc,Public Conveniences,Property Cleansing Service,162655,1786.03,0,26/09/2013
209503,Phs Group Plc,Public Halls,Property Cleansing Service,162655,148.95,0,26/09/2013
209503,Phs Group Plc,Sports Grounds,Property Cleansing Service,162655,23.77,0,26/09/2013
209503,Phs Group Plc,Corporate Buildings,Equipment Maintenance Contract,164301,1500,0,12/09/2013
209503,Phs Group Plc,Economic Development,Equipment Maintenance Contract,164301,275,0,12/09/2013
209503,Phs Group Plc,Arts Development,Property Cleansing Service,166785,11.24,0,28/10/2013
209503,Phs Group Plc,Corporate Buildings,Laundry,166785,265.25,0,28/10/2013
209503,Phs Group Plc,Corporate Buildings,Property Cleansing Service,166785,1471.17,0,28/10/2013
209503,Phs Group Plc,Economic Development,Property Cleansing Service,166785,109.92,0,28/10/2013
209503,Phs Group Plc,Homesafeguard,Property Cleansing Service,166785,4.59,0,28/10/2013
209503,Phs Group Plc,Public Conveniences,Property Cleansing Service,166785,1780.26,0,28/10/2013
209503,Phs Group Plc,Public Halls,Property Cleansing Service,166785,148.95,0,28/10/2013
209503,Phs Group Plc,Sports Grounds,Property Cleansing Service,166785,23.77,0,28/10/2013
209503,Phs Group Plc,Capital Parks And Pleasure Grn,Materials Land And Build,167903,960,0,15/11/2013
209503,Phs Group Plc,Supervision And Mgt Special,Property Cleansing Service,168003,941.64,0,21/11/2013
209503,Phs Group Plc,Corporate Buildings,Equipment Maintenance Contract,168539,1500,0,03/12/2013
209503,Phs Group Plc,Economic Development,Equipment Maintenance Contract,168539,275,0,03/12/2013
209503,Phs Group Plc,Arts Development,Property Cleansing Service,170399,11.24,0,11/03/2014
209503,Phs Group Plc,Corporate Buildings,Laundry,170399,265.25,0,11/03/2014
209503,Phs Group Plc,Corporate Buildings,Property Cleansing Service,170399,1507.89,0,11/03/2014
209503,Phs Group Plc,Economic Development,Property Cleansing Service,170399,109.92,0,11/03/2014
209503,Phs Group Plc,Homesafeguard,Property Cleansing Service,170399,4.59,0,11/03/2014
209503,Phs Group Plc,Public Conveniences,Property Cleansing Service,170399,1807.77,0,11/03/2014
209503,Phs Group Plc,Public Halls,Property Cleansing Service,170399,121.44,0,11/03/2014
209503,Phs Group Plc,Sports Grounds,Property Cleansing Service,170399,23.77,0,11/03/2014
209503,Phs Group Plc,Corporate Buildings,Equipment Maintenance Contract,172020,1500,0,05/03/2014
209503,Phs Group Plc,Economic Development,Equipment Maintenance Contract,172020,275,0,05/03/2014
618646,Pitbitz Limited,Economic Development,Equipment & Plant Purchase,163054,3130,0,25/07/2013
618646,Pitbitz Limited,Economic Development,Equipment & Plant Purchase,164387,559.87,0,27/08/2013
120804,Pitney Bowes Finance Plc,Ict Services,Equipment Hire,157853,1176.37,0,15/04/2013
120804,Pitney Bowes Finance Plc,Ict Services,Equipment Hire,162666,1176.37,0,18/07/2013
120804,Pitney Bowes Finance Plc,Parks And Pleasure Grounds,Water Charges,166457,1176.37,0,14/10/2013
120804,Pitney Bowes Finance Plc,Economic Development,External Postage,169270,509.6,0,20/12/2013
120804,Pitney Bowes Finance Plc,Ict Services,Equipment Repair & Maintenance,170921,1176.37,0,03/02/2014
PIT001,Pitney Bowes Ltd,Ict Services,Equipment Maintenance Contract,163896,2779.02,0,15/08/2013
227064,Plants Direct (South West) Ltd,Parks And Pleasure Grounds,Materials,158197,616.6,0,18/04/2013
227064,Plants Direct (South West) Ltd,Parks And Pleasure Grounds,Materials,172398,1318,0,05/03/2014
227064,Plants Direct (South West) Ltd,Parks And Pleasure Grounds,Materials,172660,635,0,11/03/2014
227064,Plants Direct (South West) Ltd,Parks And Pleasure Grounds,Materials,173552,4936,0,28/03/2014
658123,Plough And Share Credit Union,Homeless,Contribution To Running Costs,160914,3000,0,10/06/2013
629731,Plumbase Payments Centre,Public Conveniences,Materials Land And Build,157313,168.98,0,04/04/2013
629731,Plumbase Payments Centre,Public Conveniences,Materials Land And Build,160733,533.71,0,17/06/2013
629731,Plumbase Payments Centre,Sports Centres And Swim Pools,Materials Land And Build,160733,109.61,0,17/06/2013
620271,Plymouth City Council,Hsg And Council Tax Admin,Contribution To Running Costs,158673,845.74,0,29/04/2013
620271,Plymouth City Council,Ict Services,Consultancy=Advice,158674,12000,0,02/05/2013
620271,Plymouth City Council,Legal Services,Consultancy=Advice,160528,495.8,0,03/06/2013
620271,Plymouth City Council,Ict Services,Consultancy=Advice,163535,2845,0,08/08/2013
238734,Pool Diving Solutions Ltd,Capital Sprts Centres And Pool,Local Consultations,171791,1575,0,17/02/2014
