Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2015/2016,41.7,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2016/2017,46.4,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2017/2018,41.9,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2018/2019,28.1,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2019/2020,23.5,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2020/2021,28.4,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2021/2022,38.1,,,,,,,,,,,,,,,,,Up is Bad
LAPE09,"Under 18s admitted to hospital with alcohol-specific conditions (per 100,000 population)",Annual,Financial Year,2022/2023,33.5,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2016/2017,878,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2017/2018,917,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2018/2019,1172,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2019/2020,1039,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2020/2021,884,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2021/2022,981,,,,,,,,,,,,,,,,,Up is Bad
LAPE10,"Admitted to hospital with alcohol-specific conditions: Males, all ages (per 100,000 population)",Annual,Financial Year,2022/2023,993,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2016/2017,445,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2017/2018,398,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2018/2019,509,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2019/2020,518,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2020/2021,496,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2021/2022,579,,,,,,,,,,,,,,,,,Up is Bad
LAPE11,"Admitted to hospital with alcohol-specific conditions: Females, all ages (per 100,000 population)",Annual,Financial Year,2022/2023,490,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2016/2017,2411,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2017/2018,2912,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2018/2019,3103,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2019/2020,3057,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2020/2021,2468,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2021/2022,2913,,,,,,,,,,,,,,,,,Up is Bad
LAPE12,"Admitted to hospital with alcohol-related conditions (Broad): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2022/2023,2976,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2016/2017,978,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2017/2018,968,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2018/2019,1084,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2019/2020,1118,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2020/2021,942,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2021/2022,1075,,,,,,,,,,,,,,,,,Up is Bad
LAPE13,"Admitted to hospital with alcohol-related conditions (Broad): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2022/2023,1001,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2016/2017,710,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2017/2018,772,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2018/2019,688,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2019/2020,699,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2020/2021,602,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2021/2022,675,,,,,,,,,,,,,,,,,Up is Bad
LAPE14,"Admitted to hospital with alcohol-related conditions (Narrow): Males, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2022/2023,618,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2016/2017,390,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2017/2018,381,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2018/2019,444,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2019/2020,414,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2020/2021,326,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2021/2022,298,,,,,,,,,,,,,,,,,Up is Bad
LAPE15,"Admitted to hospital with alcohol-related conditions (Narrow): Females, all ages (per 100,000 population) - (New methodology)",Annual,Financial Year,2022/2023,261,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2008/2009,1412,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2009/2010,1415,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2010/2011,1464,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2011/2012,1425,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2012/2013,1619,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2013/2014,1998,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2014/2015,2020,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2015/2016,2171,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2016/2017,2263,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2017/2018,2372,,,,,,,,,,,,,,,,,Up is Bad
LAPE16,"Admitted to hospital episodes with alcohol-related conditions (Broad): Persons, all ages (per 100,000 population)",Annual,Financial Year,2018/2019,2536,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2008/2009,447,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2009/2010,462,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2010/2011,444,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2011/2012,462,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2012/2013,595,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2013/2014,659,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2014/2015,636,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2015/2016,661,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2016/2017,691,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2017/2018,724,,,,,,,,,,,,,,,,,Up is Bad
LAPE17,"Admitted to hospital episodes with alcohol-related conditions (Narrow): Persons, all ages (per 100,000 population)",Annual,Financial Year,2018/2019,713,,,,,,,,,,,,,,,,,Up is Bad
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2013/2014,31.4,,,,23.6,,,,32.6,,,,30.8,,,,31.4,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2014/2015,31.6,,,,34.2,,,,32.2,,,,34.3,,,,31.6,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2015/2016,40,,,,32,,,,33.9,,,,36.9,,,,40,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2016/2017,38.19,,,,36.81,,,,39.32,,,,37.27,,,,38.19,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2017/2018,33.5,,,,35.25,,,,32.88,,,,34.08,,,,33.5,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2018/2019,31.07,,,,30.1,,,,29.65,,,,33.07,,,,31.07,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2019/2020,32.11,,,,32.36,,,,30.6,,,,31.03,,,,32.11,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2020/2021,27.1,,,,31.86,,,,31.96,,,,29.34,,,,27.1,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2021/2022,26.5,,,,31.01,,,,30.4,,,,28.47,,,,26.5,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2022/2023,26.63,,,,22.01,,,,23.84,,,,27.07,,,,26.63,Up is Good
LAPE22,% of alcohol users in treatment who successfully completed drug treatment (without representation within 6 months),Quarterly,Financial Year,2023/2024,,,,,29.48,,,,26.05,,,,24.28,,,,,Up is Good
LDHC08,% of adults with a learning disability having a GP Health Check - (VoY CCG),Annual,Financial Year,2013/2014,33,,,,,,,,,,,,,,,,,Up is Good
LDHC08,% of adults with a learning disability having a GP Health Check - (VoY CCG),Annual,Financial Year,2014/2015,51,,,,,,,,,,,,,,,,,Up is Good
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2017/2018,221.28,,,,,,,,,,,,,200.51,212.05,251.27,221.28,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2018/2019,230.24,244.64,238.93,241.73,241.77,241.86,228.08,224.1,231.35,219.82,213.75,152.59,195.39,247.14,238.95,271.32,252.47,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2019/2020,223,,,,228,,,,216,,,,245,,,,203,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2020/2021,39,,,,0,,,,60,,,,90,,,,4,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2021/2022,239,,,,162,,,,236,,,,118,,,,442,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2022/2023,263.1,,,,233.39,,,,240.52,,,,237,,,,341.51,Neutral
LM01a,"Throughput of visits to leisure facilities (GLL) - All Facilities (Average per 1,000 Population)",Annual,Financial Year,2023/2024,334.64,,,,374.14,,,,323.69,,,,283.25,,,,357.49,Neutral
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2007/2008,8.19,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2008/2009,6.69,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2009/2010,5.43,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2010/2011,7.45,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2011/2012,8.59,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2012/2013,8.08,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2013/2014,7.82,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2014/2015,7.11,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2015/2016,8.59,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2016/2017,8.52,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2017/2018,9.28,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2018/2019,9.54,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2019/2020,7.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2021/2022,8.9,,,,,,,,,,,,,,,,,Up is Bad
NCMP01,% of reception year children recorded as being obese (single year),Annual,Financial Year,2022/2023,7.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2007/2008,16.51,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2008/2009,17.05,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2009/2010,14.07,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2010/2011,14.71,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2011/2012,16.39,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2012/2013,16.34,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2013/2014,15.44,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2014/2015,15.09,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2015/2016,15.14,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2016/2017,16.13,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2017/2018,17.41,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2018/2019,15.07,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2019/2020,22.1,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2021/2022,18.87,,,,,,,,,,,,,,,,,Up is Bad
NCMP02,% of children in Year 6 recorded as being obese (single year),Annual,Financial Year,2022/2023,18.7,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2007/2008,22.61,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2008/2009,17.06,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2009/2010,14.41,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2010/2011,17.59,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2011/2012,22.17,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2012/2013,21,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2013/2014,22.43,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2014/2015,19.14,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2015/2016,22.37,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2016/2017,20.83,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2017/2018,24.07,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2018/2019,23.65,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2019/2020,21.4,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2021/2022,22.7,,,,,,,,,,,,,,,,,Up is Bad
NCMP03,% of reception year children recorded as being overweight (incl. obese) (single year),Annual,Financial Year,2022/2023,19.9,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2013/2014,4.4,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2014/2015,7.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2015/2016,7.5,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2016/2017,7.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2017/2018,8.1,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2018/2019,9.5,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2019/2020,9.5,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2021/2022,6.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP09a,Absolute gap in % of Reception recorded obesity between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2022/2023,5.66,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2013/2014,12.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2014/2015,10.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2015/2016,11.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2016/2017,11.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2017/2018,14.8,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2018/2019,14.1,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2019/2020,11,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2020/2021,NC,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2021/2022,13.9,,,,,,,,,,,,,,,,,Up is Bad
NCMP11a,Absolute gap in % of Reception recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2022/2023,11.63,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2013/2014,12.6,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2014/2015,12.9,,,,,,,,,,,,,,,,,Up is Bad
NCMP12a,Absolute gap in % of Year 6 recorded overweight (incl. obesity) between highest and lowest York ward (3 year aggregated),Annual,Financial Year,2015/2016,15.5,,,,,,,,,,,,,,,,,Up is Bad
