Premise Type,Dairy,Non Dairy,Totals,Dairy holdings,,Herd ,Number of cattle ,Number of holdings
Agricultural Holding,101,67,168,60.12%,,,,
Agricultural Holding,99,69,168,58.93%,,,,
Agricultural Holding,134,34,168,79.76%,,,,
Agricultural Holding,103,65,168,61.31%,,,,
Agricultural Holding,102,66,168,60.71%,,,,
Agricultural Holding,167,1,168,99.40%,,,,
Agricultural Holding,137,31,168,81.55%,,,,
Agricultural Holding,162,6,168,96.43%,,,,
Agricultural Holding,90,78,168,53.57%,,,,
Agricultural Holding,120,48,168,71.43%,,,,
Agricultural Holding,91,77,168,54.17%,,,,
Agricultural Holding,130,38,168,77.38%,,,,
Agricultural Holding,89,79,168,52.98%,,,,
Agricultural Holding,149,19,168,88.69%,,,,
Agricultural Holding,104,64,168,61.90%,,,,
Agricultural Holding,135,33,168,80.36%,,,,
Agricultural Holding,151,17,168,89.88%,,,,
Agricultural Holding,118,50,168,70.24%,,,,
Agricultural Holding,116,52,168,69.05%,,,,
Agricultural Holding,98,70,168,58.33%,,,,
Agricultural Holding,85,83,168,50.60%,,,,
Agricultural Holding,165,3,168,98.21%,,,,
Agricultural Holding,157,12,169,92.90%,,,,
Agricultural Holding,169,0,169,100.00%,,,,
Agricultural Holding,159,10,169,94.08%,,,,
Agricultural Holding,168,1,169,99.41%,,,,
Agricultural Holding,130,39,169,76.92%,,,,
Agricultural Holding,142,27,169,84.02%,,,,
Agricultural Holding,161,8,169,95.27%,,,,
Agricultural Holding,106,63,169,62.72%,,,,
Agricultural Holding,100,69,169,59.17%,,,,
Agricultural Holding,117,52,169,69.23%,,,,
Agricultural Holding,159,10,169,94.08%,,,,
Agricultural Holding,90,79,169,53.25%,,,,
Agricultural Holding,139,30,169,82.25%,,,,
Agricultural Holding,163,6,169,96.45%,,,,
Agricultural Holding,152,17,169,89.94%,,,,
Agricultural Holding,94,75,169,55.62%,,,,
Agricultural Holding,146,23,169,86.39%,,,,
Agricultural Holding,107,62,169,63.31%,,,,
Agricultural Holding,165,4,169,97.63%,,,,
Agricultural Holding,127,42,169,75.15%,,,,
Agricultural Holding,157,12,169,92.90%,,,,
Agricultural Holding,168,1,169,99.41%,,,,
Agricultural Holding,153,16,169,90.53%,,,,
Agricultural Holding,166,3,169,98.22%,,,,
Agricultural Holding,98,71,169,57.99%,,,,
Agricultural Holding,156,13,169,92.31%,,,,
Agricultural Holding,142,27,169,84.02%,,,,
Agricultural Holding,159,10,169,94.08%,,,,
Agricultural Holding,159,10,169,94.08%,,,,
Agricultural Holding,161,8,169,95.27%,,,,
Agricultural Holding,159,10,169,94.08%,,,,
Agricultural Holding,139,30,169,82.25%,,,,
Agricultural Holding,145,24,169,85.80%,,,,
Agricultural Holding,152,17,169,89.94%,,,,
Agricultural Holding,114,55,169,67.46%,,,,
Agricultural Holding,142,27,169,84.02%,,,,
Agricultural Holding,85,84,169,50.30%,,,,
Agricultural Holding,142,27,169,84.02%,,,,
Agricultural Holding,162,7,169,95.86%,,,,
Agricultural Holding,164,5,169,97.04%,,,,
Agricultural Holding,157,12,169,92.90%,,,,
Agricultural Holding,148,21,169,87.57%,,,,
Agricultural Holding,165,4,169,97.63%,,,,
Agricultural Holding,121,48,169,71.60%,,,,
Agricultural Holding,115,55,170,67.65%,,,,
Agricultural Holding,151,19,170,88.82%,,,,
Agricultural Holding,162,8,170,95.29%,,,,
Agricultural Holding,167,3,170,98.24%,,,,
Agricultural Holding,147,23,170,86.47%,,,,
Agricultural Holding,162,8,170,95.29%,,,,
Agricultural Holding,140,30,170,82.35%,,,,
Agricultural Holding,130,40,170,76.47%,,,,
Agricultural Holding,159,11,170,93.53%,,,,
Agricultural Holding,145,25,170,85.29%,,,,
Agricultural Holding,166,4,170,97.65%,,,,
Agricultural Holding,143,27,170,84.12%,,,,
Agricultural Holding,90,80,170,52.94%,,,,
Agricultural Holding,156,14,170,91.76%,,,,
Agricultural Holding,169,1,170,99.41%,,,,
Agricultural Holding,155,15,170,91.18%,,,,
Agricultural Holding,118,52,170,69.41%,,,,
Agricultural Holding,165,5,170,97.06%,,,,
Agricultural Holding,150,20,170,88.24%,,,,
Agricultural Holding,133,37,170,78.24%,,,,
Agricultural Holding,168,2,170,98.82%,,,,
Agricultural Holding,127,43,170,74.71%,,,,
Agricultural Holding,159,11,170,93.53%,,,,
Agricultural Holding,151,19,170,88.82%,,,,
Agricultural Holding,115,55,170,67.65%,,,,
Agricultural Holding,149,21,170,87.65%,,,,
Agricultural Holding,85,85,170,50.00%,,,,
Agricultural Holding,170,0,170,100.00%,,,,
Agricultural Holding,163,7,170,95.88%,,,,
Agricultural Holding,125,45,170,73.53%,,,,
Agricultural Holding,158,12,170,92.94%,,,,
Agricultural Holding,147,23,170,86.47%,,,,
Agricultural Holding,100,71,171,58.48%,,,,
Agricultural Holding,171,0,171,100.00%,,,,
Agricultural Holding,130,41,171,76.02%,,,,
Agricultural Holding,168,3,171,98.25%,,,,
Agricultural Holding,169,2,171,98.83%,,,,
Agricultural Holding,155,16,171,90.64%,,,,
Agricultural Holding,167,4,171,97.66%,,,,
Agricultural Holding,150,21,171,87.72%,,,,
Agricultural Holding,87,84,171,50.88%,,,,
Agricultural Holding,108,63,171,63.16%,,,,
Agricultural Holding,94,77,171,54.97%,,,,
Agricultural Holding,159,12,171,92.98%,,,,
Agricultural Holding,169,2,171,98.83%,,,,
Agricultural Holding,121,50,171,70.76%,,,,
Agricultural Holding,144,27,171,84.21%,,,,
Agricultural Holding,99,72,171,57.89%,,,,
Agricultural Holding,159,12,171,92.98%,,,,
Agricultural Holding,168,3,171,98.25%,,,,
Agricultural Holding,170,1,171,99.42%,,,,
Agricultural Holding,147,24,171,85.96%,,,,
Agricultural Holding,170,1,171,99.42%,,,,
Agricultural Holding,167,4,171,97.66%,,,,
Agricultural Holding,159,12,171,92.98%,,,,
Agricultural Holding,168,3,171,98.25%,,,,
Agricultural Holding,151,20,171,88.30%,,,,
Agricultural Holding,164,7,171,95.91%,,,,
Agricultural Holding,165,6,171,96.49%,,,,
Agricultural Holding,158,13,171,92.40%,,,,
Agricultural Holding,165,6,171,96.49%,,,,
Agricultural Holding,151,20,171,88.30%,,,,
Agricultural Holding,130,41,171,76.02%,,,,
Agricultural Holding,147,24,171,85.96%,,,,
Agricultural Holding,137,34,171,80.12%,,,,
Agricultural Holding,171,0,171,100.00%,,,,
Agricultural Holding,136,35,171,79.53%,,,,
Agricultural Holding,143,28,171,83.63%,,,,
Agricultural Holding,169,3,172,98.26%,,,,
Agricultural Holding,146,26,172,84.88%,,,,
Agricultural Holding,170,2,172,98.84%,,,,
Agricultural Holding,137,35,172,79.65%,,,,
Agricultural Holding,154,18,172,89.53%,,,,
Agricultural Holding,131,41,172,76.16%,,,,
Agricultural Holding,146,26,172,84.88%,,,,
Agricultural Holding,150,22,172,87.21%,,,,
Agricultural Holding,105,67,172,61.05%,,,,
Agricultural Holding,154,18,172,89.53%,,,,
Agricultural Holding,146,26,172,84.88%,,,,
Agricultural Holding,149,23,172,86.63%,,,,
Agricultural Holding,123,49,172,71.51%,,,,
Agricultural Holding,119,53,172,69.19%,,,,
Agricultural Holding,168,4,172,97.67%,,,,
Agricultural Holding,168,4,172,97.67%,,,,
Agricultural Holding,170,2,172,98.84%,,,,
Agricultural Holding,167,5,172,97.09%,,,,
Agricultural Holding,145,27,172,84.30%,,,,
Agricultural Holding,103,69,172,59.88%,,,,
Agricultural Holding,124,48,172,72.09%,,,,
Agricultural Holding,169,3,172,98.26%,,,,
Agricultural Holding,161,11,172,93.60%,,,,
Agricultural Holding,158,14,172,91.86%,,,,
Agricultural Holding,142,30,172,82.56%,,,,
Agricultural Holding,93,79,172,54.07%,,,,
Agricultural Holding,96,76,172,55.81%,,,,
Agricultural Holding,159,13,172,92.44%,,,,
Agricultural Holding,98,74,172,56.98%,,,,
Agricultural Holding,159,13,172,92.44%,,,,
Agricultural Holding,159,13,172,92.44%,,,,
Agricultural Holding,150,22,172,87.21%,,,,
Agricultural Holding,157,15,172,91.28%,,,,
Agricultural Holding,122,50,172,70.93%,,,,
Agricultural Holding,167,5,172,97.09%,,,,
Agricultural Holding,125,47,172,72.67%,,,,
Agricultural Holding,98,74,172,56.98%,,,,
Agricultural Holding,135,37,172,78.49%,,,,
Agricultural Holding,123,49,172,71.51%,,,,
Agricultural Holding,118,54,172,68.60%,,,,
Agricultural Holding,165,7,172,95.93%,,,,
Agricultural Holding,128,45,173,73.99%,,,,
Agricultural Holding,147,26,173,84.97%,,,,
Agricultural Holding,120,53,173,69.36%,,,,
Agricultural Holding,100,73,173,57.80%,,,,
Agricultural Holding,139,34,173,80.35%,,,,
Agricultural Holding,163,10,173,94.22%,,,,
Agricultural Holding,158,15,173,91.33%,,,,
Agricultural Holding,148,25,173,85.55%,,,,
Agricultural Holding,161,12,173,93.06%,,,,
Agricultural Holding,118,55,173,68.21%,,,,
Agricultural Holding,170,3,173,98.27%,,,,
Agricultural Holding,169,4,173,97.69%,,,,
Agricultural Holding,159,14,173,91.91%,,,,
Agricultural Holding,168,5,173,97.11%,,,,
Agricultural Holding,159,14,173,91.91%,,,,
Agricultural Holding,171,2,173,98.84%,,,,
Agricultural Holding,169,4,173,97.69%,,,,
Agricultural Holding,158,15,173,91.33%,,,,
Agricultural Holding,169,4,173,97.69%,,,,
Agricultural Holding,149,24,173,86.13%,,,,
Agricultural Holding,118,55,173,68.21%,,,,
Agricultural Holding,157,16,173,90.75%,,,,
Agricultural Holding,170,3,173,98.27%,,,,
Agricultural Holding,173,0,173,100.00%,,,,
Agricultural Holding,153,20,173,88.44%,,,,
Agricultural Holding,109,64,173,63.01%,,,,
Agricultural Holding,131,42,173,75.72%,,,,
Agricultural Holding,166,7,173,95.95%,,,,
Agricultural Holding,143,30,173,82.66%,,,,
Agricultural Holding,160,13,173,92.49%,,,,
Agricultural Holding,135,38,173,78.03%,,,,
Agricultural Holding,168,5,173,97.11%,,,,
Agricultural Holding,141,32,173,81.50%,,,,
Agricultural Holding,109,64,173,63.01%,,,,
Agricultural Holding,137,36,173,79.19%,,,,
Agricultural Holding,152,21,173,87.86%,,,,
Agricultural Holding,149,24,173,86.13%,,,,
Agricultural Holding,101,73,174,58.05%,,,,
Agricultural Holding,172,2,174,98.85%,,,,
Agricultural Holding,124,50,174,71.26%,,,,
Agricultural Holding,162,12,174,93.10%,,,,
Agricultural Holding,108,66,174,62.07%,,,,
Agricultural Holding,113,61,174,64.94%,,,,
Agricultural Holding,149,25,174,85.63%,,,,
Agricultural Holding,131,43,174,75.29%,,,,
Agricultural Holding,173,1,174,99.43%,,,,
Agricultural Holding,173,1,174,99.43%,,,,
Agricultural Holding,106,68,174,60.92%,,,,
Agricultural Holding,157,17,174,90.23%,,,,
Agricultural Holding,169,5,174,97.13%,,,,
Agricultural Holding,150,24,174,86.21%,,,,
Agricultural Holding,149,25,174,85.63%,,,,
Agricultural Holding,169,5,174,97.13%,,,,
Agricultural Holding,135,39,174,77.59%,,,,
Agricultural Holding,155,19,174,89.08%,,,,
Agricultural Holding,124,50,174,71.26%,,,,
Agricultural Holding,106,68,174,60.92%,,,,
Agricultural Holding,157,17,174,90.23%,,,,
Agricultural Holding,174,0,174,100.00%,,,,
Agricultural Holding,155,19,174,89.08%,,,,
Agricultural Holding,170,4,174,97.70%,,,,
Agricultural Holding,156,18,174,89.66%,,,,
Agricultural Holding,145,29,174,83.33%,,,,
Agricultural Holding,172,2,174,98.85%,,,,
Agricultural Holding,131,43,174,75.29%,,,,
Agricultural Holding,161,13,174,92.53%,,,,
Agricultural Holding,160,14,174,91.95%,,,,
Agricultural Holding,131,43,174,75.29%,,,,
Agricultural Holding,169,5,174,97.13%,,,,
Agricultural Holding,122,52,174,70.11%,,,,
Agricultural Holding,173,1,174,99.43%,,,,
Agricultural Holding,96,78,174,55.17%,,,,
Agricultural Holding,146,28,174,83.91%,,,,
Agricultural Holding,101,73,174,58.05%,,,,
Agricultural Holding,88,86,174,50.57%,,,,
Agricultural Holding,124,50,174,71.26%,,,,
Agricultural Holding,167,7,174,95.98%,,,,
Agricultural Holding,171,3,174,98.28%,,,,
Agricultural Holding,159,15,174,91.38%,,,,
Agricultural Holding,149,26,175,85.14%,,,,
Agricultural Holding,92,83,175,52.57%,,,,
Agricultural Holding,150,25,175,85.71%,,,,
Agricultural Holding,155,20,175,88.57%,,,,
Agricultural Holding,169,6,175,96.57%,,,,
Agricultural Holding,112,63,175,64.00%,,,,
Agricultural Holding,169,6,175,96.57%,,,,
Agricultural Holding,156,19,175,89.14%,,,,
Agricultural Holding,170,5,175,97.14%,,,,
Agricultural Holding,113,62,175,64.57%,,,,
Agricultural Holding,134,41,175,76.57%,,,,
Agricultural Holding,125,50,175,71.43%,,,,
Agricultural Holding,113,62,175,64.57%,,,,
Agricultural Holding,121,54,175,69.14%,,,,
Agricultural Holding,129,46,175,73.71%,,,,
Agricultural Holding,148,27,175,84.57%,,,,
Agricultural Holding,169,6,175,96.57%,,,,
Agricultural Holding,168,7,175,96.00%,,,,
Agricultural Holding,172,3,175,98.29%,,,,
Agricultural Holding,131,44,175,74.86%,,,,
Agricultural Holding,118,57,175,67.43%,,,,
Agricultural Holding,157,18,175,89.71%,,,,
Agricultural Holding,138,37,175,78.86%,,,,
Agricultural Holding,140,35,175,80.00%,,,,
Agricultural Holding,92,83,175,52.57%,,,,
Agricultural Holding,171,4,175,97.71%,,,,
Agricultural Holding,123,52,175,70.29%,,,,
Agricultural Holding,154,21,175,88.00%,,,,
Agricultural Holding,154,21,175,88.00%,,,,
Agricultural Holding,171,4,175,97.71%,,,,
Agricultural Holding,168,7,175,96.00%,,,,
Agricultural Holding,116,59,175,66.29%,,,,
Agricultural Holding,174,1,175,99.43%,,,,
Agricultural Holding,122,53,175,69.71%,,,,
Agricultural Holding,134,41,175,76.57%,,,,
Agricultural Holding,175,0,175,100.00%,,,,
Agricultural Holding,144,31,175,82.29%,,,,
Agricultural Holding,165,10,175,94.29%,,,,
Agricultural Holding,168,7,175,96.00%,,,,
Agricultural Holding,164,11,175,93.71%,,,,
Agricultural Holding,172,3,175,98.29%,,,,
Agricultural Holding,159,16,175,90.86%,,,,
Agricultural Holding,159,16,175,90.86%,,,,
Agricultural Holding,166,9,175,94.86%,,,,
Agricultural Holding,174,1,175,99.43%,,,,
Agricultural Holding,174,1,175,99.43%,,,,
Agricultural Holding,173,2,175,98.86%,,,,
Agricultural Holding,162,13,175,92.57%,,,,
Agricultural Holding,152,23,175,86.86%,,,,
Agricultural Holding,160,15,175,91.43%,,,,
Agricultural Holding,128,47,175,73.14%,,,,
Agricultural Holding,108,67,175,61.71%,,,,
Agricultural Holding,154,21,175,88.00%,,,,
Agricultural Holding,175,0,175,100.00%,,,,
Agricultural Holding,164,11,175,93.71%,,,,
Agricultural Holding,175,0,175,100.00%,,,,
Agricultural Holding,136,39,175,77.71%,,,,
Agricultural Holding,164,11,175,93.71%,,,,
Landless Keeper,145,31,176,82.39%,,,,
Agricultural Holding,176,0,176,100.00%,,,,
Agricultural Holding,163,13,176,92.61%,,,,
Agricultural Holding,171,5,176,97.16%,,,,
Agricultural Holding,131,45,176,74.43%,,,,
Agricultural Holding,171,5,176,97.16%,,,,
Agricultural Holding,166,10,176,94.32%,,,,
Agricultural Holding,156,20,176,88.64%,,,,
Agricultural Holding,170,6,176,96.59%,,,,
Agricultural Holding,156,20,176,88.64%,,,,
Agricultural Holding,161,15,176,91.48%,,,,
Agricultural Holding,165,11,176,93.75%,,,,
Agricultural Holding,175,1,176,99.43%,,,,
Agricultural Holding,143,33,176,81.25%,,,,
Agricultural Holding,167,9,176,94.89%,,,,
Agricultural Holding,163,13,176,92.61%,,,,
Agricultural Holding,167,9,176,94.89%,,,,
Agricultural Holding,133,43,176,75.57%,,,,
Agricultural Holding,99,77,176,56.25%,,,,
Agricultural Holding,99,77,176,56.25%,,,,
Agricultural Holding,137,39,176,77.84%,,,,
Agricultural Holding,160,16,176,90.91%,,,,
Agricultural Holding,170,6,176,96.59%,,,,
Agricultural Holding,171,5,176,97.16%,,,,
Agricultural Holding,126,50,176,71.59%,,,,
Agricultural Holding,172,4,176,97.73%,,,,
Agricultural Holding,158,18,176,89.77%,,,,
Agricultural Holding,168,8,176,95.45%,,,,
Agricultural Holding,176,0,176,100.00%,,,,
Agricultural Holding,100,76,176,56.82%,,,,
Agricultural Holding,106,70,176,60.23%,,,,
Agricultural Holding,144,32,176,81.82%,,,,
Agricultural Holding,138,38,176,78.41%,,,,
Agricultural Holding,108,68,176,61.36%,,,,
Agricultural Holding,169,7,176,96.02%,,,,
Agricultural Holding,167,9,176,94.89%,,,,
Agricultural Holding,173,3,176,98.30%,,,,
Agricultural Holding,126,50,176,71.59%,,,,
Agricultural Holding,176,0,176,100.00%,,,,
Agricultural Holding,119,57,176,67.61%,,,,
Agricultural Holding,146,30,176,82.95%,,,,
Agricultural Holding,162,14,176,92.05%,,,,
Agricultural Holding,115,61,176,65.34%,,,,
Agricultural Holding,132,44,176,75.00%,,,,
Agricultural Holding,119,57,176,67.61%,,,,
Agricultural Holding,151,25,176,85.80%,,,,
Agricultural Holding,114,62,176,64.77%,,,,
Agricultural Holding,170,6,176,96.59%,,,,
Agricultural Holding,139,37,176,78.98%,,,,
Agricultural Holding,165,11,176,93.75%,,,,
Agricultural Holding,121,55,176,68.75%,,,,
Agricultural Holding,150,26,176,85.23%,,,,
Agricultural Holding,124,52,176,70.45%,,,,
Agricultural Holding,159,17,176,90.34%,,,,
Agricultural Holding,165,12,177,93.22%,,,,
Agricultural Holding,149,28,177,84.18%,,,,
Agricultural Holding,149,28,177,84.18%,,,,
Agricultural Holding,169,8,177,95.48%,,,,
Agricultural Holding,165,12,177,93.22%,,,,
Agricultural Holding,175,2,177,98.87%,,,,
Agricultural Holding,163,14,177,92.09%,,,,
Agricultural Holding,151,26,177,85.31%,,,,
Agricultural Holding,164,13,177,92.66%,,,,
Agricultural Holding,148,29,177,83.62%,,,,
Agricultural Holding,140,37,177,79.10%,,,,
Agricultural Holding,173,4,177,97.74%,,,,
Agricultural Holding,134,43,177,75.71%,,,,
Agricultural Holding,174,3,177,98.31%,,,,
Agricultural Holding,173,4,177,97.74%,,,,
Agricultural Holding,176,1,177,99.44%,,,,
Agricultural Holding,168,9,177,94.92%,,,,
Agricultural Holding,142,35,177,80.23%,,,,
Agricultural Holding,99,78,177,55.93%,,,,
Agricultural Holding,172,5,177,97.18%,,,,
Agricultural Holding,165,12,177,93.22%,,,,
Agricultural Holding,162,15,177,91.53%,,,,
Agricultural Holding,156,21,177,88.14%,,,,
Agricultural Holding,166,11,177,93.79%,,,,
Agricultural Holding,168,9,177,94.92%,,,,
Agricultural Holding,176,1,177,99.44%,,,,
Agricultural Holding,176,1,177,99.44%,,,,
Agricultural Holding,138,39,177,77.97%,,,,
Agricultural Holding,167,10,177,94.35%,,,,
Agricultural Holding,169,8,177,95.48%,,,,
Agricultural Holding,138,39,177,77.97%,,,,
Agricultural Holding,149,28,177,84.18%,,,,
Agricultural Holding,139,38,177,78.53%,,,,
Agricultural Holding,109,68,177,61.58%,,,,
Agricultural Holding,98,79,177,55.37%,,,,
Agricultural Holding,167,10,177,94.35%,,,,
Agricultural Holding,169,8,177,95.48%,,,,
Agricultural Holding,129,48,177,72.88%,,,,
Agricultural Holding,169,8,177,95.48%,,,,
Agricultural Holding,111,66,177,62.71%,,,,
Agricultural Holding,155,22,177,87.57%,,,,
Agricultural Holding,152,25,177,85.88%,,,,
Agricultural Holding,156,21,177,88.14%,,,,
Agricultural Holding,156,21,177,88.14%,,,,
Agricultural Holding,163,14,177,92.09%,,,,
Agricultural Holding,113,65,178,63.48%,,,,
Agricultural Holding,155,23,178,87.08%,,,,
Agricultural Holding,147,31,178,82.58%,,,,
Agricultural Holding,89,89,178,50.00%,,,,
Agricultural Holding,176,2,178,98.88%,,,,
Agricultural Holding,174,4,178,97.75%,,,,
Agricultural Holding,163,15,178,91.57%,,,,
Agricultural Holding,144,34,178,80.90%,,,,
Agricultural Holding,171,7,178,96.07%,,,,
Agricultural Holding,152,26,178,85.39%,,,,
Agricultural Holding,150,28,178,84.27%,,,,
Agricultural Holding,136,42,178,76.40%,,,,
Agricultural Holding,109,69,178,61.24%,,,,
Agricultural Holding,168,10,178,94.38%,,,,
Agricultural Holding,135,43,178,75.84%,,,,
Agricultural Holding,98,80,178,55.06%,,,,
Agricultural Holding,157,21,178,88.20%,,,,
Agricultural Holding,109,69,178,61.24%,,,,
Agricultural Holding,176,2,178,98.88%,,,,
Agricultural Holding,174,4,178,97.75%,,,,
Agricultural Holding,142,36,178,79.78%,,,,
Agricultural Holding,123,55,178,69.10%,,,,
Agricultural Holding,138,40,178,77.53%,,,,
Agricultural Holding,178,0,178,100.00%,,,,
Agricultural Holding,160,18,178,89.89%,,,,
Agricultural Holding,135,43,178,75.84%,,,,
Agricultural Holding,171,7,178,96.07%,,,,
Agricultural Holding,138,40,178,77.53%,,,,
Agricultural Holding,129,49,178,72.47%,,,,
Agricultural Holding,170,8,178,95.51%,,,,
Agricultural Holding,125,54,179,69.83%,,,,
Agricultural Holding,177,2,179,98.88%,,,,
Agricultural Holding,149,30,179,83.24%,,,,
Agricultural Holding,100,79,179,55.87%,,,,
Agricultural Holding,164,15,179,91.62%,,,,
Agricultural Holding,176,3,179,98.32%,,,,
Agricultural Holding,171,8,179,95.53%,,,,
Agricultural Holding,149,30,179,83.24%,,,,
Agricultural Holding,132,47,179,73.74%,,,,
Agricultural Holding,176,3,179,98.32%,,,,
Agricultural Holding,178,1,179,99.44%,,,,
Agricultural Holding,177,2,179,98.88%,,,,
Agricultural Holding,171,8,179,95.53%,,,,
Agricultural Holding,124,55,179,69.27%,,,,
Agricultural Holding,163,16,179,91.06%,,,,
Agricultural Holding,175,4,179,97.77%,,,,
Agricultural Holding,96,83,179,53.63%,,,,
Agricultural Holding,145,34,179,81.01%,,,,
Agricultural Holding,163,16,179,91.06%,,,,
Agricultural Holding,170,9,179,94.97%,,,,
Agricultural Holding,123,56,179,68.72%,,,,
Agricultural Holding,168,11,179,93.85%,,,,
Agricultural Holding,149,30,179,83.24%,,,,
Agricultural Holding,153,26,179,85.47%,,,,
Agricultural Holding,163,16,179,91.06%,,,,
Agricultural Holding,137,42,179,76.54%,,,,
Agricultural Holding,166,13,179,92.74%,,,,
Agricultural Holding,139,40,179,77.65%,,,,
Agricultural Holding,167,12,179,93.30%,,,,
Agricultural Holding,173,6,179,96.65%,,,,
Agricultural Holding,165,14,179,92.18%,,,,
Agricultural Holding,162,17,179,90.50%,,,,
Agricultural Holding,163,16,179,91.06%,,,,
Agricultural Holding,155,24,179,86.59%,,,,
Agricultural Holding,169,10,179,94.41%,,,,
Agricultural Holding,173,6,179,96.65%,,,,
Agricultural Holding,138,41,179,77.09%,,,,
Agricultural Holding,91,88,179,50.84%,,,,
Agricultural Holding,177,2,179,98.88%,,,,
Agricultural Holding,134,45,179,74.86%,,,,
Agricultural Holding,159,20,179,88.83%,,,,
Agricultural Holding,129,50,179,72.07%,,,,
Agricultural Holding,134,46,180,74.44%,,,,
Agricultural Holding,147,33,180,81.67%,,,,
Agricultural Holding,102,78,180,56.67%,,,,
Agricultural Holding,101,79,180,56.11%,,,,
Agricultural Holding,114,66,180,63.33%,,,,
Agricultural Holding,164,16,180,91.11%,,,,
Agricultural Holding,177,3,180,98.33%,,,,
Agricultural Holding,174,6,180,96.67%,,,,
Agricultural Holding,160,20,180,88.89%,,,,
Agricultural Holding,180,0,180,100.00%,,,,
Agricultural Holding,177,3,180,98.33%,,,,
Agricultural Holding,125,55,180,69.44%,,,,
Agricultural Holding,174,6,180,96.67%,,,,
Agricultural Holding,169,11,180,93.89%,,,,
Agricultural Holding,171,9,180,95.00%,,,,
Agricultural Holding,176,4,180,97.78%,,,,
Agricultural Holding,165,15,180,91.67%,,,,
Agricultural Holding,171,9,180,95.00%,,,,
Agricultural Holding,176,4,180,97.78%,,,,
Agricultural Holding,180,0,180,100.00%,,,,
Agricultural Holding,164,16,180,91.11%,,,,
Agricultural Holding,142,38,180,78.89%,,,,
Agricultural Holding,100,80,180,55.56%,,,,
Agricultural Holding,148,32,180,82.22%,,,,
Agricultural Holding,152,28,180,84.44%,,,,
Agricultural Holding,152,28,180,84.44%,,,,
Agricultural Holding,117,63,180,65.00%,,,,
Agricultural Holding,173,7,180,96.11%,,,,
Agricultural Holding,174,6,180,96.67%,,,,
Agricultural Holding,160,20,180,88.89%,,,,
Agricultural Holding,180,0,180,100.00%,,,,
Agricultural Holding,144,36,180,80.00%,,,,
Agricultural Holding,147,33,180,81.67%,,,,
Agricultural Holding,174,6,180,96.67%,,,,
Agricultural Holding,136,44,180,75.56%,,,,
Agricultural Holding,178,2,180,98.89%,,,,
Agricultural Holding,164,16,180,91.11%,,,,
Agricultural Holding,159,22,181,87.85%,,,,
Agricultural Holding,121,60,181,66.85%,,,,
Agricultural Holding,147,34,181,81.22%,,,,
Agricultural Holding,99,82,181,54.70%,,,,
Agricultural Holding,139,42,181,76.80%,,,,
Agricultural Holding,154,27,181,85.08%,,,,
Agricultural Holding,150,31,181,82.87%,,,,
Agricultural Holding,113,68,181,62.43%,,,,
Agricultural Holding,160,21,181,88.40%,,,,
Agricultural Holding,148,33,181,81.77%,,,,
Agricultural Holding,130,51,181,71.82%,,,,
Agricultural Holding,165,16,181,91.16%,,,,
Agricultural Holding,181,0,181,100.00%,,,,
Agricultural Holding,155,26,181,85.64%,,,,
Agricultural Holding,167,14,181,92.27%,,,,
Agricultural Holding,179,2,181,98.90%,,,,
Agricultural Holding,171,10,181,94.48%,,,,
Agricultural Holding,174,7,181,96.13%,,,,
Agricultural Holding,129,52,181,71.27%,,,,
Agricultural Holding,152,29,181,83.98%,,,,
Agricultural Holding,179,2,181,98.90%,,,,
Agricultural Holding,165,16,181,91.16%,,,,
Agricultural Holding,128,53,181,70.72%,,,,
Agricultural Holding,101,80,181,55.80%,,,,
Agricultural Holding,102,79,181,56.35%,,,,
Agricultural Holding,162,19,181,89.50%,,,,
Agricultural Holding,95,86,181,52.49%,,,,
Agricultural Holding,169,12,181,93.37%,,,,
Agricultural Holding,174,7,181,96.13%,,,,
Agricultural Holding,174,7,181,96.13%,,,,
Agricultural Holding,150,31,181,82.87%,,,,
Agricultural Holding,157,24,181,86.74%,,,,
Agricultural Holding,155,26,181,85.64%,,,,
Agricultural Holding,176,5,181,97.24%,,,,
Agricultural Holding,181,0,181,100.00%,,,,
Agricultural Holding,169,12,181,93.37%,,,,
Agricultural Holding,181,0,181,100.00%,,,,
Agricultural Holding,179,2,181,98.90%,,,,
Agricultural Holding,128,53,181,70.72%,,,,
Agricultural Holding,155,26,181,85.64%,,,,
Agricultural Holding,135,46,181,74.59%,,,,
Agricultural Holding,175,6,181,96.69%,,,,
Agricultural Holding,178,3,181,98.34%,,,,
Agricultural Holding,181,0,181,100.00%,,,,
Agricultural Holding,161,21,182,88.46%,,,,
Agricultural Holding,142,40,182,78.02%,,,,
Agricultural Holding,182,0,182,100.00%,,,,
Agricultural Holding,153,29,182,84.07%,,,,
Agricultural Holding,177,5,182,97.25%,,,,
Agricultural Holding,120,62,182,65.93%,,,,
Agricultural Holding,159,23,182,87.36%,,,,
Agricultural Holding,180,2,182,98.90%,,,,
Agricultural Holding,177,5,182,97.25%,,,,
Agricultural Holding,152,30,182,83.52%,,,,
Agricultural Holding,177,5,182,97.25%,,,,
Agricultural Holding,182,0,182,100.00%,,,,
Agricultural Holding,169,13,182,92.86%,,,,
Agricultural Holding,174,8,182,95.60%,,,,
Agricultural Holding,181,1,182,99.45%,,,,
Agricultural Holding,152,30,182,83.52%,,,,
Agricultural Holding,182,0,182,100.00%,,,,
