"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","EO: EO (Experienced) - National","26936","26936","Executive Officer - Insight and Statistics EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Independent Education and School Safeguarding","DFE-2004","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Independent Education and School Safeguarding SEO-North East","5.00","Other","North East"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Grade 7 - National","51357","59332","Manager - Infrastructure & Platforms Grade 7-North East","3.68","Other","North East"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Grade 7 - National","51357","59332","Manager - Infrastructure & Platforms Grade 7 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Central Operations, Finance & Performance","DFE-2472","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Central Operations, Finance & Performance SEO-North East","3.00","Other","North East"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","EO: EO (Experienced) - National","26936","26936","Executive Officer - Workforce Skills, Strategy and Inclusion EO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Innovation, Practice and Digital","DFE-2010","HEO - National","30332","33371","Higher Executive Officer - Innovation, Practice and Digital HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Workforce Skills, Strategy and Inclusion SEO-North East","4.00","Other","North East"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","EO: EO (Experienced) - National","26936","26936","Executive Officer - Workforce Skills, Strategy and Inclusion EO-Unknown","0.48","Other","Unknown"
"Department for Education","Department for Education","SEND and Alternative Provision","DFE-2298","Grade 7 - National","51357","59332","Manager - SEND and Alternative Provision Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Schools System Accountability","DFE-2224","HEO - National","30332","33371","Higher Executive Officer - Schools System Accountability HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Ministerial and Public Communications Division","DFE-2249","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Ministerial and Public Communications Division SEO-North East","3.00","Other","North East"
"Department for Education","Department for Education","Funding Policy Unit","DFE-2009","Grade 6 - London","65783","73146","Manager - Funding Policy Unit Grade 6-London","1.80","Other","London"
"Department for Education","Department for Education","Financial Operations","DFE-2200","EO: EO (Experienced) - London","30562","30562","Executive Officer - Financial Operations EO-Unknown","0.80","Other","Unknown"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","Senior Executive Officer - London","41435","45875","Senior Executive Officer - CS Policy Profession Unit SEO-London","4.00","Other","London"
"Department for Education","Department for Education","Data Operations","DFE-2366","EO: EO (Experienced) - London","30562","30562","Executive Officer - Data Operations EO-London","2.00","Other","London"
"Department for Education","Department for Education","Life Skills","DFE-2456","HEO - London","34031","37494","Higher Executive Officer - Life Skills HEO-London","1.00","Other","London"
"Department for Education","Department for Education","SINs and Multi-Agency Safeguarding","DFE-2299","Senior Executive Officer - London","41435","45875","Senior Executive Officer - SINs and Multi-agency Safeguarding SEO-London","2.80","Other","London"
"Department for Education","Department for Education","SEND Review Implementation","DFE-2187","Grade 7 - London","55022","63601","Manager - SEND Review Implementation Grade 7-London","5.00","Other","London"
"Department for Education","Department for Education","Regions Group: South West","DFE-2403","HEO - London","34031","37494","Higher Executive Officer - Regions Group: South West HEO-London","4.00","Other","London"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","EA - London","25123","25123","Executive Assistant - Free Schools Policy and Programme EA-London","1.00","Other","London"
"Department for Education","Department for Education","Central Capital Unit","DFE-2228","Grade 7 - London","55022","63601","Manager - Central Capital Unit Grade 7-London","4.90","Other","London"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","Grade 7 - National","51357","59332","Manager - Commercial School Resource Management (Protected) Grade 7-North East","4.00","Other","North East"
"Department for Education","Department for Education","Adoption, Family Justice and Care Leavers","DFE-2458","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Adoption, Family Justice and Care Leavers SEO-London","2.00","Other","London"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","EO: EO (Experienced) - London","30562","30562","Executive Officer - Central Research and Evaluation & Chief Social Researcher EO-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Operational Excellence","DFE-2292","EO: EO (Experienced) - London","30562","30562","Executive Officer - Operational Excellence EO-London","4.00","Other","London"
"Department for Education","Department for Education","Regions Group: London","DFE-2204","EO: EO (Experienced) - London","30562","30562","Executive Officer - Regions Group: London HEO-London","1.00","Other","London"
"Department for Education","Department for Education","Central Operations, Finance & Performance","DFE-2472","EA - London","25123","25123","Executive Assistant - Central Operations, Finance & Performance EA-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Grade 6 - London","65783","73146","Manager - End User Compute Services Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","HEO - London","34031","37494","Higher Executive Officer - End User Compute Services HEO-London","2.00","Other","London"
"Department for Education","Department for Education","Regions Group: South East","DFE-2439","EO: EO (Experienced) - London","30562","30562","Executive Officer - Regions Group: South East EO-London","3.60","Other","London"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","EO: EO (Experienced) - London","30562","30562","Executive Officer - Insight and Statistics EO-London","2.00","Other","London"
"Department for Education","Department for Education","Free Schools, FE and Skills","DFE-2003","Grade 6 - London","65783","73146","Manager - Free Schools, FE and Skills Grade 6-London","7.00","Other","London"
"Department for Education","Department for Education","SEND Policy and Strategy","DFE-2464","Senior Executive Officer - London","41435","45875","Senior Executive Officer - SEND Policy and Strategy SEO-London","3.89","Other","London"
"Department for Education","Department for Education","Essential Skills and Multiply","DFE-2104","Grade 6 - London","65783","73146","Manager - Essential Skills and Multiply Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","Regions Group: South East","DFE-2439","HEO - London","34031","37494","Higher Executive Officer - Regions Group: South East HEO-London","9.00","Other","London"
"Department for Education","Department for Education","Family Hubs and Early Years Interventions","DFE-2393","HEO - London","34031","37494","Higher Executive Officer - Family Hubs and Early Years Interventions HEO-London","0.57","Other","London"
"Department for Education","Department for Education","Financial Operations","DFE-2200","EA - London","25123","25123","Executive Assistant - Financial Operations EA-London","1.00","Other","London"
"Department for Education","Department for Education","Get Into Teaching","DFE-2164","EA - London","25123","25123","Executive Assistant - Get Into Teaching EA (Position Vacate:01/08/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Central Strategic Finance","DFE-2289","Grade 7 - National","51357","59332","Manager - Central Strategic Finance Grade 7-North East","1.86","Other","North East"
"Department for Education","Department for Education","Technology Services","DFE-2529","HEO - National","30332","33371","Higher Executive Officer - Future DFE Implementation HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","HEO - London","34031","37494","Higher Executive Officer - Infrastructure & Platforms HEO-London","1.00","Other","London"
"Department for Education","Department for Education","Rapid Response Co-ordination","DFE-2382","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Rapid Response Co-ordination SEO (Position Vacate:01/09/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Financial Operations","DFE-2200","EO: EO (Experienced) - National","26936","26936","Executive Officer - Financial Operations EO-Yorkshire and The Humber","2.55","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Workforce Skills, Strategy and Inclusion","DFE-2457","EO: EO (Experienced) - London","30562","30562","Executive Officer - Workforce Skills, Strategy and Inclusion EO-London","1.00","Other","London"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Grade 6 - London","65783","73146","Manager - Infrastructure & Platforms Grade 6-London","1.00","Other","London"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","EO: EO (Experienced) - National","26936","26936","Executive Officer - End User Compute Services EO-Yorkshire and The Humber","14.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: East Midlands","DFE-2022","EO: EO (Experienced) - National","26936","26936","Executive Officer - Regions Group: East Midlands EO-Yorkshire and The Humber","2.64","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","G7 (Accountant) - National","51579","59332","Manager - School Rebuilding Grade 6-Yorkshire and The Humber","1.50","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Technology Services","DFE-2529","HEO - London","34031","37494","Higher Executive Officer - Legal Advisor's Office HEO-London","1.00","Other","London"
"Department for Education","Department for Education","Outcomes of Children with a Social Worker","DFE-2347","Grade 7 - London","55022","63601","Manager - Outcomes of Children with a Social Worker Grade 7-London","2.00","Other","London"
"Department for Education","Department for Education","Customer Service","DFE-2334","EO: EO (Experienced) - London","30562","30562","Executive Officer - Customer Service EO-London","1.00","Other","London"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","EO: EO (Experienced) - National","26936","26936","Executive Officer - Infrastructure & Platforms EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND Review Implementation","DFE-2187","HEO - National","30332","33371","Higher Executive Officer - SEND Review Implementation HEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Schools and Funding Analysis","DFE-2220","Grade 6 - National","62540","69061","Manager - Schools and Funding Analysis Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Grade 7 - National","51357","59332","Manager - End User Compute Services Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","ITT Market Reform","DFE-2477","Grade 7 - National","51357","59332","Manager - ITT Market Reform Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Cyber and Information Security (CISO)","DFE-2485","HEO - National","30332","33371","Higher Executive Officer - Cyber and Information Security (CISO) HEO-North East","3.00","Other","North East"
"Department for Education","Department for Education","HR Services & Specialist Advice","DFE-2001","EA - National","22015","22015","Executive Assistant - HR Services & Specialist Advice EA-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategy and Portfolio","DFE-2277","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Strategy and Portfolio SEO-London","2.97","Other","London"
"Department for Education","Department for Education","Cyber and Information Security (CISO)","DFE-2485","Grade 7 - National","51357","59332","Manager - Cyber and Information Security (CISO) Grade 7-North East","5.00","Other","North East"
"Department for Education","Department for Education","Careers","DFE2331","EA - London","25123","25123","Executive Assistant - Careers EA-London","1.00","Other","London"
"Department for Education","Department for Education","Investments, Insights and Analysis","DFE-2162","HEO - National","30332","33371","Higher Executive Officer - Investments, Insights and Analysis HEO-Yorkshire and The Humber","4.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Grade 7 - National","51357","59332","Manager - SEND AP System Outcomes and Experiences Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Qualifications Strategy and Systems","DFE-2341","EO: EO (Experienced) - London","30562","30562","Executive Officer - Qualifications Strategy and Systems EO-London","2.00","Other","London"
"Department for Education","Department for Education","Investments, Insights and Analysis","DFE-2162","Grade 6 - National","62540","69061","Manager - Investments, Insights and Analysis Grade 6-North East","2.00","Other","North East"
"Department for Education","Department for Education","Social Work Workforce","DFE-2558","Grade 7 - National","51357","59332","Manager - Social Work Workforce Grade 7-Yorkshire and The Humber","2.45","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategy, Funding and CR Sponsor","DFE-2564","Grade 7 - National","51357","59332","Manager - Strategy, Funding and CR Sponsor Grade 7-Yorkshire and The Humber","1.25","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Data Operations","DFE-2366","EO: EO (Experienced) - National","26936","26936","Executive Officer - Data Operations HEO-Yorkshire and The Humber","0.74","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Operations and Infrastructure Group","DFE-2536","HEO - National","30332","33371","Higher Executive Officer - Commercial Specialist - ESFA HEO-Yorkshire and The Humber","2.91","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Central Operations, Finance & Performance","DFE-2472","EO: EO (Experienced) - London","30562","30562","Executive Officer - Central Operations, Finance & Performance EO-London","2.00","Other","London"
"Department for Education","Department for Education","DfE Covid-19 Inquiry Response","DFE-2369","Grade 7 - London","55022","63601","Manager - DfE Covid-19 Inquiry Response Grade 7-London","3.20","Other","London"
"Department for Education","Department for Education","News and Social Media","DFE-2145","SEO (Information Officer) - National","43249","47560","Senior Executive Officer - News and Social Media SEO (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Delivery Unit","DFE-2501","Grade 6 - London","65783","73146","Manager - Delivery Unit Grade 6 (On Leave)-London","2.00","Other","London"
"Department for Education","Department for Education","Financial Business Partnering: Schools and Families","DFE-2479","Grade 7 - National","51357","59332","Manager - Financial Business Partnering: Schools and Families Grade 7-North East","2.78","Other","North East"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Assessment Research and Development SEO (On Leave)-London","2.00","Other","London"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","HEO (Higher Statistical Officer) - National","33952","37568","Higher Executive Officer - Insight and Statistics HEO-Yorkshire and The Humber","5.27","Other","Yorkshire and The Humber"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","Grade 7 - London","55022","63601","Manager - Assessment Research and Development Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Operational Excellence","DFE-2292","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Operational Excellence SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Post 16 Skills & Strategy","DFE-2570","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Skills Strategy and Delivery SEO (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","Grade 6 - National","62540","69061","Manager - Insight and Statistics Grade 6-North East","1.00","Other","North East"
"Department for Education","Department for Education","Technology Services","DFE-2529","EO: EO (Experienced) - London","30562","30562","Executive Officer - Legal Advisor's Office EO-London","3.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Assurance","DFE-2192","Grade 7 - London","55022","63601","Manager - Assurance Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Funding Policy Implementation","DFE-2451","G7 (Accountant) - National","51579","59332","Manager - Business Operations Grade 7-North East","0.70","Other","North East"
"Department for Education","Department for Education","Corporate Assurance and Academy Returns","DFE-2185","Grade 6 - National","62540","69061","Manager - Corporate Assurance and Academy Returns Grade 6-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Counter Fraud  and Prevention","DFE-2290","Grade 7 - National","51357","59332","Manager - Counter Fraud and Prevention Grade 7-North East","2.00","Other","North East"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","Grade 6 - National","62540","69061","Manager - Financial Reporting Grade 6-North East","2.00","Other","North East"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","Grade 6 - London","65783","73146","Manager - Special Project: ALH Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Wraparound, HAF and Breakfast Clubs","DFE-2404","HEO - National","30332","33371","Higher Executive Officer - Wraparound, HAF and Breakfast Clubs HEO (On Leave)-Yorkshire and The Humber","0.59","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND Improvement and Intervention","DFE-2383","Senior Executive Officer - National","37593","41506","Senior Executive Officer - SEND Improvement and Intervention SEO-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Digital Delivery - Teacher Services SEO-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","Customer Service","DFE-2334","HEO - National","30332","33371","Higher Executive Officer - Customer Service HEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Infrastructure & Platforms SEO-North East","3.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Operational Excellence","DFE-2292","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Operational Excellence SEO-East Midlands","3.91","Other","East Midlands"
"Department for Education","Department for Education","Rapid Response Co-ordination","DFE-2382","Grade 6 - National","62540","69061","Manager - Rapid Response Co-ordination Grade 6-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","Specialist Restructuring","DFE-2173","Grade 7 - National","51357","59332","Manager - Specialist Restructuring Grade 7-North East","3.00","Other","North East"
"Department for Education","Department for Education","Strategy & Intelligence","DFE-2072","Grade 6 - National","62540","69061","Manager - Strategy & Intelligence Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Schools Regulation and Quality","DFE-2212","HEO - London","34031","37494","Higher Executive Officer - Schools Regulation and Quality HEO-London","2.00","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","Grade 7 - London","55022","63601","Manager - Assessment Research and Development Grade 7 (Position Vacate:31/08/2023)-London","1.00","Other","London"
"Department for Education","Department for Education","Adoption, Family Justice and Care Leavers","DFE-2458","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Adoption, Family Justice and Care Leavers SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 6 - National","62540","69061","Manager - Legal & Transactions Grade 6-East Of England","1.00","Other","East Of England"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Admissions, School Organisation, Transport and FRU SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Employee and Employer Engagement - National Careers Service","DFE-2132","Grade 7 - National","51357","59332","Manager - Digital Outcome Portfolio NCS Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Capital","DFE-2242","EO: EO (Experienced) - London","30562","30562","Executive Officer - Free Schools, FE and Skills EO-London","3.80","Other","London"
"Department for Education","Department for Education","Technical Standards","DFE-2208","Grade 6 - London","65783","73146","Manager - Technical Standards Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Grade 7 - National","51357","59332","Manager - Admissions, School Organisation, Transport and FRU Grade 7 (On Leave)-North East","0.80","Other","North East"
"Department for Education","Department for Education","Strategic Operations Analysis","DFE-2280","Grade 7 - National","51357","59332","Manager - Strategic Operations Analysis Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Financial Reporting SEO-North East","3.80","Other","North East"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","EO - National","25900","25900","Executive Officer - School Rebuilding EO-North East","1.82","Other","North East"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","Grade 7 - National","51357","59332","Manager - Business Operations & Transformation Grade 7 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","HEO - National","30332","33371","Higher Executive Officer - Free Schools Policy and Programme HEO (On Leave)-North East","0.80","Other","North East"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Payroll, Reward, Policies and ER SEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 6 - National","62540","69061","Manager - Legal & Transactions Grade 6-West Midlands","3.37","Other","West Midlands"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Digital Delivery - Teacher Services SEO-London","4.00","Other","London"
"Department for Education","Department for Education","Estates, Security and People","DFE-2025","G7 (Accountant) - National","51579","59332","Manager - Estates, Security and People Grade 7 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Regions Group: National","DFE-2021","G7 (Accountant) - National","51579","59332","Manager - Regions Group: National Grade 7 (Position Vacate:21/07/2023)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Get Into Teaching","DFE-2164","HEO (Information Officer) - National","33952","37568","Higher Executive Officer - Get Into Teaching HEO (On Leave)-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Qualifications Strategy and Systems","DFE-2341","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Qualifications Strategy and Systems SEO-North East","4.00","Other","North East"
"Department for Education","Department for Education","Rapid Response Co-ordination","DFE-2382","Grade 7 - London","55022","63601","Manager - Rapid Response Co-ordination Grade 7-London","3.70","Other","London"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","Grade 7 - London","55022","63601","Manager - Strategy, Funding and CR Sponsor Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Transformation","DFE-2407","Grade 7 - London","55022","63601","Manager - Transformation Grade 7-London","2.00","Other","London"
"Department for Education","Department for Education","Families Support","DFE-2117","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Flexible Childcare and Supporting Families SEO-North East","2.00","Other","North East"
"Department for Education","Department for Education","Developing Teachers and Leaders","DFE-2333","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Developing Teachers and Leaders SEO-Yorkshire and The Humber","5.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Investments, Insights and Analysis","DFE-2162","EO: EO (Experienced) - National","26936","26936","Executive Officer - Investments, Insights and Analysis EO (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Schools Regulation and Quality","DFE-2212","HEO - National","30332","33371","Higher Executive Officer - Schools Regulation and Quality HEO-North East","2.54","Other","North East"
"Department for Education","Department for Education","Strategy and Operations Financial Management","DFE-2199","Grade 7 - National","51357","59332","Manager - Strategy and Operations Financial Management Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","Data Engineering","DFE-2392","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Data Engineering SEO-West Midlands","5.00","Other","West Midlands"
"Department for Education","Department for Education","School Rebuilding","DFE-2222","Grade 6 - London","65783","73146","Manager - School Rebuilding Grade 6 (On Leave)-Unknown","3.00","Other","Unknown"
"Department for Education","Department for Education","Regions Group: East Midlands","DFE-2144","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: East Midlands SEO-West Midlands","3.90","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: National","DFE-2021","EO: EO (Experienced) - National","26936","26936","Executive Officer - Regions Group: National EO-Yorkshire and The Humber","9.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 7 - London","55022","63601","Manager - Legal & Transactions Grade 7-London","4.00","Other","London"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 6 - National","62540","69061","Manager - Legal & Transactions Grade 6-North East","7.98","Other","North East"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","Grade 7 - National","51357","59332","Manager - National Operations Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","Commercial Operations","DFE-2355","Grade 6 - National","62540","69061","Manager - Commercial Operations Grade 6-Unknown","1.00","Other","Unknown"
"Department for Education","Department for Education","Ministerial and Public Communications Division","DFE-2249","HEO - London","34031","37494","Higher Executive Officer - Ministerial and Public Communications Division HEO-London","4.72","Other","London"
"Department for Education","Department for Education","Strategic Policy Directorate (SPD)","DFE-2517","HEO - London","34031","37494","Higher Executive Officer - Policy Design and Capability Unit HEO-London","1.62","Other","London"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Grade 7 - National","51357","59332","Manager - SEND AP System Outcomes and Experiences Grade 7-North East","2.00","Other","North East"
"Department for Education","Department for Education","Families Analysis","DFE-2567","Grade 7 - National","51357","59332","Manager - Families Analysis Grade 7-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Further Education Funding","DFE-2100","Grade 7 - National","51357","59332","Manager - FE Funding Grade 7-North East","0.90","Other","North East"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","HEO - National","30332","33371","Higher Executive Officer - Assessment Operations and Services HEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Behaviour, Exclusions and School Food","DFE-2232","Grade 7 - National","51357","59332","Manager - Behaviour, Exclusions and School Food Grade 7-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","SEO (Accountant) - National","43793","48150","Senior Executive Officer - Financial Reporting Grade 7-North East","2.00","Other","North East"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-Yorkshire and The Humber","2.81","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: South West","DFE-2092","Grade 7 - London","55022","63601","Manager - Regions Group: South West Grade 7-London","2.00","Other","London"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Payroll, Reward, Policies and ER SEO-East Midlands","0.64","Other","East Midlands"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Special Project: ALH SEO-London","4.00","Other","London"
"Department for Education","Department for Education","User Experience and Social Justice","DFE-2306","Grade 7 - London","55022","63601","Manager - HE Quality, Access and Student Experience Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Get Into Teaching","DFE-2164","HEO (Information Officer) - National","33952","37568","Higher Executive Officer - Get Into Teaching HEO-North East","4.00","Other","North East"
"Department for Education","Teaching Regulation Agency","Teaching Regulation Agency","DFE-2215","EA - National","22015","22015","Executive Assistant - Teaching Regulation Agency EA-West Midlands","8.75","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: East of England","DFE-2563","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Regions Group: East of England SEO (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Digital Delivery - Vulnerable Families & Children","DFE-2503","Grade 7 - London","55022","63601","Manager - Digital Delivery - Vulnerable Families & Children Grade 7-London","4.00","Other","London"
"Department for Education","Department for Education","Strategic Policy Directorate (SPD)","DFE-2517","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategic Policy Directorate (SPD) - Directorate Support Team SEO-North East","1.00","Other","North East"
"Department for Education","Standard and Testing Agency","Assessment Research and Development","DFE-2535","HEO - National","30332","33371","Higher Executive Officer - Assessment Research and Development SEO (Position Vacate:01/08/2023)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: Yorkshire and the Humber","DFE-2288","HEO - National","30332","33371","Higher Executive Officer - Regions Group: Yorkshire and the Humber SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 7 - London","55022","63601","Manager - Free Schools, FE and Skills Grade 7-London","2.00","Other","London"
"Department for Education","Department for Education","Capital","DFE-2242","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Capital Commercial SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
