UID,Council,Contract Status,Classification,Name,Route to Market,Contract Type Detail,Start Date,End Date,Maximum Extension Date, Annual Contract Value (average) , Value ,Supplier Name,Company Registration Number,Postcode,Supplier Type,Customer Name
11927,Rochdale Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Citizen space platform ,Exemption, Contract,03/08/2022,02/08/2024,02/08/2024,"£9,495.00","£18,990.00",Delib Ltd,5158056,BS1 4JZ,-,"Rochdale Borough Council, RBC - Neighbourhoods"
10866,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,"Generalist Social Welfare Advice, Debt, Welfare Benefit and Housing Advice (Rochdale)",Procured by Other, Contract,01/10/2023,31/03/2026,-,"£1,000,000.00","£1,000,000.00",Citizens Advice SORT Group,-,M4 5AD,-,RBC - Adult Services
8385,Rochdale Borough Council,Completed,270000 - Information Communication Technology,UTM Firewall & Web Filtering,RBS - Low - Quick Quote, Contract,20/10/2019,23/10/2023,-,"£4,547.32","£18,152.00",Smoothwall Ltd,-,LS10 1AB,-,"Rochdale Borough Council, RBC - Neighbourhoods"
3236,Rochdale Borough Council,Completed,271300 - Information Communication Technology - Services - Maintenance & Support,The Chest eProcurement Portal 3,Call Off (External), Contract,01/09/2015,31/07/2023,-,"£2,250.00","£18,000.00",Proactis,3182974,LS22 6LE,-,"Rochdale Borough Council, RBC - Resources"
4109,Rochdale Borough Council,Completed,111200 - Catering - Food & Beverages,Supply and Delivery of Groceries/Chilled Foods and Frozen Foods (AGMA C135),OJEU Tender, Framework Agreement,13/07/2015,31/08/2023,-,"£752,000.00","£4,512,000.00",BRAKE BROS LTD,-,x,-,"Rochdale Borough Council, RBC - Resources"
8563,Rochdale Borough Council,Completed,270000 - Information Communication Technology,Self scanning,Call Off (External), Call-off Contract,01/07/2020,31/08/2023,31/08/2023,"£34,120.00","£107,560.00",Northgate Public Services (UK) Ltd,9338960,SK9 7RR,-,"Rochdale Borough Council, RBC - Neighbourhoods"
8616,Rochdale Borough Council,Completed,270000 - Information Communication Technology,Route Optimisation Programme,RBS - Low - Quick Quote, Contract,27/07/2020,26/07/2023,-,"£7,083.96","£21,251.88",Kappa Lambda Squared Limited,2800733,WF1 2UY,-,"Rochdale Borough Council, RBC - Neighbourhoods"
5026,Rochdale Borough Council,Completed,182014 - Environmental Services - Waste Management - Waste Collection for Recycling,Refuse Sacks 1,Call Off (External), Call-off Contract,31/08/2019,18/08/2023,18/08/2023,"£14,532.75","£58,131.00",Cromwell Polythene Ltd,2230104,LS25 6RE,-,"Rochdale Borough Council, RBC - Neighbourhoods"
3960,Rochdale Borough Council,Completed,191200 - Facilities & Management Services - Document Archiving & Storage,Offsite Storage 1,Call Off (External), Call-off Contract,28/04/2018,31/07/2023,-,"£32,500.00","£111,000.00",DataSpace UK Ltd,-,CW9 6GB,-,"Rochdale Borough Council, RBC - Resources"
6088,Rochdale Borough Council,Completed,271300 - Information Communication Technology - Services - Maintenance & Support,2 FA Token Support and Maintenance,RBS - Low - Quick Quote, Contract,01/07/2018,01/07/2023,-,"£22,500.00","£112,500.00",SecureData Europe Limited,7386051,ME16 9NT,-,"Rochdale Borough Council, RBC - Resources"
6103,Rochdale Borough Council,Completed,271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,Fleet Management Software,Exemption, Contract,01/10/2018,30/09/2023,-,"£15,000.00","£75,000.00",Jaama Ltd,-,x,-,"Rochdale Borough Council, RBC - Neighbourhoods"
10010,Rochdale Borough Council,Completed,170000 - Education,Bikeability Cycle Training - Rochdale,OJEU Tender, Contract,01/09/2020,31/08/2023,-, £-   ,"£161,280.00",BikeRight! Ltd,-,M5 3EQ,-,"Rochdale Borough Council, RBC - Children's Services"
4503,Rochdale Borough Council,Completed,321000 - Social Community Care Supplies & Services - Adult,Citizen Advice Service - Rochdale,Modification, Contract,01/04/2019,30/09/2023,-,"£305,000.00","£915,000.00",Pennine West Citizens Advice Bureau Ltd TA Citizens Advice Stockport,8290395,OL1 1HP,-,"Rochdale Borough Council, RBC - Neighbourhoods"
5149,Rochdale Borough Council,Completed,182012 - Environmental Services - Waste Management - Recycling,Compostable Liners (Caddy Liners) - Rochdale,Call Off (External), Contract,15/07/2020,15/07/2023,-,"£148,096.00","£732,230.00",Cromwell Polythene Ltd,2230104,LS25 6RE,-,"Rochdale Borough Council, RBC - Neighbourhoods"
8713,Rochdale Borough Council,Completed,270000 - Information Communication Technology,"Cognitive RPA, Intelligent Automation & AI Cloud Platform and Virtual Workforce as a Service",Call Off (External), Call-off Contract,30/11/2020,29/10/2023,-,"£57,600.00","£363,825.00",CodeBase8 Limited,2696599,EC3R 7AA,-,"Rochdale Borough Council, RBC - Resources"
8724,Rochdale Borough Council,Completed,150000 - Consultancy,Cost Manager RDA Town Hall,Exemption, Contract,01/08/2020,30/09/2023,-,"£3,206,100.00","£96,184.00",Frank Whittle Partnership Limited,9902341,PR1 3NA,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
8743,Rochdale Borough Council,Completed,150000 - Consultancy,Design Engineer Construct Sponsorship COYO,Exemption, Contract,01/11/2020,30/09/2023,-,"£6,000.00","£18,000.00",Class Of Your Own Limted,6894743,BB7 9EH,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
8982,Rochdale Borough Council,Completed,171040 - Education - Educational Placements,Senior School Leader Apprenticeship,Exemption, Contract,01/11/2021,01/11/2023,-,"£140,000.00","£140,000.00",The Best Practice Network,-,BS1 1LT,-,"STAR, RBC - Children's Services"
11941,Rochdale Borough Council,Completed,"181000 - Works - Construction, Repair & Maintenance - Buildings - Demolition & Asbestos Removal",Disposal of the apartments at Upperbanks,Call Off (External), Contract,01/09/2022,31/08/2023,31/08/2023,"£290,000.00","£290,000.00",CBRE Limited,-,M2 3DE,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10315,Rochdale Borough Council,Completed,321100 - Social Community Care Supplies & Services - Children,Independent Travel Training,RBS - Med/High - Advanced (Open), Contract,01/09/2021,31/07/2023,-,"£65,000.00","£168,000.00",Pure Innovations Limited,-,SK7 5DA,-,"STAR, RBC - Children's Services"
10881,Rochdale Borough Council,Completed,321000 - Social Community Care Supplies & Services - Adult,10 Block General Nursing Beds,Modification, Contract,01/09/2022,30/09/2023,-,"£570,000.00","£570,000.00",Springfield Park Nursing Home,-,DY1 1UB,-,"Rochdale Borough Council, RBC - Adult Services"
14098,Rochdale Borough Council,Completed,261300 - Human Resources - Recruitment & Assessment,Agency Technical Officer,RBS - Low - Quick Quote, Contract,22/03/2023,21/10/2023,-,"£25,000.00","£25,000.00",G2 Recruitment,-,M2 4EW,-,"Rochdale Borough Council, RBC - Adult Services"
10909,Rochdale Borough Council,Completed,151510 - Healthcare - Public Health,Behaviour Change Programme services,RBS - Low/Med - Simple (RFQ), No Contract,03/01/2023,31/07/2023,31/07/2023,"£80,000.00","£80,000.00",behavioural insights team,8567792,SW1H 9NP,-,"STAR, RBC - Public Health"
11984,Rochdale Borough Council,Completed,152200 - Consultancy - Technical & Feasibility,Streets for All Middleton,Call Off (External), Call-off Contract,17/04/2023,03/07/2023,-,"£63,013.00","£63,013.00",Ove Arup & Partners Ltd T/A Arup,-,M1 3BN,-,STAR
9922,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Fire Alarm Installation at Alkrington Primary School,RBS - Low - Quick Quote, Contract,24/07/2023,01/09/2023,-,"£34,298.00","£34,298.00",Click 24,-,OL16 3ND,-,RBC - Neighbourhoods
6527,Rochdale Borough Council,Completed,201400 - Financial Services - Council Tax & Business Rates,Rochdale and Stockport EA and Debt Recovery Services,Call Off (External), Call-off Contract,01/11/2019,31/10/2023,-,"£417,500.00","£1,670,000.00",Jacobs Enforcement,-,CH41 4PE,-,"Rochdale Borough Council, RBC - Economy"
11160,Rochdale Borough Council,Completed,271200 - Information Communication Technology - Hardware,EA21 – Laptop Procurement,Call Off (External), Contract,10/12/2021,09/12/2023,09/12/2023,"£286,816.00","£573,633.00",XMA Ltd,-,HX3 6AQ,-,"STAR, RBC - Resources"
9859,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Hollingworth Lake Reconfiguration of Hollingworth fold cottage and  Replace existing Klargester,RBS - Low/Med - Simple (RFQ), Contract,01/05/2023,31/07/2023,-,"£180,307.30","£110,000.00",B&E Boys Ltd,-,x,-,RBC - Neighbourhoods
9876,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Replacement of external windows at Globe House Rochdale,RBS - Low/Med - Simple (RFQ), Contract,17/07/2023,25/08/2023,-,"£166,402.73","£205,095.00",H Bell and Sons (Rochdale) Ltd,-,OL12 0HA,-,RBC - Economy
14118,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Upperbank Mobilisation,Exemption, Contract,14/04/2023,31/08/2023,-,"£58,064.00","£58,064.00",Livingway,-,M4 6WX,-,RBC - Neighbourhoods
14134,Rochdale Borough Council,Completed,150000 - Consultancy,Atom Valley SOBC,Call Off (External), Call-off Contract,07/05/2023,31/08/2023,-,"£27,625.00","£27,625.00",Cushman & Wakefield,-,EC2N 1AR,-,"Rochdale Borough Council, RBC - Neighbourhoods"
14150,Rochdale Borough Council,Completed,"260000 - Human Resources, 261400 - Human Resources - Temporary & Agency Staff",Agency Tech Officer,RBS - Low - Quick Quote, Contract,05/06/2023,05/10/2023,-,"£25,000.00","£25,000.00",Vivid Resourcing Limited,-,M2 1EW,-,"Rochdale Borough Council, RBC - Adult Services"
9833,Rochdale Borough Council,Completed,330000 - Sports & Playground Equipment & Maintenance,South Street Play Area Development,RBS - Low/Med - Simple (RFQ), Contract,03/07/2023,03/10/2023,-, - ,"£114,871.00",Massey & Harris (Eng) Ltd,-,SK3 0BD,-,"STAR, RBC - Neighbourhoods"
9923,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Ashfield Valley Primary Hot & Cold Pipework Replacement,RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£211,340.00","£211,340.00",WH Good Ltd,-,BB4 5JT,-,RBC - Neighbourhoods
9663,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Structural Repairs to Main Entrance at Spotland Primary School, Rochdale.",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£42,867.00","£42,867.00",Thomas Kershaw Builders Ltd,-,OL15 9EW,-,RBC - Children's Services
9933,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Installation of Perimeter Fencing at Newhey Community Primary School, Newhey, Rochdale.",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£41,625.00","£41,625.00",Groundwork Landscapes Limited,1339901,BL8 4NR,-,RBC - Children's Services
14140,Rochdale Borough Council,Completed,150000 - Consultancy,Academic Enrichment Support in AMPI,Call Off (External), Call-off Contract,22/05/2023,30/09/2023,-,"£20,000.00","£20,000.00",Pembroke College,-,OX1 1DW,-,RBC - Economy
14153,Rochdale Borough Council,Completed,150000 - Consultancy,Rochdale Station Square - Landscape Architect,Call Off (External), Call-off Contract,12/06/2023,15/10/2023,-,"£71,300.00","£71,300.00",Arcadis (UK) Limited,-,", M1 3BN",-,RBC - Economy
9900,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Replacement Kitchen Ceiling and Associated Works at Crossgates Primary School, Milnrow",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£52,409.00","£52,409.00",ABM (Lancashire) Ltd,-,x,-,RBC - Children's Services
9924,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Boiler Replacement Works at Hopwood CP School Hopwood C P School Magdala Street, Heywood, OL10 2HN",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£104,996.00","£104,996.00",J C Mills & Son Ltd,5058262,OL16 4RP,-,RBC - Neighbourhoods
9925,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Water Treatment Plant (Phase 1) at Heywood Cemetery.,RBS - Low/Med - Simple (RFQ), Contract,10/07/2023,29/09/2023,-,"£82,492.87","£82,498.87",Marchbridge Builders Ltd,-,BB5 3PX,-,RBC - Neighbourhoods
9930,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Boiler Replacement of 4nr Boilers Works at Little Heaton CE Primary School Boardman Lane, Rhodes, Middleton, M24 4PU",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£113,119.65","£113,119.60",Seddon Construction,3578140,BL4 0NN,-,RBC - Neighbourhoods
9931,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Phase 3 Roofing Work at Belfield Community School, Samson Street, Rochdale OL16 2XW",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,01/09/2023,-,"£151,701.77","£151,701.80",DVC Roofing & Building Ltd,-,BL9 8RE,-,RBC - Neighbourhoods
9932,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Toilet Refurbishments at Hopwood Community Primary School, Samson Street, Rochdale OL16 2XW",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,01/09/2023,-,"£32,437.70","£32,437.70",ABM (Lancashire) Ltd,-,x,-,RBC - Neighbourhoods
9915,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Replacement Windows at TOPS, Heywood, Rochdale.",RBS - Low/Med - Simple (RFQ), Contract,04/09/2023,13/10/2023,-,"£420,950.00","£420,950.00",H.H. Smith & Sons Co Ltd,-,M45 7AY,-,RBC - Neighbourhoods
9934,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Stansfield Hall Boiler Replacement Works,RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£106,574.84","£106,574.80",J C Mills & Son Ltd,5058262,OL16 4RP,-,RBC - Neighbourhoods
9935,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Replacement of 2 boilers at Redwood CLC Special School Hudsons Walk, Rochdale OL11 5EW",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,25/08/2023,-,"£65,313.00","£65,313.00",WH Good Ltd,-,BB4 5JT,-,RBC - Neighbourhoods
9951,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Remedial Work to Pitched Roof at Heap Bridge Village Primary School, Bury.",RBS - Low/Med - Simple (RFQ), Contract,20/07/2023,25/08/2023,-,"£113,868.00","£113,868.00",Thomas Kershaw Builders Ltd,-,OL15 9EW,-,RBC - Children's Services
14172,Rochdale Borough Council,Completed,150000 - Consultancy,Provision of a Monitoring Officer ,Exemption, Contract,19/07/2023,31/10/2023,31/10/2023,"£36,000.00","£36,000.00",Verephi Ltd,-,BB11 4JL,-,Rochdale Borough Council
9941,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Replacement of Fascias & Toilet Refurbishments at Heybrook Primary School, Park Road, Rochdale OL11 9BJ",RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,01/09/2023,-,"£89,760.00","£89,760.00",F.S. Moult & Son,-,OL11 3HB,-,RBC - Neighbourhoods
15015,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Fire Alarm Installation at All Souls Primary School, Rochdale",RBS - Low - Quick Quote, Contract,24/07/2023,18/08/2023,-,"£23,883.13","£23,883.13",Glo Sustainability Solutions,-,BL6 7AF,-,RBC - Neighbourhoods
9938,Rochdale Borough Council,Completed,189999 - Environmental Services - Not Elsewhere Classified,Landscaping Works Heywood Cemetery,Call Off (External), Call-off Contract,01/05/2023,31/07/2023,-, - ,"£20,000.00",Groundwork Landscapes Limited,1339901,BL8 4NR,-,"Rochdale Borough Council, RBC - Neighbourhoods"
12011,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Design and installation of solar panels and associated works to 4Nr school buildings on behalf of Rochdale Borough Council ,Call Off (External), Contract,17/07/2023,31/08/2023,-,"£532,736.00","£532,736.00",Jackson Jackson and Sons Ltd,-,x,-,RBC - Neighbourhoods
9831,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Rochdale Leisure Centre Male & Female Wet Change Areas & Thermal Suite,RBS - Low/Med - Simple (RFQ), Contract,24/07/2023,01/09/2023,-,"£56,880.45","£56,880.45",F.S. Moult & Son,-,OL11 3HB,-,RBC - Neighbourhoods
9983,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","nstallation of Perimeter Fencing at Bowlee Community Primary School, Rochdale",RBS - Low/Med - Simple (RFQ), Contract,20/09/2023,06/10/2023,-,"£48,339.00","£48,339.00",Landscape Engineering,-,BB12 8ED,-,RBC - Children's Services
12001,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","External Lighting at Green Lane Depot, Green Lane, Heywood, Rochdale OL10 2DY",RBS - Low/Med - Simple (RFQ), Contract,11/09/2023,13/10/2023,-,"£90,703.00","£90,703.00",Thomas Kershaw Builders Ltd,-,OL15 9EW,-,RBC - Neighbourhoods
15020,Rochdale Borough Council,Completed,191300 - Facilities & Management Services - Energy Efficiency,Energy Performance Certificates (EPCs) for a Portfolio of Council Owned Buildings,RBS - Low - Quick Quote, Contract,31/07/2023,29/09/2023,-,"£14,000.00","£14,000.00",EPC National,-,OL10 2QQ,-,RBC - Economy
15023,Rochdale Borough Council,Completed,210000 - Furniture & Soft Furnishings,No2 Smith Street F&F,RBS - Low - Quick Quote, Contract,26/07/2023,13/10/2023,-,"£22,745.00","£22,745.00",Penkeths Limited,-,CH62 3QL,-,RBC - Neighbourhoods
15024,Rochdale Borough Council,Completed,210000 - Furniture & Soft Furnishings,No2 Smith Street F&F Greshams,RBS - Low - Quick Quote, Contract,27/07/2023,31/10/2023,-,"£22,585.56","£22,585.56",Greshams Office Furniture,-,BL6 4SA,-,RBC - Neighbourhoods
15025,Rochdale Borough Council,Completed,210000 - Furniture & Soft Furnishings,No2 Smith Street F&F - Hunts,RBS - Low - Quick Quote, Contract,27/07/2023,31/10/2023,-,"£23,189.78","£23,189.78",Hunts Office and Interiors Ltd,-,HP11 2QQ,-,RBC - Neighbourhoods
12025,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Jumbo Community Centre Roof Replacement and Associated Works ,RBS - Low/Med - Simple (RFQ), Contract,25/10/2023,01/12/2023,-,"£132,593.00","£132,593.00",Thomas Kershaw Builders Ltd,-,OL15 9EW,-,RBC - Neighbourhoods
12008,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Retaining Wall Repairs at Hollingworth Lake, Littleborough, Rochdale",RBS - Low/Med - Simple (RFQ), Contract,01/10/2023,01/11/2023,-,"£73,272.38","£73,272.38",Groundwork Landscapes Limited,1339901,BL8 4NR,-,RBC - Neighbourhoods
12019,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance","Boundary Wall Repairs to St Chads Gardens/Buriel Ground, Sparrow Hill, Rochdale OL16 1QT",RBS - Low/Med - Simple (RFQ), Contract,23/10/2023,15/12/2023,-,"£68,433.77","£68,433.77",H Bell and Sons (Rochdale) Ltd,-,OL12 0HA,-,RBC - Neighbourhoods
12029,Rochdale Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Deeplish Children’s Centre Replacement of boundary fence/retaining wall,RBS - Low/Med - Simple (RFQ), Contract,02/10/2023,27/10/2023,-,"£30,905.00","£30,905.00",NB Worx Limited,-,OL15 8HN,-,RBC - Neighbourhoods
12020,Rochdale Borough Council,Completed,389999 - Vehicle Management - Not Elsewhere Classified,Purchase of 4 x Renault Zoe vans and conversion of 4 x eNV200 tippers,Call Off (External), Call-off Contract,22/08/2023,20/10/2023,-, n/a ,"£120,000.00",Vic Young (South Shields),2270866,NE34 9QE,-,"Rochdale Borough Council, RBC - Neighbourhoods"
