"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"OD601","N/D","SCS1","Deputy Director of Professional Services and Digital Estates","Estates and Support Services' role is to provide HMRC with an estate that meets the future needs of the business. That includes the provision of a safe and secure environment, with affordable services that help support the delivery of business object","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD597","622775","1.00","N/A","N/A","","Other","South East","nan","1"
"OD602","N/D","SCS1","Deputy Director Property Data","Estates and Support Services' role is to provide HMRC with an estate that meets the future needs of the business. That includes the provision of a safe and secure environment, with affordable services that help support the delivery of business object","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD597","1688382","1.00","N/A","N/A","","Other","Northern Ireland","nan","1"
"OD603","N/D","SCS1","Deputy Director, IT Delivery, Making Tax Digital","CDIO Corporates Customer Strategy & Tax Design Group is responsible for designing and delivering a the tax and customs system, ensuring that it brings in revenue for public services and makes it easier for customers to get it right.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","1121270","1.00","N/A","N/A","","Project Delivery Profession","North East","nan","1"
"OD604","Eliminated","SCS1","Deputy Director Transformation Portfolio Management","Transformation Portfolio Management","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","N/A","contactUs@hmrc.gov.uk","OD151","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD605","MARK WILSON","SCS2","Director of Sols Legal Operations and Business Transformation Directorate","Solicitor's Office provides legal services to the whole of HMRC. This includes the conduct of tribunal and civil litigation, the provision of legal advice to the Board; work on new legislation, draft statutory instruments and other legal documents.","HM Revenue and Customs","HM Revenue and Customs","Legal","0300 200 3300","contactUs@hmrc.gov.uk","OD110","5362393","1.00","105000","109999","","Government Legal Profession","London","nan","1"
"OD606","LUCY PINK","SCS2","Director HMRC Strategies","HMRC Strategies lead on setting the long-term direction of HMRC, through defining and articulating the HMRC enterprise level strategy. Contained within this work is a core set of strategy products all of which support the Department's Vision, Purpose","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD109","0","1.00","105000","109999","","Policy Profession","London","Reporting Costs included in OD109 |","1"
"OD608","N/D","SCS1","DD Corporate Services Transformation Programme","The whole purpose of Corporate Services Transformation is to simplify, join up and improve systems and processes which people use on a day-to-day basis to complete everyday tasks, whether they are a manager or team member.","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD920","0","1.00","N/A","N/A","","Other","London","nan","1"
"OD611","N/D","SCS1","DD Business Tax","Business, Tax and Customs (BT&C) provides customer services across a wide range of business and specialist taxes, including VAT, Corporation Tax, Inheritance Tax, Excise, Trusts and Pensions.","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD103","47586645","1.00","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"OD613","N/D","SCS1","MTDB Portfolio Lead","HMRC's ambition is to become one of the most digitally advanced tax administrations in the world and Making Tax Digital is making fundamental changes to the way the tax system works - transforming tax administration so that it is more effective, more","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","0300 200 3300","contactUs@hmrc.gov.uk","OD151","2114879","1.00","N/A","N/A","","Project Delivery Profession","North West","nan","1"
"OD614","N/D","SCS1","Finance Director - Borders and Trade","The role of the Finance Directorate is to deliver an affordable and sustainable cost base providing value for money for the taxpayer by, improving financial management across HMRC, instilling cost consciousness throughout the department and ensuring","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD781","3387240","1.00","N/A","N/A","","Government Finance Profession","London","nan","1"
"OD618","ALEXANDER PIENAAR","SCS2","Director of Customs Policy and Strategy","Customs & Border Design are the policy making unit responsible for HMRC departmental policy linked to EU Transition.","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD781","1352837","1.00","95000","99999","","Policy Profession","London","nan","1"
"OD620","N/D","SCS1","Head of Function - Risk Identification, Innovation & Infrastructure","HMRC's Large Business (LB) directorate handles the tax compliance of the UK's 2,000 largest and most complex businesses.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD185","2168188","1.00","N/A","N/A","","Other","London","nan","1"
"OD624","N/D","SCS1","Deputy Director Customer Communication Services","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD931","5320557","1.00","N/A","N/A","","Operational Delivery Profession","Scotland","nan","1"
"OD627","N/D","SCS1","Head of CS&TD Communications","HMRC Communications has an essential role to play in getting tax right for everyone. Our work supports HMRC's customers, engages our 60,000-strong workforce and tackles the minority who cheat the tax system. We're one of the biggest and best communic","HM Revenue and Customs","HM Revenue and Customs","HMRC Communications","0300 200 3300","contactUs@hmrc.gov.uk","OD259","731733","1.00","N/A","N/A","","Government Communication Service","South East","nan","1"
"OD628","N/D","SCS1","Deputy Director Parcels Passengers Cash and Safety & Security","Customs Policy & Strategy are the policy making unit responsible for HMRC departmental policy linked to EU Transition.","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD618","910497","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD629","N/D","SCS1","Head of Enterprise Architecture","Strategy, Design, Architecture & Innovation deliver critical platforms for HMRC - including an API Platform, Authentication Services, Mobile App, and an Automation Platform. They are responsible for delivering a high-level strategy for enterprise lev","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD509","4537734","1.00","N/A","N/A","","Project Delivery Profession","London","nan","1"
"OD630","N/D","SCS1","Head of Networks & Communications","CDIO Enterprise Platform Services - Run are responsible for the delivery of IT application services across HMRC and the day-to-day business critical application services to ensure optimal availability of the HMRC application platforms to the business","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD582","1642901","1.00","N/A","N/A","","Digital, Data and Technology Professions","North East","nan","1"
"OD631","Vacant","SCS1","Deputy Director, CDIO Customs, Borders & International PMO","CDIO Enterprise Platform Services - Run are responsible for the delivery of IT application services across HMRC and the day-to-day business critical application services to ensure optimal availability of the HMRC application platforms to the business","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","N/A","contactUs@hmrc.gov.uk","OD508","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD632","N/D","SCS1","Head of Business Services","CDIO Customer Compliance & Sols Group is responsible for understanding the business needs, and delivering end-to-end service out to business customers, creating intelligent consumers of IT and enhancing the quality of the business outcomes across CDI","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD509","0","1.00","N/A","N/A","","Other","London","nan","1"
"OD633","AYDIN SHEIBANI","SCS2","Chief Data Officer","CDIO Chief Data Office is responsible for defining and maintaining the departmental Data strategy for HMRC, as well as maintaining the HMRC Data Model and Standards for HMRC. CDIO CDO is responsible for setting the standards to which all data in HMRC","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD107","606497","1.00","150000","154999","","Other","London","nan","1"
"OD635T","N/D","SCS1","Deputy Director - COVID-19 Response Programme, HMRC Transformation Group","Solicitor's Office provides legal services to the whole of HMRC. This includes the conduct of tribunal and civil litigation, the provision of legal advice to the Board; work on new legislation, draft statutory instruments and other legal documents.","HM Revenue and Customs","HM Revenue and Customs","Legal","0300 200 3300","contactUs@hmrc.gov.uk","OD605","941711","1.00","N/A","N/A","","Policy Profession","North West","nan","1"
"OD637","N/D","SCS1","DD, Head of Continuous Improvement & Service Excellence","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD644","3143899","1.00","N/A","N/A","","Operational Delivery Profession","Yorkshire and The Humber","nan","1"
"OD639","N/D","SCS1","C& E Services Deputy Delivery Director","CDIO Enterprise Platform Services - Run are responsible for the delivery of IT application services across HMRC and the day-to-day business critical application services to ensure optimal availability of the HMRC application platforms to the business","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD515","3131622","1.00","N/A","N/A","","Project Delivery Profession","North East","nan","1"
"OD640","N/D","SCS1","CDS Programme Manager","CDIO's EU Exit programme within CDIO supports HMRC's programmes of work relating to the UK leaving the EU.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD515","3068962","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","nan","1"
"OD641","N/D","SCS1","Head of Business Services","CDIO Customer Service Group is responsible for the end-to-end customer journey across all contact platforms, utilising technology, and analytics to define contact strategy to provide a seamless customer experience at a personalised level.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","3818911","1.00","N/A","N/A","","Digital, Data and Technology Professions","Yorkshire and The Humber","nan","1"
"OD642","Vacant","SCS1","Head of Collaboration & Capability","CDIO Chief Operating Office are responsible for driving performance, consistency and good governance of business operations across CDIO by holding the leadership teams to account and removing impediments to allow them to perform.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","N/A","contactUs@hmrc.gov.uk","OD507","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD643","N/D","SCS1","Finance Director, CFO Group","CFO Finance is responsible for funding, business planning, performance, and risk management for CFO Group. The team also provides CFO directors, senior management teams and budget managers with professional, evidence-based, decision-making support, c","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD937","3688547","1.00","N/A","N/A","","Government Finance Profession","London","nan","1"
"OD644","MICHAEL BEDDINGTON","SCS2","Director Operational Excellence - Strategy & Change","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD103","1022091","1.00","105000","109999","","Operational Delivery Profession","West Midlands","Jobshare","1"
"OD644","RICHARD FORSTER","SCS2","Director Operational Excellence - Strategy & Change","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD103","1022091","0.60","130000","134999","","Operational Delivery Profession","West Midlands","Jobshare","1"
"OD645","N/D","SCS1","Head of Enterprise Integration Services","Enterprise Platform Services - Change are responsible for enabling and supporting the pervasive and innovative use of data in HMRC. They are accountable for providing a wide range of cloud products and improving the resilience of HMRC's estate.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD582","5671775","1.00","N/A","N/A","","Other","London","nan","1"
"OD647","N/D","SCS1","Deputy Director - Business Delivery","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD931","8641779","1.00","N/A","N/A","","Government Tax Profession","London","nan","1"
"OD655","N/D","SCS1","Deputy Director - Customs Compliance Audit and Law","Customs Policy & Startegy ee the policy making unit responsible for HMRC departmental policy linked to EU Exit","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD618","2902789","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD657","Vacant","SCS1","Deputy Director, Internal Digital Programme, Digital Services","Technology Sourcing Programme is a multiyear Programme to transform how HMRC deliver IT and works with suppliers so that we can collaborate as a single team, create value for money and offer our customers the latest technology.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","N/A","contactUs@hmrc.gov.uk","OD107","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD658","N/D","SCS1","Head of Director Innovation","Strategy, Design, Architecture & Innovation deliver critical platforms for HMRC - including an API Platform, Authentication Services, Mobile App, and an Automation Platform. They are responsible for delivering a high-level strategy for enterprise lev","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD509","1836289","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","nan","1"
"OD659","N/D","SCS1","Head of Business Services","CDIO Customer Service Group is responsible for the end-to-end customer journey across all contact platforms, utilising technology, and analytics to define contact strategy to provide a seamless customer experience at a personalised level.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","6030736","1.00","N/A","N/A","","Project Delivery Profession","South East","nan","1"
"OD660","N/D","SCS1","Deputy Director Culture and Engagement","Cyber Security & Information Risks (CSIR) support HMRC business objectives with appropriate risk mitigation. CSIR is responsible for ensuring everyone has the skills and capabilities to fulfil this role and developing our capability to detect, preven","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD420","4385858","1.00","N/A","N/A","","Internal Audit Profession","Yorkshire and The Humber","nan","1"
"OD661","N/D","SCS1","Deputy Director Sols Transformation & Governance","Solicitor's Office provides legal services to the whole of HMRC. This includes the conduct of tribunal and civil litigation, the provision of legal advice to the Board; work on new legislation, draft statutory instruments and other legal documents.","HM Revenue and Customs","HM Revenue and Customs","Legal","0300 200 3300","contactUs@hmrc.gov.uk","OD605","2606125","1.00","N/A","N/A","","Other","London","nan","1"
"OD662","N/D","SCS1","DD Data Protection Officer (DPO)","CDIO Chief Data Office is responsible for defining and maintaining the departmental Data strategy for HMRC, as well as maintaining the HMRC Data Model and Standards for HMRC. CDIO CDO is responsible for setting the standards to which all data in HMRC","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD633","2764478","1.00","N/A","N/A","","Internal Audit Profession","London","nan","1"
"OD665","N/D","SCS1","Deputy Director of VAT Infrastructure and SDIL (Soft Drinks Industry Levy)","Indirect Tax has a vital role in securing revenue, facilitating trade, and preparing to exit the European Union. We deliver the government's fiscal and policy objectives, working proactively with HM Treasury to design and implement changes. We tackle","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD722","2495070","1.00","N/A","N/A","","Policy Profession","North West","nan","1"
"OD666","N/D","SCS1","HR Director Customer Compliance Group","As HMRC's Chief People Officer Group, our aim is to ensure we support all our people to be at their best at work. Led by insight, driven by our organisation's values and focused on outcomes, we work with colleagues to create a great experience for ev","HM Revenue and Customs","HM Revenue and Customs","Chief People Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD990T","1493127","0.95","N/A","N/A","","Human Resources Profession","London","nan","1"
"OD667","N/D","SCS1","Deputy Director, Internal Audit","Internal Audit provides independent and objective assurance to the Chief Executive to ensure that the Department's risk management, governance and internal control processes are operating effectively and efficiently.","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD256","2617811","1.00","N/A","N/A","","Internal Audit Profession","East Midlands","nan","1"
"OD670","Eliminated","SCS1","Deputy Director UK Transition Policy & Strategy","Compliance Operations Directorate is a Directorate within CCG and supersedes Covid, Customer Experience, Professionalism and EU/UK Transition.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","N/A","contactUs@hmrc.gov.uk","OD942T","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD671","N/D","SCS1","Deputy Director Resource Planning and Demand Analysis","Finance, Planning and Performance are at the heart of great decisions, improving Customer Services. We are structured around 4 areas providing expert services to enable good decision making across Customer Services Group. This includes business plann","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD555","2243246","1.00","N/A","N/A","","Operational Delivery Profession","East Midlands","nan","1"
"OD673","N/D","SCS1","Head of Cyber Security Technical Services","Cyber Security & Information Risks (CSIR) support HMRC business objectives with appropriate risk mitigation. CSIR is responsible for ensuring everyone has the skills and capabilities to fulfil this role and developing our capability to detect, preven","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD420","1859115","1.00","N/A","N/A","","Other","Wales","nan","1"
"OD674","N/D","SCS1","DD Projects, Planning and Delivery","Estates and Support Services' role is to provide HMRC with an estate that meets the future needs of the business. That includes the provision of a safe and secure environment, with affordable services that help support the delivery of business object","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD597","0","0.57","N/A","N/A","","Project Delivery Profession","North West","nan","1"
"OD675","N/D","SCS1","Deputy Director Unity Business Services Operations","As HMRC's Chief People Officer Group, our aim is to ensure we support all our people to be at their best at work. Led by insight, driven by our organisation's values and focused on outcomes, we work with colleagues to create a great experience for ev","HM Revenue and Customs","HM Revenue and Customs","Chief Finance Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD1017T","14229556","1.00","N/A","N/A","","Human Resources Profession","London","nan","1"
"OD677","N/D","SCS1","Deputy Director, IT Delivery Head of PMO","CDIO Enterprise Platform Services - Run are responsible for the delivery of IT application services across HMRC and the day-to-day business critical application services to ensure optimal availability of the HMRC application platforms to the business","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD515","2941807","1.00","N/A","N/A","","Project Delivery Profession","North West","nan","1"
"OD678","N/D","SCS1","CDS Migration and onboarding","GB delivery directorate delivers the changes needed to customs processes and systems, ensuring that ports are ready, and infrastructure is in place to enable goods to move between GB and EU; and importantly that all the actors in the chain are prepar","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD565","2631456","1.00","N/A","N/A","","Project Delivery Profession","North East","nan","1"
"OD679","N/D","SCS1","Deputy Director Ministerial and Cross-Government Hub","SPC&I plays a central role for the Group and wider HMRC. The Directorate includes group planning and performance, ministerial hub, strategic customer management, guidance and assurance functions, and programme portfolio oversight. The Directorate als","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD947","2320447","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD685T","Eliminated","SCS1","Blank","Business, Tax and Customs (BT&C) provides customer services across a wide range of business and specialist taxes, including VAT, Corporation Tax, Inheritance Tax, Excise, Trusts and Pensions.","HM Revenue and Customs","HM Revenue and Customs","Customer Services","N/A","contactUs@hmrc.gov.uk","OD523","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD688","N/D","SCS1","Head of Enterprise Cloud Services","Enterprise Platform Services - Change are responsible for enabling and supporting the pervasive and innovative use of data in HMRC. They are accountable for providing a wide range of cloud products and improving the resilience of HMRC's estate.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD582","3195465","1.00","N/A","N/A","","Digital, Data and Technology Professions","North East","nan","1"
"OD690","N/D","SCS1","Deputy Director Future Strategies & Innovation","We will develop HMRC's innovation capability and oversee, prioritise, and enable high value activity, drawing on HMG and external experience and best practice and driving proofs of concept to support scale-up and strategic investment decisions. We wi","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD606","837303","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD692","N/D","SCS1","Head of Strategy & Solutions & Architecture","Strategy, Design, Architecture & Innovation deliver critical platforms for HMRC - including an API Platform, Authentication Services, Mobile App, and an Automation Platform. They are responsible for delivering a high-level strategy for enterprise lev","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD509","1613355","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","nan","1"
"OD694","Vacant","SCS1","Chief Information Officer (CIO): Customer Compliance Group & Solicitors","CDIO Customer Compliance & Sols Group is responsible for understanding the business needs, and delivering end-to-end service out to business customers, creating intelligent consumers of IT and enhancing the quality of the business outcomes across CDI","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","N/A","contactUs@hmrc.gov.uk","OD987","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD695","SARAH TRICKETT","SCS2","Head of Response and Analytic IT Services & Product","Head of Response and Analytic IT Services & Product","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","7851926","1.00","95000","99999","","Digital, Data and Technology Professions","West Midlands","nan","1"
"OD696","N/D","SCS1","Valuation Office Agency Programme Director","CDIO VOA Customer Group is responsible for supporting the VOA's existing technology and helping it to deliver new technical services for both our external customers and internal colleagues.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","0","1.00","N/A","N/A","","Project Delivery Profession","North West","nan","1"
"OD698","Eliminated","SCS1","Deputy Director, NI Delivery","Lead for the Inland Border Facilities","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","N/A","contactUs@hmrc.gov.uk","OD770","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD700","N/D","SCS1","Deputy Director Strategic Communications","HMRC Communications has an essential role to play in getting tax right for everyone. Our work supports HMRC's customers, engages our 60,000-strong workforce and tackles the minority who cheat the tax system. We're one of the biggest and best communic","HM Revenue and Customs","HM Revenue and Customs","HMRC Communications","0300 200 3300","contactUs@hmrc.gov.uk","OD259","2446525","1.00","N/A","N/A","","Government Communication Service","North West","nan","1"
"OD702","Eliminated","SCS1","HMRC Porfolio Intergration","HMRC's ambition is to become one of the most digitally advanced tax administrations in the world and Making Tax Digital is making fundamental changes to the way the tax system works - transforming tax administration so that it is more effective, more","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","N/A","contactUs@hmrc.gov.uk","OD507","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD703","N/D","SCS1","Deputy Director, Head of Service Management, Complaints and Quality","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD931","12278172","1.00","N/A","N/A","","Operational Delivery Profession","Scotland","nan","1"
"OD705","STEWART HAMILTON","SCS2","Director of Business Architecture","The Business Architecture team oversee and assess the high-level designs of all Spending Review proposed changes, identifying gaps or duplication. We maintain a helicopter view of the major design elements, providing the design bridge between Strateg","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD109","2397119","1.00","95000","99999","","Digital, Data and Technology Professions","North East","nan","1"
"OD709","N/D","SCS1","Deputy Finance Director, CDIO","CDIO Finance is responsible for the management and running costs across CDIO, they are responsible for the delivery of CDIO's efficiency savings. CDIO Finance are accountable for the management and control of financials for future projects.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD977","1205660","1.00","N/A","N/A","","Other","North West","nan","1"
"OD714","N/D","SCS1","Customer Strategy & Tax Design","The Business Architecture team oversee and assess the high-level designs of all Spending Review proposed changes, identifying gaps or duplication. We maintain a helicopter view of the major design elements, providing the design bridge between Strateg","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD705","0","1.00","N/A","N/A","","Other","West Midlands","Reporting Costs included in OD705 |","1"
"OD718","N/D","SCS1","Deputy Director Strategic Planning and Insight","Gathering evidence, analysing generate strategic insight to inform senior decisions about which compliance risks we prioritise, our compliance strategies and our budget and investment pipelines. Also generating operational insight about the impact of","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD721","2005004","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD719","N/D","SCS1","Deputy Director Head of Trade Statistics & Customs Analytics","Trade Statistics & Customs Analysis (TSCA) provides quality, timely data, statistics, and analysis on trade in goods and customs for the UK that influence and support decisions in driving economic growth and facilitating trade.","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD769","5323824","1.00","N/A","N/A","","Government Statistical Service Profession","London","nan","1"
"OD720","Eliminated","SCS1","Deputy Director Readiness","PD&I provides a central Programme Management capability across B&T with an immediate priority to focus on achieving the right outcomes for the next phase of UK Transition.","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","N/A","contactUs@hmrc.gov.uk","OD769","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD721","CHRISTOPHER SOUTHWORTH","SCS2","Director Compliance Strategy Delivery","The Directorate brings together work on Strategic Design and Investment (SD&I) and Strategic Planning and Insight (SP&I) to combine well-defined, action-oriented strategy with detailed understanding of risk to drive systemic action to address non-com","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD106","728715","1.00","105000","109999","","Policy Profession","London","nan","1"
"OD722","RACHEL NIXON","SCS2","Director Indirect Tax","Indirect Tax has a vital role in securing revenue, facilitating trade, and preparing to exit the European Union. We deliver the government's fiscal and policy objectives, working proactively with HM Treasury to design and implement changes. We tackle","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD109","897372","1.00","105000","109999","","Policy Profession","London","nan","1"
"OD725","N/D","SCS1","DD Counter Avoidance Operations Delivery 3","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD514","16494449","1.00","N/A","N/A","","Government Tax Profession","North West","nan","1"
"OD726","Eliminated","SCS1","Deputy Director Head of NI Delivery PMO","PD&I provides a central Programme Management capability across B&T with an immediate priority to focus on achieving the right outcomes for the next phase of UK Transition.","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","N/A","contactUs@hmrc.gov.uk","OD770","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD729","N/D","SCS1","DD Customer Technical & Product Ownersip","Customs Policy & Startegy are the policy making unit responsible for HMRC departmental policy linked to EU Transition","HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","0300 200 3300","contactUs@hmrc.gov.uk","OD618","4140623","1.00","N/A","N/A","","Policy Profession","London","nan","1"
