"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"DFE-2022","N/D","SCS1","Deputy Director","Deputy Director in the office of the East Midlands and Humber Regional Schools Commissioner (RSC), supporting the RSC to deliver the academies and free schools programme  and the school improvement and teacher workforce offer across the region.  Includes: taking action with trusts which have academies and free schools which are underperforming; deciding on applications from local-authority maintained schools to convert to academy status; encouraging and deciding on applications from sponsors to operate in the region; delivering new free schools; deciding on applications to make significant changes to academies and free schools and; delivering the school improvement and teacher workforce offer to eligible schools","Department for Education","Department for Education","Regions Group: East Midlands","0370 000 2288","N/D","DFE-2144","1110634","0.86","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2083","Jonathan Duff","SCS2","Director","RSC East of England and NE London","Department for Education","Department for Education","Regions Group: East of England","0370 000 2288","N/D","DFE-2302","2626431","1.00","95000","99999","","Other","London","nan","1"
"DFE-2275","Claire Burton","SCS2","Director","Regional Schools Commissioner for the South East and South London responsible for tackling educational underperformance and inadequate governance in open academies; approving new academy provision; managing the regional sponsor market for academies; and providing advice and taking decisions in relation to free schools, UTCs and studio schools.","Department for Education","Department for Education","Regions Group: London","0370 000 2288","N/D","DFE-2302","166593","0.91","90000","94999","","Other","London","nan","1"
"DFE-2204","N/D","SCS1","Deputy Director","Regions Group: London Deputy Director","Department for Education","Department for Education","Regions Group: London","0370 000 2288","N/D","DFE-2275","1462765","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2217","N/D","SCS1","Deputy Director","Deputy Directors in the office of the Regional Schools Commissioner for South East England and South London, in Academies Regional Delivery Group. Responsible for Surrey, Hampshire, Southampton, Portsmouth, IOW, East and West Sussex and Brighton and Hove.   My team is responsible for: Brokering sponsored academy status for underperforming LA maintained schools. Converting high-performing maintained schools to academy status. Monitoring the educational performance of open academies and free schools, and intervening where necessary to maintain standards.. Developing the academy sponsor market and multi-academy trusts . Also the SESL lead for open academy intervention, coasting schools, developing strong MATs abd sponsors, brokerage to maintained failing schools and links with Teaching Schools and System Leaders","Department for Education","Department for Education","Regions Group: London","0370 000 2288","N/D","DFE-2275","1270602","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2279","N/D","SCS1","Deputy Director","Regions Group: National Deputy Director","Department for Education","Department for Education","Regions Group: National","0370 000 2288","N/D","DFE-2083","3419140","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2229","N/D","SCS1","Deputy Director","Regional Delivery Division operates in each of the Department’s eight regions alongside RSC offices and other schools-facing teams to fund and coordinate capacity for school improvement and to help ensure schools have access to enough high quality teachers.","Department for Education","Department for Education","Regions Group: National","0370 000 2288","N/D","DFE-2083","440009","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2021","N/D","SCS1","Deputy Director","Deputy Director, Central Operations Division, Regional Delivery Directorate (RDD). Providing core central support for RDD operations for academies, free schools and school improvement functions.","Department for Education","Department for Education","Regions Group: National","0370 000 2288","N/D","DFE-2083","3276632","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2221","N/D","SCS1","Deputy Director","Deputy Director in the office of the Regional Schools Commissioner for North West London South Central. Responsibilities include: supporting the RSC to take decisions on the creation of new academies; monitoring the performance of academies and free schools and taking action where they are underperforming; improving inadequate maintained schools by providing them with support from a strong sponsor; encouraging and deciding on applications from sponsors to operate in the region; advising on proposals for new free schools; and deciding on applications to make significant changes to academies and free schools.","Department for Education","Department for Education","Regions Group: National","0370 000 2288","N/D","DFE-2302","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2378","N/D","SCS1","Deputy Director","Regional Delivery Directorate North Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: North East","0370 000 2288","N/D","DFE-2056","1467843","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2056","Katherine Cowell","SCS2","Director","Regional Schools Commissioner for the North responsible for tackling educational underperformance and inadequate governance in open academies; approving new academy provision; managing the regional sponsor market for academies; and providing advice and taking decisions in relation to free schools, UTCs and studio schools.","Department for Education","Department for Education","Regions Group: North East","0370 000 2288","N/D","DFE-2302","202958","1.00","95000","99999","","Other","North East","nan","1"
"DFE-2514","N/D","SCS1","Deputy Director","Regional Delivery Directorate Lancashire and West Yorkshire Deputy Director","Department for Education","Department for Education","Regions Group: North West","0370 000 2288","N/D","DFE-2062","1326418","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2062","Vicky Beer","SCS2","Director","Regional Schools Commissioner for the Lancashire and West Yorkshire:RSCs take decisions on behalf of the Secretary of State about academies and academy trusts and, maintained schools that have received an inadequate Ofsted judgement. They have responsibility for free schools and University Technical Colleges; the delivery of targeted school improvement; and school workforce development. RSCs also work closely with DfE’s school policy teams to provide operational insightproviding advice and taking decisions in relation to free schools, UTCs and studio schools.","Department for Education","Department for Education","Regions Group: North West","0370 000 2288","N/D","DFE-2302","149815","0.90","130000","134999","","Other","North East","nan","1"
"DFE-2365","N/D","SCS1","Deputy Director","Regional Delivery Directorate Lancashire and West Yorkshire Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: North West","0370 000 2288","N/D","DFE-2062","1382269","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2439","N/D","SCS1","Deputy Director","Regional Delivery Directorate South East and South London Deputy Director","Department for Education","Department for Education","Regions Group: South East","0370 000 2288","N/D","DFE-2082","2489786","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2082","Kate Dethridge","SCS2","Director","Deputy Director in the office of the Regional Schools Commissioner for North West London South Central. Responsibilities include: supporting the RSC to take decisions on the creation of new academies; monitoring the performance of academies and free schools and taking action where they are underperforming; improving inadequate maintained schools by providing them with support from a strong sponsor; encouraging and deciding on applications from sponsors to operate in the region; advising on proposals for new free schools; and deciding on applications to make significant changes to academies and free schools.","Department for Education","Department for Education","Regions Group: South East","0370 000 2288","N/D","DFE-2302","76509","1.00","125000","129999","","Other","East Midlands","nan","1"
"DFE-2517","N/D","SCS1","Deputy Director","Regional Delivery Directorate South West Deputy Director","Department for Education","Department for Education","Regions Group: South West","0370 000 2288","N/D","DFE-2134","2050387","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2134","Hannah Woodhouse","SCS2","Director","Regional Schools Commissioner for the South West. RSCs take decisions on behalf of the Secretary of State about academies and academy trusts and, maintained schools that have received an inadequate Ofsted judgement. They have responsibility for free schools and University Technical Colleges; the delivery of targeted school improvement; and school workforce development. RSCs also work closely with DfE’s school policy teams to provide operational insight.","Department for Education","Department for Education","Regions Group: South West","0370 000 2288","N/D","DFE-2302","165467","1.00","115000","119999","","Other","South West","nan","1"
"DFE-2403","N/D","SCS1","Deputy Director","Regional Delivery Directorate South West Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: South West","0370 000 2288","N/D","DFE-2134","713398","1.00","N/A","N/A","","Other","South West","nan","1"
"DFE-2348","N/D","SCS1","Deputy Director","Regional Delivery Directorate West Midlands Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: West Midlands","0370 000 2288","N/D","DFE-2090","1475601","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2090","Andrew Warren","SCS2","Director","Regional Schools Commissioner for the West Midlands responsible for tackling educational underperformance and inadequate governance in open academies; approving new academy provision; managing the regional sponsor market for academies; and providing advice and taking decisions in relation to free schools, UTCs and studio schools","Department for Education","Department for Education","Regions Group: West Midlands","0370 000 2288","N/D","DFE-2302","149815","1.00","120000","124999","","Other","West Midlands","nan","1"
"DFE-2406","N/D","SCS1","Deputy Director","Regional Delivery Directorate West Midlands Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: West Midlands","0370 000 2288","N/D","DFE-2090","1247498","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2375","N/D","SCS1","Deputy Director","Regional Delivery Directorate East Midlands and Humber Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Regions Group: Yorkshire and the Humber","0370 000 2288","N/D","DFE-2302","1589651","0.75","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2302","John Edwards","SCS3","Director General","Director General of Regions","Department for Education","Department for Education","Regions Group: Yorkshire and the Humber","0370 000 2288","N/D","DFE-2071","2259205","1.00","140000","144999","","Other","Yorkshire and The Humber","nan","1"
"DFE-2446","N/D","SCS1","Deputy Director","Children's Services Improvement and Intervention Unit Deputy Director","Department for Education","Department for Education","Review of the ESFA","0370 000 2288","N/D","DFE-2428","504827","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2320","Suzanne Lunn","SCS2","Director","Children's Social Care - Improvement and Learning Director","Department for Education","Department for Education","Safeguarding and Workforce","0370 000 2288","N/D","DFE-2101","385896","1.00","95000","99999","","Other","London","nan","1"
"DFE-2222","N/D","SCS1","Deputy Director","The team manages a caseload of around 200 free schools in the South of England, either open in temporary accommodation or in the pre-opening stage, due to open in the next few years.  We are responsible for end to end capital site delivery process for these schools, delivering temporary accommodation if required, along with permanent sites and accommodation.   This normally includes overseeing the acquisition of sites for schools, procuring contractors and managing their work to design the school, obtain planning permission for it and then build and hand over the school buildings to the Trust that will be running it.","Department for Education","Department for Education","School Rebuilding","0370 000 2288","N/D","DFE-2041","2791064","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2041","N/D","SCS1","Deputy Director","Programme Director, responsible for the delivery of the Priority School Building Programme and the School Rebuilding Programme","Department for Education","Department for Education","School Rebuilding","0370 000 2288","N/D","DFE-2242","3431244","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2089","N/D","SCS1","Deputy Director","Deputy Director in the Academies and Maintained School's Directorate for the South West and South East of England. This role also covers the South West and South East of London. Our work involves intervening with academies and trusts which are not complying with their Funding Agreement and working with them to prevent future financial difficulties.","Department for Education","Education and Skills Funding Agency","School Resource Management","0370 000 2288","N/D","DFE-2198","1343473","1.00","N/A","N/A","","Other","South West","nan","1"
"DFE-2312","Alex Marsh","SCS2","Director","Academies and School Reform Director within Early Years and Schools Group.","Department for Education","Department for Education","School Strategy and System Reform","0370 000 2288","N/D","DFE-2017","704429","1.00","100000","104999","","Other","London","nan","1"
"DFE-2259","N/D","SCS1","Deputy Director","Deputy Director for Future Student Finance – considering the development of the student finance system over time, including the development of any future student finance products or changes to existing products","Department for Education","Department for Education","School Strategy, Academies and Support","0370 000 2288","N/D","DFE-2312","1103491","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2267","N/D","SCS1","Deputy Director","Commercial Directorate Deputy Director within Operations Group","Department for Education","0","Schools Commercial Strategy","0370 000 2288","N/D","DFE-2263","0","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2198","Warwick Sharp","SCS2","Director","Academies and Maintained School Directorate. The Director is the senior responsible owner for: academies and free schools financial management, governance and funding agreement compliance; and working on good financial health across the schools sector","Department for Education","Education and Skills Funding Agency","Schools Financial Support & Oversight","0370 000 2288","N/D","DFE-2169","486772","1.00","95000","99999","","Other","London","nan","1"
"DFE-2017","Andrew McCully","SCS3","Director General","Director General of Schools","Department for Education","Department for Education","Schools Group","0370 000 2288","N/D","DFE-2071","703570","1.00","140000","144999","","Other","London","nan","1"
"DFE-2430","Mela Watts","SCS2","Director","Early Years and Schools Group Director","Department for Education","Department for Education","Schools System Policy","0370 000 2288","N/D","DFE-2017","0","1.00","95000","99999","","Other","London","nan","1"
"DFE-2452","N/D","SCS1","Deputy Director","Future Student Finance Policy Deputy Director","Department for Education","Department for Education","Sector Skills","0370 000 2288","N/D","DFE-2019","842248","1.00","N/A","N/A","","Other","South West","nan","1"
"DFE-2298","Alison Ismail","SCS2","Director","Director for the Strategy, Social Mobility and Disadvantage Directorate; a combination of strategy, delivery and policy divisions. Strategy Unit supports the Secretary of State and works with teams across the department on major projects. Social Mobility includes Opportunity Areas, a programme which aims to help more children and young people achieve their full potential through targeted funding in 12 areas facing the biggest challenges to social mobility. The directorate is also the Department's sponsor for the Social Mobility Commission. Disadvantage includes policy development and reform in the areas of SEND and behaviour, alternative provision and exclusions.","Department for Education","Department for Education","SEND and Alternative Provision","0370 000 2288","N/D","DFE-2101","488798","1.00","100000","104999","","Other","London","nan","1"
"DFE-2383","N/D","SCS1","Deputy Director","SEND Improvement and Intervention Deputy Director","Department for Education","Department for Education","SEND Improvement and Intervention","0370 000 2288","N/D","DFE-2298","896066","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2464","N/D","SCS1","Deputy Director","SEND Policy and Strategy Deputy Director","Department for Education","Department for Education","SEND Policy and Strategy","0370 000 2288","N/D","DFE-2298","2085181","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2187","N/D","SCS1","Deputy Director","SEND Review Implementation Deputy Director","Department for Education","Department for Education","SEND Review Implementation","0370 000 2288","N/D","DFE-2298","1235387","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2299","N/D","SCS1","Deputy Director","Deputy Director in Children’s social care - working on:Child safeguarding practice review panel, Safeguarding partnerships and serious incidents","Department for Education","Department for Education","SINs and Multi-Agency Safeguarding","0370 000 2288","N/D","DFE-2320","1301656","0.70","N/A","N/A","","Other","London","nan","1"
"DFE-2091","N/D","SCS1","Deputy Director","Programme Director for the National Retraining Scheme - an agile user-centred service design programme to establish the new National Retraining Scheme. This will be a service that helps working adults whose jobs are at risk from changes in the labour market to retrain and find better jobs. The programme to develop the Scheme includes Get Help to Retrain (a digital service that helps adults understand their skills and find suitable training), online-learning and in-work training options, and generating opportunities to enhance the service through the development of new Artificial Intelligence and Ed-Tech capabilities.","Department for Education","Department for Education","Skills Bootcamps & Free Courses for Jobs","0370 000 2288","N/D","DFE-2019","3058556","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2137","Paul Kett","SCS3","Director General","Director General of Skills","Department for Education","Department for Education","Skills Group","0370 000 2288","N/D","DFE-2071","1272017","1.00","130000","134999","","Other","London","nan","1"
"DFE-2197","N/D","SCS1","Deputy Director","Deputy Director Funding and Programme Development, Further Education Directorate, ESFA includes: development of the ESFA’s funding system for 16-19 year old students and 19 years + students; leading on the ESFA’s Further Education Directorate implementation of the T Level and others skills programme developments;  line management of FED staffing cadres; and a national role in governance and corporate/development boards as determined by SCS 2","Department for Education","Department for Education","Skills Programme Development","0370 000 2288","N/D","DFE-2317","770207","1.00","N/A","N/A","","Other","East Midlands","nan","1"
"DFE-2436","N/D","SCS1","Deputy Director","SLC Strategy and Sponsorship Deputy Director","Department for Education","Department for Education","SLC Strategy and Sponsorship","0370 000 2288","N/D","DFE-2307","627195","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2305","N/D","SCS1","Deputy Director","Social Work Reform Deputy Director within Children's Services, Communications and Strategy Group.","Department for Education","Department for Education","Social Work Workforce","0370 000 2288","N/D","DFE-2320","1196273","0.94","N/A","N/A","","Other","London","nan","1"
"DFE-2513","N/D","SCS1","Deputy Director","Social Work Workforce Deputy Director","Department for Education","Department for Education","Social Work Workforce","0370 000 2288","N/D","DFE-2320","909038","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2173","N/D","SCS1","Deputy Director","Specialist Restructuring Deputy Director","Department for Education","Education and Skills Funding Agency","Specialist Restructuring","0370 000 2288","N/D","DFE-2146","1637607","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2349","N/D","SCS1","Deputy Director","Schools COVID Response Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Stakeholder Engagement","0370 000 2288","N/D","DFE-2497","624894","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2135","Gillian Hillier","SCS2","Director","The Chief Executive of the Standards and Testing Agency is responsible for overseeing the work of the agency and is accountable to the Secretary of State for Education. The Chief Executive signs off the content of the national curriculum tests and the setting and maintenance of standards, acting independently of the Department for Education and ministers, to ensure confidence in the validity of test outcomes.","Department for Education","Standard and Testing Agency","Standards and Testing Agency","0370 000 2288","N/D","DFE-2017","169228","1.00","95000","99999","","Other","Yorkshire and The Humber","nan","1"
"DFE-2316","N/D","SCS1","Deputy Director","Deputy Director for STEM in Schools leads the Department’s work to improve standards of teaching, and increase the take-up and attainment among pupils, in STEM subjects across primary and secondary schools. The post-holder oversees development of options and analysis to advise ministers on strategic policy work across STEM subjects. The role also oversees the delivery of the Department’s major improvements across STEM subjects, including the set up a national centre for computing education, a CPD programme for Computer Science GCSE teachers, and expansion of  the Teaching for Mastery maths programme into secondary schools.","Department for Education","Department for Education","STEM","0370 000 2288","N/D","DFE-2490","1125344","0.91","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2163","N/D","SCS1","Deputy Director","Deputy Director in the Communications Group. Responsible for setting the department’s communication strategy and evaluating the department’s communication outputs and outcomes. Responsible for planning and delivering audience-led  strategic campaigns to support the implementation of priority programmes","Department for Education","Department for Education","Strategic Communications and Campaigns","0370 000 2288","N/D","DFE-2098","1989221","0.80","N/A","N/A","","Other","London","nan","1"
"DFE-2159","Tony Foot","SCS2","Director","As Strategic Finance Director I am responsible for the financial management of the department's resources, including: setting a financial strategy which is underpinned by a robust financial plan; providing Finance Business Partnering services to support Directors General understand the financial impacts of policies, strategies and delivery options; and delivering the department's Performance, Resources and Risk framework and reporting","Department for Education","Department for Education","Strategic Finance","0370 000 2288","N/D","DFE-2139","541118","1.00","105000","109999","","Other","London","nan","1"
"DFE-2280","N/D","SCS1","Deputy Director","Deputy Director of Strategic Operations Finance Division (SOAD). SOAD provides analytical support on operational, financial, and performance management and planning to drive public value, and leads on quality assurance standards particularly on models underpinning business cases","Department for Education","Department for Education","Strategic Operations Analysis","0370 000 2288","N/D","DFE-2309","519531","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2206","N/D","SCS1","Deputy Director","Deputy Director in HR Group, responsible for: creating the departmental Strategic Workforce Plan and ongoing implementation and monitoring; performance, strategies and polices for all DfE staff; running Talent Schemes; and oversight of HR policies and Employee Relations.","Department for Education","Department for Education","Strategic Workforce Planning, Talent and Policy","0370 000 2288","N/D","DFE-2038","608852","0.81","N/A","N/A","","Other","North East","nan","1"
"DFE-2072","N/D","SCS1","Deputy Director","Deputy Director in Capital Group, responsible for data, insight and intervention on:  the need for school places, including the annual School Capacity survey (SCAP) of local authorities; the condition of the school and college estate, including the Condition Data Collection (CDC) Programme; and on the cost and efficiency of capital delivery.","Department for Education","Department for Education","Strategy & Intelligence","0370 000 2288","N/D","DFE-2242","1731656","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2347","N/D","SCS1","Deputy Director","COVID Mass Testing Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","1564157","0.75","N/A","N/A","","Other","London","nan","1"
"DFE-2092","N/D","SCS1","Deputy Director","Regional Delivery Directorate East of England and North East London Deputy Director","Department for Education","Department for Education","Regions Group: East of England","0370 000 2288","N/D","DFE-2083","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2401","N/D","SCS1","Deputy Director","Rapid Response Unit Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2059","368365","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2497","Emily Roche","SCS2","Director","Director of Strategy & Delivery","Department for Education","Department for Education","Strategy and Delivery Directorate","0370 000 2288","N/D","DFE-2304","394463","1.00","95000","99999","","Other","London","nan","1"
"DFE-2199","N/D","SCS1","Deputy Director","Deputy Director in the Department for Education’s Operational Finance Directorate responsible for the production of the annual report and accounts for the Department and the Teachers' Pension Scheme on time, unqualified, to a high standard and underpinned by robust and effective accounting advice; and for the production of the statutory accounts for the following departmental agencies and Arm’s Length Bodies: the ESFA, TRA, STA, LocatED, OCC, Social Work England and the Institute for Apprenticeships.","Department for Education","Department for Education","Strategy and Operations Financial Management","0370 000 2288","N/D","DFE-2159","1692928","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2277","N/D","SCS1","Deputy Director","Deputy Director for Strategy, design and portfolio within Teaching Workforce Directorate.","Department for Education","Department for Education","Strategy and Portfolio","0370 000 2288","N/D","DFE-2174","1350599","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2442","N/D","SCS1","Deputy Director","Strategy Unit Deputy Director","Department for Education","Department for Education","Strategy Unit","0370 000 2288","N/D","DFE-2497","818333","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2141","N/D","SCS1","Deputy Director","Deputy Director in the Apprenticeships Directorate of the Education and Skills Funding Agency, with responsibility for apprenticeship funding policy and strategy, including advising ministers on approving funding bands for apprenticeship standards, the effective operation of current funding policy, and future strategy for the funding and scope of the apprenticeships programme.","Department for Education","Department for Education","Strategy, Business and Funding Policy","0370 000 2288","N/D","DFE-2129","1389311","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2149","N/D","SCS1","Deputy Director","Job Share - Deputy Directors for Performance, Operational Policy and Strategy in the Academies and Maintained Schools Directorate, in the ESFA. Responsible for finance/governance strategy and operational policy delivery for open academies plus academies reporting, internal and external briefing/communications, group performance and strategy, and management information for the group and the sector. Also responsible for ESFA corporate governance on behalf of the agency","Department for Education","Education and Skills Funding Agency","Education and Skills Funding Agency","0370 000 2288","N/D","DFE-2198","1964438","0.71","N/A","N/A","","Other","Unknown","Job Share","1"
"DFE-2116","N/D","SCS1","Deputy Director","Deputy Director responsible for managing the budget for Higher Education Student support and management of individual student support products, including fee loans, maintenance support, Advance Learner Loans, support for disabled students and student with dependants. Management of annual regulatory changes to student support rules. Policy on personal and course eligibility. Counterfraud in student support. Policy on  Student loan repayments and the collections ; HE Student support in the context of EU Exit negotiations.","Department for Education","Department for Education","Student Funding Policy​","0370 000 2288","N/D","DFE-2307","845561","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2258","N/D","SCS1","Deputy Director","Deputy Director for Developing and Supporting Teachers.   This role is responsible for delivering the new Early Career Framework to all new teachers, introducing new specialist National Professional Qualifications for teachers in their mid-careers and delivering specialist training to teachers who want to teach outside of their core subject specialism.   It also seeks to improve support for teachers particularly reducing unnecessary workload, improving flexible working options and wellbeing, and improving equality and diversity of the profession","Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","0370 000 2288","N/D","DFE-2174","1855815","0.60","N/A","N/A","","Other","London","nan","1"
"DFE-2351","N/D","SCS1","Deputy Director","Projects, Innovation and Corporate Services Deputy Director within Operations Group","Department for Education","Department for Education","Sustainability and Climate Change Unit","0370 000 2288","N/D","DFE-2309","1454724","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2156","N/D","SCS1","Deputy Director","Deputy Director for T Levels Delivery, with responsibility for development and delivery of T Level. The team are responsible for working with colleges to ensure they’re ready to deliver T Levels from 2020 onwards, leading on industry placements support and policy, communications and stakeholder engagement. My team works closely with the T Levels development Division, which has responsibility for T Levels policy and the commercial and procurement of single licensing.","Department for Education","Department for Education","T - Level Delivery ​","0370 000 2288","N/D","DFE-2068","1542192","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2468","N/D","SCS1","Deputy Director","Teacher Workforce Deputy Director","Department for Education","Department for Education","Teacher Analysis","0370 000 2288","N/D","DFE-2174","2369277","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2215","N/D","SCS1","Deputy Director","Deputy Director and Chief Executive of the Teaching Regulation Agency, we take action on receipt of allegations of serious teacher misconduct, and support employers, schools and headteachers with safeguarding responsibilities. We provide employers with access to the database of qualified teachers so they can complete pre-recruitment checks to ensure that they are employing teachers who are not prohibited from teaching and who are appropriately qualified for their role. We act on behalf of the Secretary of State as the competent authority for teaching in England. This role includes the recognition of the professional status of appropriately-qualified teachers from outside England and the award of qualified teacher status (QTS).","Department for Education","Teaching Regulation Agency","Teaching Regulation Agency","0370 000 2288","N/D","DFE-2312","2376903","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2149","N/D","SCS1","Deputy Director","Job Share - Deputy Directors for Performance, Operational Policy and Strategy in the Academies and Maintained Schools Directorate, in the ESFA. Responsible for finance/governance strategy and operational policy delivery for open academies plus academies reporting, internal and external briefing/communications, group performance and strategy, and management information for the group and the sector. Also responsible for ESFA corporate governance on behalf of the agency","Department for Education","Education and Skills Funding Agency","Education and Skills Funding Agency","0370 000 2288","N/D","DFE-2198","1964438","0.71","N/A","N/A","","Other","Unknown","Job Share","1"
"DFE-2231","N/D","SCS1","Deputy Director","Jobshare - Deputy Directors heading up the Technical Education and Qualifications Reform Division. Responsible for policy on post-16 qualifications (excluding A Levels) and currently oversee the review of post-16 qualifications at level 3 and below. Also responsible for development of the T Level transition programme","Department for Education","Department for Education","Technical Education & Qualifications Reform​","0370 000 2288","N/D","DFE-2068","1294087","0.60","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2208","N/D","SCS1","Deputy Director","Deputy Director, Technical Support, within Capital. Responsible for setting the standards to which schools are built and procured as well as providing guidance and support to Capital’s school delivery programmes.  The division includes the Design, IT, Health, Safety & Quality and Strategic Projects Teams. As well as ensuring school buildings meet appropriate standards and quality other key areas are the development of  Sustainability Strategy, roll out of ultrafast broadband to rural schools and communities, reviewing guidance on fire safety as well as the supporting work on building safety following the Hackitt Inquiry","Department for Education","Department for Education","Technical Standards","0370 000 2288","N/D","DFE-2242","6548062","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2186","N/D","SCS1","Deputy Director","Deputy Director in Technology Directorate with Operations Group, assuming overarching responsibility for IT Service Operations, Productivity, Communications, Desktop Services, Print Services and the DFE Sign In Product Line. Primarily I am focused on delivery of robust technical services to the Department, Arm’s Length Bodies and Non Departmental Bodies to provide them with stability to perform their role; to support, enhance, govern and to take action to improve the core business systems and applications used across the Education sector; overarching accountability for the DfE Sign In Product which provides ease of access to schools, local authorities and the wider sector; scope and decision of future Technology Products and Services","Department for Education","Department for Education","Technology Services","0370 000 2288","N/D","DFE-2309","329385","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2486","N/D","SCS1","Deputy Director","Apprenticeships - Services Deputy Director","Department for Education","Department for Education","The Apprenticeships Service (DDAT)​","0370 000 2288","N/D","DFE-2124","3984329","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2093","N/D","SCS1","Deputy Director","Deputy Director for apprentices, traineeships and NEETS. Responsible for ensuring that the apprenticeships programme meets the needs of apprentices, widening participation in apprenticeships, ensuring that traineeships provide an effective route into apprenticeships and other employment for learners who need additional up-front support, and responsible for overall co-ordination of DfE policy on people not in education employment or training including the duty to ensure all 16 and 17 year olds are participating in education and policy on local authorities’ post 16 transport duties","Department for Education","Department for Education","Traineeships, NEET & Apprenticeships Participation​","0370 000 2288","N/D","DFE-2129","1735398","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2407","N/D","SCS1","Deputy Director","Transformation Deputy Director","Department for Education","Department for Education","Transformation","0370 000 2288","N/D","DFE-2325","1094810","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2325","Simon Parker","SCS2","Director","Transformation and Digital Director within Higher Education and Further Education Group.","Department for Education","Department for Education","Transformation and Policy Capability","0370 000 2288","N/D","DFE-2304","1395754","1.00","100000","104999","","Other","London","nan","1"
"DFE-2445","N/D","SCS1","Deputy Director","Strategy, Social Mobility and Disadvantage Deputy Director","Department for Education","Department for Education","Vulnerable Children’s Unit, inc Covid","0370 000 2288","N/D","DFE-2326","878322","1.00","N/A","N/A","","Other","London","nan","1"
