Entity,GL Date,Merchant name,Amount,Description
EA,20/05/2015,REDFUNNEL.CO.UK,1000,Funds for staff for Red Funnel ferry to use to travel to the Isle of Wight office for work and incident response
EA,20/05/2015,REDLINE TRAVEL LTD,500,Hire of two double decker buses to transport 140 delegates attending the North West Coastal Practitioners Conference 2015 to various sites along the Fylde Coast
EA,20/05/2015,REED CHILL CHEATER,660.6,One Atlantis drysuit and one acrylic fur pile undersuit for use whilst working on flood incident response and rescue duties
EA,20/05/2015,REID LIFTING LTD,1891.2,Base for a portable crane winch to allow confined space access to second level down wet well
EA,20/05/2015,RENOVOTEC LTD,702.72,"Annual service agreement for three label-printing machines, Gaille Dean"
EA,20/05/2015,RENTOKIL PEST CONT,1296,Deep clean canteen kitchen at Leeds laboratory
EA,20/05/2015,ROSHAL SPACE CONSU,2535.6,Materials and labour to build brick enclosure at Draycott Depot
EA,20/05/2015,ROTORK UK LTD,1204.8,Rotork actuator spare parts for Thames weirs
EA,20/05/2015,RS COMPONENTS,762,Loop and residual-current device tester for maintenance works at Northampton Marina
EA,20/05/2015,RS COMPONENTS,616.87,Conduit and conduit accessories for Hackbridge flood warning site
EA,20/05/2015,RS COMPONENTS,1498.98,Battery packs to be used in conjunction with solar to power Pluvio raingauges
EA,20/05/2015,RS COMPONENTS,528.62,Fourteen 12V telemetry batteries for flood stations
EA,20/05/2015,RSPB,816,"RSPB (Royal Society for the Protection of Birds) training courses - one person on Reedbed training, four people on Introduction to Wet Grassland training and three people on Advanced Wet Grassland training"
EA,20/05/2015,RYZEX LTD,3985.44,Ten Intermec handheld scanners for use with Samsung Active tablets to be used for scanning bar codes on sample jars and bottles
EA,20/05/2015,SAFE AND SECURE,984,Twenty Union padlocks for the Stour catchment
EA,20/05/2015,SAFETY-KLEEN UK LTD,714,Collection and disposal of two 205-litre drums of spent oiled absorbents from Bradney Depot
EA,20/05/2015,SAFETY-KLEEN UK LTD,851.4,Disposal of hazardous waste from two incidents
EA,20/05/2015,SAFETY-KLEEN UK LTD,942,Removal of four fifty-litre drums of oily waste cleaned up from oil spill in one of the rivers in the north west
EA,20/05/2015,SAFETY-KLEEN UK LTD,691.2,"Collection of waste oil tubs, oil granules, paint tins and spray cans from Sale Depot"
EA,20/05/2015,SAFETY-KLEEN UK LTD,501,Hazardous waste collected from laboratory at the Bodmin office
EA,20/05/2015,SAFETYSHOP,2312.4,Furniture for new drying room comprising benches with hooks and storage cages to house Personal Protective Equipment and allow items to dry
EA,20/05/2015,SAFETYSHOP,682.8,Valve and electrical safety lockout kit to lock equipment to ensure works are not carried out when plant is out of service
EA,20/05/2015,SAFETYSHOP,573.34,25 signs for Hampshire hydrometry and telemetry sites
EA,20/05/2015,SCREWFIX DIRECT,500.94,"Dewalt combi drill set, Makita circular saw, Makita grinder and accessory set and a twenty-metre case reel for Holmwood Depot"
EA,20/05/2015,SECUREDOORSGROUP.C,516,Mirrored window film applied to the inside of office windows at South Ferriby Depot as a security measure - formed part of the depot refurbishment
EA,20/05/2015,SELWOOD LTD,2169.24,Pump and pipe hire for Crampmoor - 31 January-27 February 2015
EA,20/05/2015,SETON,2070,Fifty A4/twenty-litre security blue bags to contain all emergency information for facilities management sites in South East in the event of an evacuation
EA,20/05/2015,SETON,679.5,Environment Agency small plant tags for identification
EA,20/05/2015,SETON,679.5,Pack of five hundred tool tag stickers for small plant drills and generators for inventory for North Norfolk Field Team
EA,20/05/2015,SGI INDUSTRIES LTD,790.43,Paint for building maintenance at Seaford Depot
EA,20/05/2015,SGI INDUSTRIES LTD,540.06,"36 magnetic van hooks, wooden maul, six fog horn aerosols, five hacksaws, thirty hacksaw blades and three lots of barrier fencing"
EA,20/05/2015,SGI INDUSTRIES LTD,740.39,36 tubs of 72 heavy-duty Scrubs hand cleaners for health and wellbeing on site
EA,20/05/2015,SGUK LTD,1229.83,Security for flood relief channel refurbishment project for two weeks in a high-risk area of Birmingham
EA,20/05/2015,SHIELD ENVIRONMENTAL S,1872,Removal of materials suspected of containing asbestos during a project undertaken to replace skylights at Manley House in March 2015
EA,20/05/2015,SITA HOLDINGS UK,1414.7,"Waste collection from Lutra House, Preston and Spurrier House, Leyland"
EA,20/05/2015,SM GAUGE COMPANY LTD,644.4,Two pressure gauges to monitor borehole water levels
EA,20/05/2015,SMITH & SONS BLECHINGT,1034.88,Thirty tonnes of gravel delivered to River Churn at Rendcomb to improve brown trout spawning
EA,20/05/2015,SNUGG WETSUITS,1998.65,Ten wetsuits for Environmental Monitoring Officers
EA,20/05/2015,SOUTH WEST CONSUMABLES,1595.57,"Extendable ladder and three-part extension ladder for flood scheme inspection work, and two telescopic ladders for fitting tidal flaps"
EA,20/05/2015,SOUTH WEST CONSUMABLES,954.18,"Four twenty-litre jerry cans for unleaded petrol, three combination visor kits, breakout safety glasses and an 18V angle grinder"
EA,20/05/2015,SOUTH WEST REGIONAL AS,546.24,One-day room hire plus lunch and refreshments for approximately thirty business representatives attending an Environment Agency-run Producer Responsibility Awareness workshop
EA,20/05/2015,SOUTHERN BROADCAST,4080,Electronic equipment for operational Enforcement Team
EA,20/05/2015,SOUTHERN MICROSCOPES,1528.8,Annual service for microscopes
EA,20/05/2015,SOUTHERN MICROSCOPES,741.6,Cleaning and servicing of laboratory microscopes
EA,20/05/2015,SPRINT ENGINEERING&LUB,1341.73,Two 208-litre barrels of hydraulic oil for the Thames Barrier
EA,20/05/2015,SPRINT ENGINEERING&LUB,1737.54,Twenty DC3 descant breathers fitted to the hydraulic oil tanks on the Thames Barrier gate-operating machinery to stop the oil in the tanks becoming contaminated by condensation
EA,20/05/2015,SRCL LTD,704.62,Waste services collection of fish waste
EA,20/05/2015,ST CATHERINES HOSPICE,555,One-day room hire plus lunch and refreshments for 25 people attending a North West River Basin District Liaison Panel Meeting
EA,20/05/2015,STAPLETONS LOCK & SAFE,1205.64,Twelve high-security padlocks for Isle of Axholme pump stations and other high-risk sites after security incidents in area
EA,20/05/2015,STERLING GP LIMITED,1356,Fit steel chequer plate to floor of wagon body to protect against wear caused by excavator buckets; fit extra work lights to rear of body to increase illumination during reversing manoeuvres; and upgrade winch rope to synthetic rope in line with health and safety policy
EA,20/05/2015,STIBBS HAULAGE & P,2160,Ninety tonnes of stone for a flood relief channel refurbishment project in the Birmingham area
EA,20/05/2015,STONEGRAVE AGGREGATES,878.59,Operational waste-tipping charges generated from maintenance activities and incident response work - March 2015
EA,20/05/2015,SURVITEC GRIMSBY,994.46,"Annual servicing of 34 lifejackets for staff based at Riversmeet House, Tewkesbury office"
EA,20/05/2015,SURVITEC GRIMSBY,512.88,Annual service of twenty lifejackets for Field Operations Team at Owston Ferry Depot
EA,20/05/2015,SURVITEC GRIMSBY,4063.73,Annual service and spare parts for 142 lifejackets used when working near or on water
EA,20/05/2015,SURVITEC GRIMSBY,1342.59,Service and repair of 38 West Thames lifejackets
EA,20/05/2015,SURVITEC GRIMSBY,1267.29,Annual servicing of fifteen lifejackets
EA,20/05/2015,SUSTAINABLE FURNITURE,660,Two round picnic benches for Ghyll Mount office site in Cumbria
EA,20/05/2015,SYDENHAMS HIRE CEN,546.88,Hire of fifteen panels of security fencing for 2½ weeks
EA,20/05/2015,TALKING HEADSETS LTD,1477.8,Two-way radio set for communication whilst operating excavators safely out of Plucks Gutter Depot
EA,20/05/2015,TARMAC WESTERN LTD,1272,Eighty tonnes of gravel for river restoration
EA,20/05/2015,TARMAC WESTERN LTD,1272,Eighty tonnes of gravel for river restoration
EA,20/05/2015,TARMAC WESTERN LTD,636,Forty tonnes of gravel for river restoration
EA,20/05/2015,TD & AM BUGG LTD,1020,24 cubic yards of river debris collected from Halstead area for disposal
EA,20/05/2015,TD & AM BUGG LTD,510,Twelve cubic yards of river debris collected from Halstead area for disposal
EA,20/05/2015,TD & AM BUGG LTD,510,Twelve cubic yards of river debris collected from Halstead area for disposal
EA,20/05/2015,TD & AM BUGG LTD,510,Twelve cubic yards of river debris collected from Halstead area for disposal
EA,20/05/2015,TD & AM BUGG LTD,510,Twelve cubic yards of river debris collected from Halstead area for disposal
EA,20/05/2015,TECHNIQUE PROJECTS,1800,Temporary staff
EA,20/05/2015,TECHNIQUE PROJECTS,1800,Temporary staff
EA,20/05/2015,TECHNIQUE PROJECTS,1800,Temporary staff
EA,20/05/2015,TECHNIQUE PROJECTS,1440,Temporary staff
EA,20/05/2015,TECHNIQUE PROJECTS,1800,Temporary staff
EA,20/05/2015,TECHNIQUE PROJECTS,1800,Temporary staff
EA,20/05/2015,TEMP FENCE SUPPLIES LT,2546.1,Three universal fence stillages and three block stillages for safe storage of Heral security panels at Egmere Depot
EA,20/05/2015,THAMES LUXURY CHARTERS,540.75,Three-hour charter boat hire for the Environment Agency board and external stakeholders to view prospective sites of Thames Water Tideway Tunnel
EA,20/05/2015,THE BIRMINGHAM AND MID,534,"One-day room hire plus lunch, refreshments and equipment for 35 people attending an Air Quality Cell workshop"
EA,20/05/2015,THE BROADS AUTH,505.44,Annual Broads Authority toll for six Environment Agency vessels
EA,20/05/2015,THE CRESCENT HOTEL,521,Accommodation for one person for eight nights whilst carrying out hydrographic survey fieldwork in Scarborough
EA,20/05/2015,THE MOWER DOCTOR,637.92,"One Husqvarna strimmer, and servicing of two strimmers for Gloucester Field Team"
EA,20/05/2015,THE WESLEY,1142,"One-day hire of two rooms plus lunch, refreshments and equipment for sixteen people attending a Flood Forecast and Warning System workshop"
EA,20/05/2015,THE WESLEY,978.5,"One-day room hire plus lunch, refreshments and equipment for nineteen people attending a Reservoir Safety Research Strategy Project Steering Group meeting"
EA,20/05/2015,THE WYVERN CLUB,554,One-day room hire plus lunch and refreshments for approximately thirty business representatives attending an Environment Agency-run Producer Responsibility Awareness workshop
EA,20/05/2015,THISTLE BRISTOL HTL,553,Accommodation for seven people for one night while attending an Evidence Team meeting in Bristol.
EA,20/05/2015,THOMAS GRAHAM & SONS,520.8,25 sheets of mesh for Cottam Hall
EA,20/05/2015,THOMPSONS OF CREWS,2208,Topsoil and sand mix for flood storage area embankment
EA,20/05/2015,TNT UK LTD,623,Delivery of a consignment to Gibraltar from Nottingham Laboratory on 5 March 2015
EA,20/05/2015,TNT UK LTD,585.61,Delivery of 45 consignments across the UK from Nottingham Laboratory from 31 March-2 April 2015
EA,20/05/2015,TNT UK LTD,579.91,Delivery of 33 consignments across the UK from Nottingham Laboratory from 16-20 March 2015
EA,20/05/2015,TNT UK LTD,509.54,Delivery of 36 consignments across the UK of bottles from Nottingham Laboratory from 9-13 March 2015
EA,20/05/2015,TNT UK LTD,3202.5,Transportation of 87 consignments of commercial samples and bottles to and from Leeds Laboratory between  9-13 March 2015
EA,20/05/2015,TNT UK LTD,3095.47,Transportation of 78 consignments of commercial samples and bottles to and from Leeds Laboratory between  23-27 March 2015
EA,20/05/2015,TNT UK LTD,2734.58,Transportation of 81 consignments of commercial samples and bottles to and from Leeds Laboratory between 12-20 March 2015
EA,20/05/2015,TNT UK LTD,1764.37,Transportation of 53 consignments of commercial samples and bottles to and from Leeds Laboratory between 29 January-1 April 2015
EA,20/05/2015,TRANSPORT2,889.15,Four-day hire of a sixteen-seater minibus with driver to take Environment Agency staff into the field for project work
EA,20/05/2015,TRAVIS PERKINS,1055.25,Replace broken fencing and installation of additional fence modifications and repairs to pathways at Romney Lock
EA,20/05/2015,TRAVIS PERKINS,637.17,Timber for retention boards
EA,20/05/2015,TRAVIS PERKINS,1044.05,Materials for refurbishment of Lifting Operations and Lifting Equipment Regulations store
EA,20/05/2015,TRAVIS PERKINS,775.2,Terram - a geotextile - for Adwick site
EA,20/05/2015,TRL LTD,4861.73,"Fitting out a trailer to be used for monitoring air pollution, including racks, instrumentation and a communications system"
EA,20/05/2015,TRS LTD,2460,Repair of air conditioning plant at Thames Barrier including all spares and gas following gas leakage
EA,20/05/2015,TRS LTD,578.04,Servicing and repair of all urinals at Thames Barrier
EA,20/05/2015,TRUNKWELL LEISURE LTD,3420,Half-day room hire plus refreshments and equipment for 150 people attending a Health and Safety meeting
EA,20/05/2015,TRUSCOTTS EXETER,853.48,22 sets of rubber mats for new Peugeot Partner vans on badged fleet
EA,20/05/2015,TUDOR TURF,4992,520 square metres of turf to complete flood bank improvement project at St. Michael's on the River Wyre
EA,20/05/2015,TURNBULL & CO LTD,593.4,Sand and cement for small concrete jobs in South Ferriby Depot
EA,20/05/2015,UK POWER NETWORKS,1704,Electricity reconnection fee for flood defence works at Hillbridge in Essex following the tidal surge in December 2013
EA,20/05/2015,UKELA,510,Fee for one person to attend the United Kingdom Environmental Law Association Conference 2015
EA,20/05/2015,UNI CAM ESALES,3950,"Fee for one person to attend the four-day Prince of Wales UK Business and Sustainability Programme.  Included lunches, evening meals and three nights' accommodation."
EA,20/05/2015,UNI OF WEST ENGLAN,600,"Fee for one person attending a three-day training course on Minerals Planning.  Included lunch, refreshments, car parking and course materials."
EA,20/05/2015,UNITEDUTILITIES.CO,1319.44,Water and wastewater bill for Lutra House - 18 November 2014-12 February 2015
EA,20/05/2015,UNITEDUTILITIES.CO,1417.44,Water usage at Lutra House - March 2015
EA,20/05/2015,USB TRADER,918.72,504 Environment Agency-branded mugs for use by staff and visitors at Horizon House as existing plastic mugs were deemed a health and safety risk due to splitting
EA,20/05/2015,W H SHOEBRIDGE,1089.13,"Repairs to foot-mounted brake motor with sprocket at North Gate Sluice, Peterborough"
EA,20/05/2015,W T PARKER LTD,766.12,"Additional cable and containment in the diesel store, and sockets and dado trunking in Sapphire East office"
EA,20/05/2015,WESTERN POWER DISTRIBU,647.34,Weedon gauging station electricity meter move
EA,20/05/2015,WHITEHALL & INDUST,900,"Fee for one person to attend the Whitehall and Industry Group (WIG) Non-Executive Workshop.  Included lunch, refreshments and training materials."
EA,20/05/2015,WILLIAMSMITH.CO.UK,547.62,Water level gauge plates to replace ones damaged from age and for new site installs and flood wardens
EA,20/05/2015,WINDWARD MARINE LT,665.55,"Four five-watt, two ten-watt and two twenty-watt solar panels for spares"
EA,20/05/2015,WOKINGHAM DISTRICT COU,2960,Annual Council Tax bill for Sonning sewage treatment works
EA,20/05/2015,WORLD OF TRAVEL,1237.67,"One-day room hire plus lunch, refreshments and equipment for thirty people attending an Environmental Permitting Regulations workshop"
EA,20/05/2015,WORLD OF TRAVEL,2015.6,"One-day room hire plus food, refreshments and equipment for 145 people attending an Operations Management meeting"
EA,20/05/2015,WORLD OF TRAVEL,656.38,"One-day hire of two rooms plus lunch, refreshments and equipment for thirteen people attending a joint Operations and Finance meeting in London"
EA,20/05/2015,WORLD OF TRAVEL,712.25,"One-day room hire plus lunch and refreshments for fourteen people attending a Mechanical, Electrical, Instrumentation, Controls, Automation Management Group meeting"
EA,20/05/2015,WORLD OF TRAVEL,566.21,Booking cost of seven separate room hires for future Environment Management team meetings
EA,20/05/2015,WORLD OF TRAVEL,622.99,"One-day room hire plus lunch, refreshments and equipment for nineteen people attending a Modelling and Forecasting Leadership meeting"
EA,20/05/2015,WORLD OF TRAVEL,960.99,One-day room hire plus lunch and refreshments for 45 people attending an Area Management Group meeting
EA,20/05/2015,WORLD OF TRAVEL,592.63,"One-day room hire plus lunch, refreshments and equipment for 45 people attending an Area Leadership Group event"
EA,20/05/2015,WORLD OF TRAVEL,575.99,"Fees for nine people attending a one-day training course on the development of a strategic plan for service delivery in the Customers and Engagement Team and application of the management competency framework.  Included lunch, refreshments and course materials."
EA,20/05/2015,WORLD OF TRAVEL,1438.05,One-day room hire plus lunch and refreshments for fifty people attending the January Yorkshire Regional Flood and Coastal Committee meeting
EA,20/05/2015,WORLD OF TRAVEL,615.7,One-day room hire plus lunch and refreshments for twelve people attending a Flood and Coastal Risk Management Portfolio meeting in London
EA,20/05/2015,WORLD OF TRAVEL,1311.55,"Two-day room hire plus lunch, refreshments and equipment for twenty people attending a Monitoring Technical Service team meeting"
EA,20/05/2015,WORLD OF TRAVEL,833.68,"One-day room hire plus lunch, refreshments and equipment for thirty people attending a Water Resources workshop"
EA,20/05/2015,WORLD OF TRAVEL,2235.06,One-day room hire plus lunch and refreshments for 84 people attending a meeting on Water Resource Management Plans from 2024 onwards
EA,20/05/2015,WORTLEY HOUSE HOTEL,2942.5,"One-day room hire for thirty people, plus lunch and refreshments; evening meal for 26 people; and accommodation for 25 people for one night while attending the monthly Trent Regional Flood and Coastal Committee meeting"
EA,20/05/2015,WP-LANTRA AWARDS L,967.91,"Annual corporate membership for quality assurance, and eleven instructor memberships for trainers to deliver national standard accredited operations training"
EA,20/05/2015,WWW.1STCH.CO.UK,540,"Sanitary unit, soaps, air freshener and Duty of Care certificate for the Derby Depot"
EA,20/05/2015,WWW.ARCO.CO.UK,564.96,Eight Turtleskin full coverage needle-resistant safety protection gloves for Short Ferry Field Team members
EA,20/05/2015,WWW.ARCO.CO.UK,980.27,"Wet wipes, hand towels, batteries and forty pairs of Mecanix gloves for Gloucester Field Services Team"
EA,20/05/2015,WWW.ARCO.CO.UK,1338.7,"Twenty Kresto hand wipes, 36 bottles of sun protection cream, 36 x Pure Restore hand cream, sixteen boxes of Gorilla hand wipes, six packs of eighteen hygiene blue roll, twenty pairs of socks, twenty pairs of long socks, 48 pairs of Hyd tuff gloves and 84 pairs of comfort gloves for Osney Stores"
EA,20/05/2015,WWW.ARCO.CO.UK,1023.24,"Fifteen pairs of safety specs, eight boxes of Kresto hand wipes, twelve boxes of Gorilla hand wipes, twelve boxes of Arco hand wipes, four packs of eighteen hygiene blue rolls, 72 pairs of Hyd tuff gloves, twelve boxes of disposable gloves and 36 pairs of comfort gloves for Osney Stores"
EA,20/05/2015,WWW.ARCO.CO.UK,689.95,"Ten chainsaw helmets, ten safety helmet liners, ten safety helmets, three packs of eighteen hygiene blue rolls and 84 pairs of comfort gloves for Osney Stores"
EA,20/05/2015,WWW.ARCO.CO.UK,916.99,8 x 28 metres of three-inch layflat pump pipe with couplings
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,951.95,Ergonomic chair and adjustable desk riser following a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,1116,Height-adjustable desk and set-up following a workplace health and safety assessment
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,639,Ergonomic chair and desk furniture following a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,586.8,"Ergonomic chair for home use whilst carrying out Flood Warning Duty Officer role, following workplace health assessment"
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,595.8,Ergonomic chair after a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,724.5,Ergonomic chair after a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,754.8,"Two specialist office chairs, desk adjustments and accessories following a workplace assessment for two members of staff for ease of working during pregnancy"
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,622.8,Ergonomic chair following a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,767.4,Ergonomic chair and accessories after a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,921.6,Ergonomic chair and accessories after a workplace health assessment for a member of staff with ongoing back problems
EA,20/05/2015,WWW.BBOFFICESUPPLIES.C,720,Health assessment walk-round at Lateral office
EA,20/05/2015,WWW.CLSL.CO.UK,3150.53,Indemnity insurance purchased to provide ongoing cover against Chancel Repair Liability on 111.5 acres of land owned by the Environment Agency
EA,20/05/2015,WWW.CSKILLS.ORG,550,"Fee for one person attending a five-day training course on Site Management Safety.  Included lunches, refreshments and course materials."
EA,20/05/2015,WWW.CSKILLS.ORG,550,"Fee for one person attending a five-day training course on the Site Manager's Safety Training Scheme.  Included lunch, refreshments and course materials."
EA,20/05/2015,WWW.DOGCAMSPORT.CO.UK,1249.88,Surveillance equipment for Environmental Crime Officers
EA,20/05/2015,WWW.FUCHSLUBRICANTS.CO,754.56,Oil for lifting chains at structures on Ouse Washes
EA,20/05/2015,WWW.GEMINIDATALOGGERS.,731.94,Six water temperature loggers for field recording
EA,20/05/2015,WWW.HABITATAID.CO.UK,780,Grass seed for the Wilton project to repair damaged field tracks
EA,20/05/2015,WWW.HONEYBROS.COM,587.54,"Telescopic polesaw with adaptor, spare blade, winch rope bag and saw safe storage bag"
EA,20/05/2015,WWW.HPA.ORG.UK,1228.8,Annual calibration of monitoring equipment used by the Midlands Radioactive Substances Regulation team for their safety whilst on inspections
EA,20/05/2015,WWW.ICE.ORG.UK,627.6,Presenting fee for the Institute of Civil Engineers' Coastal Management Conference in Amsterdam - September 2015
EA,20/05/2015,WWW.ICE.ORG.UK,745.2,Fees for three people to attend the Institute of Civil Engineers conference 2015
EA,20/05/2015,WWW.ICE.ORG.UK,635.62,"Registration and presentation fees for one person for the Institution of Civil Engineers' Coastal Conference 2015, including lunches and an evening meal"
EA,20/05/2015,WWW.ILXGROUP.COM,648,Fee for one person attending a one-day training course to complete re-registration of their Project Management qualification for a further five years.  Included examination.
EA,20/05/2015,WWW.ILXGROUP.COM,648,"Fee for one person attending a two-day training course on Project Governance and Management.  Included pre-course materials, materials during the course and lunch."
EA,20/05/2015,WWW.ILXGROUP.COM,598.8,Fee for one person attending a one-day training course to complete re-registration of their Project Management qualification for a further five years.
EA,20/05/2015,WWW.ISO-IOK.COM,2160.5,Two hundred brass body security padlocks with 50mm brass shackle for Thames Barrier operational plant and equipment
EA,20/05/2015,WWW.ISO-IOK.COM,2055.24,Two hundred brass body security padlocks with 15mm brass shackle for Thames Barrier operational plant and equipment
EA,20/05/2015,WWW.ISO-IOK.COM,2116.44,Two hundred brass body security padlocks with 30mm brass shackle for Dartford Barrier
EA,20/05/2015,WWW.LEWIS-PLAST.CO.UK,546.02,First aid supplies for Bridge End
EA,20/05/2015,WWW.LEWIS-PLAST.CO.UK,839.04,Hand-sanitising gel and surface wipes for operatives in the North and East region
EA,20/05/2015,WWW.MAINTECHMRO.COM,1607.27,Ten boxes of 540 hand wipes to supply five Essex operations teams
EA,20/05/2015,WWW.MAINTECHMRO.COM,925.28,Twelve boxes of disposable rubber gloves for five Essex operations teams
EA,20/05/2015,WWW.MD5.UK.COM,1193.4,Forensic examination of three computers seized during Environment Agency criminal investigation
EA,20/05/2015,WWW.MD5.UK.COM,3372.12,Urgent examination of electronic equipment required in order to comply with Police and Criminal Evidence and Environmental legislation
EA,20/05/2015,WWW.NEOPOST.CO.UK,515,Top-up franking machine for external post at Hatfield
EA,20/05/2015,WWW.PARKERSTEEL.CO.UK,2310,Hand-rail fitting for Dymchurch
EA,20/05/2015,WWW.PAYPHS.COM,791.42,Annual hire of water cooler at Sentinel House
EA,20/05/2015,WWW.PIPETOOLSDIRECT.CO,2962.8,"Pipe freezing kit, threading tool set and pipe pressing kit for installation and servicing out of Sale Depot"
EA,20/05/2015,WWW.POINTONE-EPOS.CO.U,876,Maintenance and Head Office system till control for the Thames Barrier Café
EA,20/05/2015,WWW.POLYTHENEONE.COM,1963.8,Heavy-duty Visqueen polythene to be used in the dry docking of flood gates so annual maintenance can be carried out
EA,20/05/2015,WWW.QA.COM,698.4,Fee for one person to attend a three-day training course on Project Management
EA,20/05/2015,WWW.QA.COM,684,Fee for one person to attend a two-day training course on Managing Successful Programmes.  Included refreshments.
EA,20/05/2015,WWW.QA.COM,558,Fee for one person to attend a two-day training course on Project Management.  Included refreshments.
EA,20/05/2015,WWW.REACTEC.COM,949.2,Reactec equipment for tools for health and safety to reduce hand-arm vibration levels
EA,20/05/2015,WWW.ROYALMAIL.COM,531,Postage stamps for general use in Launceston Depot
EA,20/05/2015,WWW.SENTRIBOX.CO.UK,718.8,Steel flame vault critical to comply with health and safety regulation for the correct safe and secure storage of industrial methylated spirits and other flammable operational materials on site
EA,20/05/2015,WWW.SHEERSPEED.COM,678,Tent and three ballast gravel bags for field calibration of tipping bucket raingauges
EA,20/05/2015,WWW.STEPSANDSTILLAGES.,666,"Four 1,060mm x 1,875mm heavy duty stacking post pallets with four 1.2m posts"
EA,20/05/2015,WWW.STEPSANDSTILLAGES.,524.4,"Two 3,050mm x 800mm x 650mm rigid post pallets with open ends"
EA,20/05/2015,WWW.TANKSERVICES.CO.UK,1022.4,"Bunded fuel store for housing fuel for chainsaws, strimmers, etc. safely near to the storage container for the equipment"
EA,20/05/2015,WWW.THEKNOWLEDGEACADEM,1481.82,Fee for one person to attend a five-day Managing Successful Programmes Intensive Foundation and Practitioner training course.  Included exams and course materials.
EA,20/05/2015,WWW.THERMO.COM,998.4,Repairs to Wansford ultrasonic flow gauge
EA,20/05/2015,WWW.THOMASTELFORD.ORG.,635.62,Speaker registration fees for Institute of Civil Engineers' Coastal Management Conference in Amsterdam - September 2015
EA,20/05/2015,WWW.THUS.NET,1116.53,Connections for CCTV equipment
EA,20/05/2015,WWW.TOOLED-UP.COM,1022.9,Replacement electric cordless hammer drill and a cordless oscillating cutter for Seaford Depot and Ouse Catchment
EA,20/05/2015,WWW.TORCHDIRECT.CO.UK,526.3,"Two Fenix head torches, two battery chargers, six Fenix 3.7v Li-ion protected batteries, two TK51 LED torches and two Duracell AA alkaline batteries for the head torches"
EA,20/05/2015,WWW.UK.EDENSPRINGS.COM,694.65,Coffee and tea for the Trentside offices
EA,20/05/2015,WWW.VEOLIA.CO.UK,611.38,Collection of recycled waste at the Trentside offices
EA,20/05/2015,WWW.VEOLIA.CO.UK,506.11,Residual office waste disposal from Sheffield office
EA,20/05/2015,WWW.VIRIDOR.CO.UK,973.56,Disposal of mixed construction waste from Stoke Canon flood defence scheme
EA,20/05/2015,WWW.VIRIDOR.CO.UK,676.54,"Emptying and cleaning of septic tanks at Currymoor, Northmoor and Saltmoor Pumping Stations"
EA,20/05/2015,WWW.VIRIDOR.CO.UK,647.28,Removal and recycling of a hardcore skip and a wood skip from Clyst Honiton Depot
EA,20/05/2015,WWW.VIRIDOR.CO.UK,865.58,One month's rental of wood skip and exchange and disposal of a ten-yard general skip at Launceston Depot
EA,20/05/2015,WYNNSTAY ARGICULTURAL,537.12,Vermin control on Shropshire flood banks
EA,20/05/2015,XMA LTD,649.47,Eight toner cartridges for standalone printer in incident room
EA,20/05/2015,XYLEM ANALYTICS UK LTD,3139.2,Replacement water quality meter cables
EA,20/05/2015,XYLEM ANALYTICS UK LTD,840,One salinity meter for the Stour water level controller to use to establish that salinity levels are within accepted parameters before feeding water for irrigation under license
EA,20/05/2015,YOUTH HOSTEL ASSOC,657,Three-day room hire for twelve people attending ArcGIS Server training
