Merchant Category,Supplier,Service,Summary of purpose of expenditure,invoice_date,paid_date,net_amount
Childcare Provision,CHOICES HOME FOR CHILDREN LTD,Services to People,Care Payments,03/09/2019,04/09/2019,12842.86
Childcare Provision,CHOICES HOME FOR CHILDREN LTD,Services to People,Care Payments,03/09/2019,04/09/2019,6628.57
Childcare Provision,CHOICES HOME FOR CHILDREN LTD,Services to People,Care Payments,03/09/2019,04/09/2019,6156
Childcare Provision,CHOICES HOME FOR CHILDREN LTD,Services to People,Care Payments,03/09/2019,04/09/2019,1357.14
Social Care Services,Church Walk Health Care,Services to People,Care Payments,06/09/2019,06/09/2019,12260.12
Professional / Trade Body,CIPFA BUSINESS LTD,Corporate and Support Services,Fees and Charges,16/09/2019,27/09/2019,1125
Education Services,CITY & GUILDS,Services to Place,Fees and Charges,23/08/2019,27/09/2019,147.4
Education Services,CITY & GUILDS,Services to Place,Fees and Charges,23/08/2019,27/09/2019,602.6
Transport and Travel,City Car Club t/a Enterprise Car Cl,Corporate and Support Services,Leasing /Transport Hire,12/08/2019,06/09/2019,1752.86
Social Care Services,City Care Partnership Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,17471.32
Software Supplier,CIVICA UK LTD,Services to Place,Fees and Charges,09/05/2019,13/09/2019,3885.58
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,01/08/2019,12/09/2019,2183.32
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,01/08/2019,12/09/2019,3910.12
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,12/08/2019,11/09/2019,3831.56
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,12/08/2019,11/09/2019,1521
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,12/08/2019,04/09/2019,10258.07
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,12/08/2019,04/09/2019,16479.96
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,13/08/2019,04/09/2019,10258.07
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,15/08/2019,11/09/2019,1000
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,22/08/2019,17/09/2019,1200
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,22/08/2019,17/09/2019,1500
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,23/08/2019,17/09/2019,17100.83
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,27/08/2019,04/09/2019,-10258.07
Software Supplier,CIVICA UK LTD,Services to Place,Information and Communications Technology,05/09/2019,11/09/2019,-3885.58
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,17/09/2019,-1200
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,17/09/2019,-1500
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,12/09/2019,-2183.32
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,12/09/2019,-3910.12
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,12/09/2019,2183.32
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,12/09/2019,3910.12
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Supplies and services,11/09/2019,17/09/2019,2700
Software Supplier,CIVICA UK LTD,Services to Place,Fees and Charges,12/09/2019,13/09/2019,-3885.58
Software Supplier,CIVICA UK LTD,Services to Place,Information and Communications Technology,12/09/2019,13/09/2019,3885.58
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,27/09/2019,30/09/2019,805.42
Activities and Events Provision,Claire Turner Ltd,Services to Place,Publicity and Promotion,12/08/2019,03/09/2019,3800
Social Care Services,Cleveland View Care Home,Services to People,Care Payments,27/09/2019,30/09/2019,2240
Financial Services,CLOSE INVOICE FINANCE LTD,Services to Place,Printing and Photocopying,05/09/2019,27/09/2019,1095
Social Care Services,CLYDE HOUSE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,-409
Social Care Services,CLYDE HOUSE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,6264
Social Care Services,CLYDE HOUSE LTD,Services to People,Care Payments,05/09/2019,06/09/2019,3496
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,06/09/2019,09/09/2019,1602.26
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,06/09/2019,09/09/2019,521.77
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,13/09/2019,16/09/2019,32344
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,13/09/2019,16/09/2019,58674.81
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,13/09/2019,16/09/2019,756.94
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2643.78
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,1425.16
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,3359.81
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,1941.53
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2203.15
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,3697.16
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2574.93
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,3070.64
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2423.47
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2244.46
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,2747.06
Construction / Building Services,COLAS LTD,Services to Place,Capital Expenditure - Works,20/09/2019,23/09/2019,5748.85
School (Other Local Authority),Colchester Academy,Services to People,Fees and Charges,17/09/2019,06/09/2019,-900
School (Other Local Authority),Colchester Academy,Services to People,Fees and Charges,05/08/2019,06/09/2019,900
School (Other Local Authority),Colchester Academy,Services to People,Fees and Charges,19/09/2019,20/09/2019,900
Social Care Services,Comfort Call Limited,Services to People,Care Payments,11/09/2019,11/09/2019,238.56
Social Care Services,Comfort Call Limited,Services to People,Care Payments,11/09/2019,11/09/2019,340.8
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,04/09/2019,05/09/2019,7143.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,04/09/2019,05/09/2019,6763
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,04/09/2019,05/09/2019,10244.92
Social Care Services,Community Integrated Care ISF,Services to People,Care Payments,18/09/2019,19/09/2019,-482.56
Social Care Services,Community Integrated Care ISF,Services to People,Care Payments,18/09/2019,19/09/2019,72200.83
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,3627
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,3627
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,3608.31
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,1902.78
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,1902.78
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,1902.78
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,-95.14
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,-95.14
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,-181.35
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,-181.35
Social Care Services,Compass Fostering North Limited,Services to People,Care Payments,03/09/2019,04/09/2019,-261.11
Mobility Equipment / Supplies,Complete Care Shop,Services to People,Furniture and Equipment,13/08/2019,06/09/2019,599.8
Mobility Equipment / Supplies,Complete Care Shop,Services to People,Furniture and Equipment,23/08/2019,19/09/2019,599.8
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,Non-General Fund Items,MISCLASSIFIED? CHECK BEFORE PUBLICATION,02/09/2019,03/09/2019,22480.94
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,Non-General Fund Items,MISCLASSIFIED? CHECK BEFORE PUBLICATION,02/09/2019,03/09/2019,562.02
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,Non-General Fund Items,MISCLASSIFIED? CHECK BEFORE PUBLICATION,02/09/2019,03/09/2019,30847.03
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,Non-General Fund Items,MISCLASSIFIED? CHECK BEFORE PUBLICATION,02/09/2019,03/09/2019,771.18
Construction / Building Services,CONCEPT ELEVATORS (UK) LTD,Services to People,Repairs and Maintenance,21/08/2019,02/09/2019,3635.97
Construction / Building Services,CONCEPT ELEVATORS (UK) LTD,Services to Place,Capital Expenditure - Works,29/08/2019,16/09/2019,2623.71
Construction / Building Services,CONCEPT ELEVATORS (UK) LTD,Services to People,Repairs and Maintenance,17/09/2019,30/09/2019,3635.99
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,490
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,1000
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,43.68
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,2616
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,289
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,22.04
Healthcare Supplies,CONNEVANS LTD,Services to People,Furniture and Equipment,16/08/2019,10/09/2019,450
Social Care Services,CORAM,Services to People,Fees and Charges,03/09/2019,04/09/2019,3885.17
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,3565.93
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,3565.93
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,3565.93
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,3348.53
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,3069.27
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,624.78
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,-348.44
Foster Care,CORE ASSETS FOSTERING,Services to People,Care Payments,03/09/2019,04/09/2019,-514.29
Activities and Events Provision,County Brides,Corporate and Support Services,Office Expenses,07/08/2019,02/09/2019,650
Social Care Services,Courtyard Care Ltd,Services to People,Care Payments,03/09/2019,04/09/2019,7960.36
Social Care Services,Courtyard Care Ltd,Services to People,Care Payments,03/09/2019,04/09/2019,7960.36
Social Care Services,Courtyard Care Ltd,Services to People,Care Payments,03/09/2019,04/09/2019,7960.36
Social Care Services,Courtyard Care Ltd,Services to People,Care Payments,03/09/2019,04/09/2019,7960.36
Construction / Building Services,CPL HEATING & PLUMBING LTD,Corporate and Support Services,Repairs and Maintenance,14/08/2019,11/09/2019,11611.03
Construction / Building Services,CPL HEATING & PLUMBING LTD,Corporate and Support Services,Repairs and Maintenance,19/09/2019,24/09/2019,8411.78
Equipment Supplies,Craemer UK Ltd,Services to Place,Waste Management Equipment,04/09/2019,30/09/2019,7245
Equipment Supplies,Craemer UK Ltd,Services to Place,Waste Management Equipment,04/09/2019,30/09/2019,7245
Equipment Supplies,Craemer UK Ltd,Services to Place,Waste Management Equipment,04/09/2019,30/09/2019,350
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,323.2
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,64.64
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,129.28
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,714.96
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,30/08/2019,02/09/2019,508
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,25/07/2019,06/09/2019,782.04
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,05/08/2019,06/09/2019,-782.04
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,14/08/2019,06/09/2019,797.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,21/08/2019,06/09/2019,-797.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,8501.08
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,8661.78
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,17996.16
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,8231.56
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,9834.36
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,9314.28
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,12746.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,8726.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,13868.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,7967.12
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,7967.12
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,7967.12
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,11/09/2019,2000
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,04/09/2019,11/09/2019,17728.21
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,05/09/2019,06/09/2019,40381.69
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,06/09/2019,09/09/2019,12939.92
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,06/09/2019,09/09/2019,10731.6
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,06/09/2019,09/09/2019,10975.68
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,12/09/2019,13/09/2019,37565.85
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,17/09/2019,24/09/2019,3455.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,17/09/2019,24/09/2019,1626
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,17/09/2019,24/09/2019,3414.6
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,17/09/2019,24/09/2019,797.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,17/09/2019,24/09/2019,40616.21
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,20/09/2019,23/09/2019,556
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,8661.78
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,8231.56
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,17996.16
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,9834.36
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,12746.44
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,9314.28
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,8726.52
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,8501.08
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,13868.4
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,7967.12
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,7967.12
Social Care Services,CREATIVE SUPPORT LTD,Services to People,Care Payments,23/09/2019,26/09/2019,7967.12
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,30/08/2019,02/09/2019,730
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,30/08/2019,02/09/2019,3365.71
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,-1843.2
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,2383.8
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,05/09/2019,06/09/2019,15209.87
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,27/09/2019,30/09/2019,2502.86
Social Care Services,Croftwood Care (Cheshire) Ltd,Services to People,Care Payments,27/09/2019,30/09/2019,2920
Social Care Services,Croftwood Care UK Ltd - The Hawthor,Services to People,Care Payments,30/08/2019,02/09/2019,3285
Social Care Services,Croftwood Care UK Ltd - The Hawthor,Services to People,Care Payments,27/09/2019,30/09/2019,1971
Social Care Services,"Crossroads Care Cheshire,Manchester",Services to People,Care Payments,04/09/2019,05/09/2019,549
Social Care Services,"Crossroads Care Cheshire,Manchester",Services to People,Care Payments,04/09/2019,05/09/2019,639
Education Services,Cruckton Hall Ltd,Services to People,Care Payments,27/08/2019,18/09/2019,5648
Education Services,Cumberland & Westmorland Schools Lt,Services to People,Fees and Charges,26/09/2019,27/09/2019,19857
Finance / Accountancy Services,Cyclescheme Ltd,Corporate and Support Services (Tech),Leasing /Transport Hire,27/08/2019,27/09/2019,1339.12
Finance / Accountancy Services,Cyclescheme Ltd,Corporate and Support Services (Tech),Leasing /Transport Hire,25/09/2019,27/09/2019,500
Legal Services,DAC Beachcroft LLP,Services to People,Legal Fees,04/09/2019,05/09/2019,4000
Legal Services,DAC Beachcroft LLP,Corporate and Support Services,Legal Fees,04/09/2019,05/09/2019,3992
Legal Services,DAC Beachcroft LLP,Services to People,Legal Fees,04/09/2019,05/09/2019,8
School (Other Local Authority),Dane Bank Primary School,Services to People,Fees and Charges,20/09/2019,23/09/2019,1800
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,30/08/2019,02/09/2019,181.43
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,30/08/2019,02/09/2019,753
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,30/08/2019,02/09/2019,7588
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,05/09/2019,06/09/2019,-9535.64
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,05/09/2019,06/09/2019,34660
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,27/09/2019,30/09/2019,753
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,27/09/2019,30/09/2019,2588.71
Central Government Department,DCLG,Corporate and Support Services,Refunds,10/09/2019,13/09/2019,2167
Disability Support,DEAF SOLUTIONS,Services to People,Publicity and Promotion,16/09/2019,17/09/2019,3376.4
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,04/09/2019,05/09/2019,233.04
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,04/09/2019,05/09/2019,466.08
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,04/09/2019,05/09/2019,2612.24
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,04/09/2019,05/09/2019,2852.56
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,25.56
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,873.3
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,25.56
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,894.6
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,25.56
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,894.6
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,25.56
Social Care Services,Delta Care Ltd,Services to People,Care Payments,24/09/2019,25/09/2019,673.08
Local Authority,DEVON COUNTY COUNCIL,Services to People,Fees and Charges,04/09/2019,05/09/2019,900
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,13/08/2019,05/09/2019,18000
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,13/08/2019,05/09/2019,18000
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,14/08/2019,05/09/2019,-18000
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,14/08/2019,05/09/2019,-18000
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,15/08/2019,09/09/2019,18000
Local Authority,DEVON COUNTY COUNCIL,Services to People,Care Payments,15/08/2019,09/09/2019,18000
Social Care Services,Disability Stockport ISF,Services to People,Care Payments,18/09/2019,19/09/2019,2808
Social Care Services,Disability Stockport ISF,Services to People,Care Payments,18/09/2019,19/09/2019,3879.59
Social Care Services,Disability Stockport ISF,Services to People,Care Payments,18/09/2019,19/09/2019,1487.2
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,774.4
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,387.2
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,519.2
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,580.8
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,3709.2
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,968
Disability Support,DISABILITY STOCKPORT LTD,Services to People,Care Payments,04/09/2019,05/09/2019,21615.4
Other Public Sector Organisation,Disclosure and Barring Serv - Enhan,Corporate and Support Services,Third party payments - Public Sector,16/09/2019,17/09/2019,5892
Construction / Building Services,DLP SERVICES (NORTHERN) LTD,Services to Place,Capital Expenditure - Works,03/09/2019,05/09/2019,6000
Construction / Building Services,DLP SERVICES (NORTHERN) LTD,Services to Place,Capital Expenditure - Works,09/09/2019,27/09/2019,8800
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,03/09/2019,8479.84
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,03/09/2019,40729.44
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,03/09/2019,5251.07
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,27/08/2019,03/09/2019,3491.7
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,1053.78
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,3374.88
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,1568.14
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,965.27
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,6775.4
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,2107.34
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,5956.77
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,28/08/2019,09/09/2019,1455.35
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,30/08/2019,09/09/2019,588.25
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,30/08/2019,09/09/2019,2001.3
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,04/09/2019,13/09/2019,1980
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,04/09/2019,13/09/2019,3547.37
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,04/09/2019,13/09/2019,2199.36
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,10/09/2019,16/09/2019,1523.19
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,10/09/2019,17/09/2019,657
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,10/09/2019,17/09/2019,40391.34
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,10/09/2019,17/09/2019,10324.32
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,10/09/2019,17/09/2019,15571.16
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,18/09/2019,24/09/2019,14985.35
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,18/09/2019,24/09/2019,10978.29
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,18/09/2019,24/09/2019,7526.12
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to People,Repairs and Maintenance,17/09/2019,18/09/2019,1910.35
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to People,Repairs and Maintenance,17/09/2019,18/09/2019,796.91
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,20/09/2019,27/09/2019,1657.42
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,20/09/2019,30/09/2019,1676.92
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,20/09/2019,30/09/2019,810
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to Place,Capital Expenditure - Works,20/09/2019,30/09/2019,1243.14
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to People,Capital Expenditure - Works,03/09/2019,04/09/2019,370762.57
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to People,Capital Expenditure - Works,03/09/2019,04/09/2019,28369.32
Construction / Building Services,DODD GROUP (MIDLANDS) LTD,Services to People,Repairs and Maintenance,17/09/2019,18/09/2019,107557.87
