"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"HMCTS64","N/D","SCS1","Operation Delivery.Deputy Director","Operations HQ Private Office","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Head of Operations","020 3334 3555","general.queries@justice.gov.uk","HMCTS69","0","1.00","N/A","N/A","","","West Midlands","","1"
"PG57","Annabel Burns","SCS2","Policy Delivery.Director","Judicial Policy (Admin)","Ministry of Justice","Ministry of Justice Headquarters","DIR - Judicial and Legal Services","020 3334 3555","general.queries@justice.gov.uk","PG13","3931524","1.00","100000","104999","","","London","","1"
"HMCTS65","Andrew Baigent","SCS2","Administration - General.","HMCTS Finance Director's Office","Ministry of Justice","Her Majesty's Courts and Tribunals Service","HQ Finance, Governance and Performance","020 3334 3555","general.queries@justice.gov.uk","HMCTS60","17074041","1.00","130000","134999","","","London","","1"
"HMCTS66","Rachel Hunt","SCS2","Operation Delivery.Director","CFT Sub Office","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Reform","020 3334 3555","general.queries@justice.gov.uk","HMCTS47","2750434","1.00","95000","99999","","","London","","1"
"HMCTS67","N/D","SCS1","Operation Delivery.Director","London RSU 2","Ministry of Justice","Her Majesty's Courts and Tribunals Service","CT London Regional Office","020 3334 3555","general.queries@justice.gov.uk","HMCTS3","34156446","1.00","N/A","N/A","","","London","","1"
"PG58","N/D","SCS1","Other.Deputy Director","Directors Office A2J","Ministry of Justice","Ministry of Justice Headquarters","DIR - Access to Justice","020 3334 3555","general.queries@justice.gov.uk","PG24","0","0.72","N/A","N/A","","","Yorkshire and The Humber","","1"
"HMCTS68","N/D","SCS1","Other.Deputy Director","Family Team","Ministry of Justice","Her Majesty's Courts and Tribunals Service","HQ Development Directorate","020 3334 3555","general.queries@justice.gov.uk","HMCTS63","903350","1.00","N/A","N/A","","","East Midlands","","1"
"HMCTS69","Paul Harris","SCS2","Other.Deputy Director","Operations HQ Private Office","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Head of Operations","020 3334 3555","general.queries@justice.gov.uk","HMCTS60","390606611","1.00","100000","104999","","","East of England","","1"
"COOG53","N/D","SCS1","Tax Professionals.Deputy Director","Tax CoE","Ministry of Justice","Ministry of Justice Headquarters","DIR - Financial Management and Control","020 3334 3555","general.queries@justice.gov.uk","COOG39","1034578","1.00","N/A","N/A","","","London","","1"
"PG59","N/D","SCS1","Policy Delivery.Deputy Director","Director's Office","Ministry of Justice","Ministry of Justice Headquarters","DIR - International, Rights & Constitutional Policy","020 3334 3555","general.queries@justice.gov.uk","PG53","1067492","1.00","N/A","N/A","","","London","","1"
"OOTPG3","N/D","SCS1","Other.Deputy Director","Legal Team","Ministry of Justice","Office of the Public Guardian","Legal Directorate","020 3334 3555","general.queries@justice.gov.uk","HMPPS33","2942150","1.00","N/A","N/A","","","West Midlands","","1"
"SDTG16","N/D","SCS1","Other.Deputy Director","Portfolio & Controls","Ministry of Justice","Ministry of Justice Headquarters","DIR - Director of Operations","020 3334 3555","general.queries@justice.gov.uk","SDTG11","2266070","1.00","N/A","N/A","","","London","","1"
"PG60","Andrew Key","SCS2","Operation Delivery.Senior Manager","Judicial Office - Admin","Ministry of Justice","Ministry of Justice Headquarters","DIR - Judicial Offices","020 3334 3555","general.queries@justice.gov.uk","PG13","13317901","1.00","100000","104999","","","London","","1"
"HMCTS70","N/D","SCS1","Other.Deputy Director","HQ - Back Office","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Regional Support Unit","020 3334 3555","general.queries@justice.gov.uk","HMCTS44","21610717","1.00","N/A","N/A","","","East of England","","1"
"PG61","N/D","SCS1","Operation Delivery.Deputy Director","COMMISSIONING EDUCATON","Ministry of Justice","Ministry of Justice Headquarters","DIR - Policy - DG Office","020 3334 3555","general.queries@justice.gov.uk","PG13","0","0.33","N/A","N/A","","","London","","1"
"PSAAG19","N/D","SCS1","Operation Delivery.Deputy Director","Planning & Performance","Ministry of Justice","Ministry of Justice Headquarters","DIR - Planning and Performance","020 3334 3555","general.queries@justice.gov.uk","COOG42","476428","1.00","N/A","N/A","","","London","","1"
"COOG54","N/D","SCS1","Other.Deputy Director","Risk and Assurance","Ministry of Justice","Ministry of Justice Headquarters","DIR - Governance, Risk and Assurance","020 3334 3555","general.queries@justice.gov.uk","COOG50","224885","0.92","N/A","N/A","","","London","","1"
"COOG55","N/D","SCS1","Other.Deputy Director","Privacy - Data Protection","Ministry of Justice","Ministry of Justice Headquarters","DIR - Security, Service & Information Governance","020 3334 3555","general.queries@justice.gov.uk","COOG13","1060285","1.00","N/A","N/A","","","London","","1"
"LAA9","David Aubrey QC","SCS2","Law.Director","Advocate Salaried Defenders Service","Ministry of Justice","Legal Aid Agency","PDS","020 3334 3555","general.queries@justice.gov.uk","LAA1","1488068","1.00","140000","144999","","","Wales","","1"
"COOG56","Mark Adam","SCS2","Human Resources.Director","Chief People Officer Group Office","Ministry of Justice","Ministry of Justice Headquarters","DIR - Service Excellence","020 3334 3555","general.queries@justice.gov.uk","PG29","45640798","1.00","120000","124999","","","London","","1"
"PG62","Claire Fielder","SCS2","Policy Delivery.Director","Youth Justice Offender Policy (YJOP) Directors Office","Ministry of Justice","Ministry of Justice Headquarters","DIR - Youth Justice & Offender Policy","020 3334 3555","general.queries@justice.gov.uk","PG13","5432262","1.00","95000","99999","","","London","","1"
"SDTG17","N/D","SCS1","Other.Deputy Director","HMPPS Digital - Prisons","Ministry of Justice","Ministry of Justice Headquarters","DIR - Director of Digital","020 3334 3555","general.queries@justice.gov.uk","SDTG4","3219789","1.00","N/A","N/A","","","Yorkshire and The Humber","","1"
"PG63","N/D","SCS1","Policy Delivery.Deputy Director","Director's Office","Ministry of Justice","Ministry of Justice Headquarters","DIR - International, Rights & Constitutional Policy","020 3334 3555","general.queries@justice.gov.uk","PG53","0","1.00","N/A","N/A","","","London","","1"
"PG64","N/D","SCS1","Other.Deputy Director","Prisons & Probation Ombudsman Admin","Ministry of Justice","Ministry of Justice Headquarters","DIR - Prisons & Probation Ombudsman","020 3334 3555","general.queries@justice.gov.uk","PG20","1670685","0.58","N/A","N/A","","","London","","1"
"COOG57","N/D","SCS1","Programme and Project Management.Deputy Director","Functional Director","Ministry of Justice","Ministry of Justice Headquarters","DIR - Functional Reform","020 3334 3555","general.queries@justice.gov.uk","COOG29","325237","1.00","N/A","N/A","","","Yorkshire and The Humber","","1"
"PG65","N/D","SCS1","Law.Deputy Director","Legal Services Policy","Ministry of Justice","Ministry of Justice Headquarters","DIR - Judicial and Legal Services","020 3334 3555","general.queries@justice.gov.uk","PG68","899669","1.00","N/A","N/A","","","London","","1"
"PG66","N/D","SCS1","Policy Delivery.Deputy Director","Victims & Vulnerability Payroll","Ministry of Justice","Ministry of Justice Headquarters","DIR - Victims and Vulnerability","020 3334 3555","general.queries@justice.gov.uk","PG68","361442","0.61","N/A","N/A","","","London","","1"
"PSAAG20","N/D","SCS1","Communications and Marketing.Deputy Director","Corporate Communications","Ministry of Justice","Ministry of Justice Headquarters","DIR - Communications and Information Directorate","020 3334 3555","general.queries@justice.gov.uk","PSAAG11","1298760","1.00","N/A","N/A","","","London","","1"
"PG67","N/D","SCS1","Other.Deputy Director","Women & Health Policy  (Admin)","Ministry of Justice","Ministry of Justice Headquarters","DIR - Youth Justice & Offender Policy","020 3334 3555","general.queries@justice.gov.uk","PG62","1105756","1.00","N/A","N/A","","","London","","1"
"PG68","Amy Randall","SCS2","Policy Delivery.Director","Victims & Vulnerability Payroll","Ministry of Justice","Ministry of Justice Headquarters","DIR - Victims and Vulnerability","020 3334 3555","general.queries@justice.gov.uk","PG13","8969434","1.00","95000","99999","","","London","","1"
"HMCTS71","N/D","SCS1","Other.Deputy Director","Civil Money Claims","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Reform","020 3334 3555","general.queries@justice.gov.uk","HMCTS63","543835","1.00","N/A","N/A","","","South East","","1"
"HMCTS72","N/D","SCS1","Other.Deputy Director","Service Design Team","Ministry of Justice","Her Majesty's Courts and Tribunals Service","Reform","020 3334 3555","general.queries@justice.gov.uk","HMCTS63","791612","1.00","N/A","N/A","","","South West","","1"
"HMCTS73","N/D","SCS1","Other.Deputy Director","Performance Measurement & OPT Development Manager","Ministry of Justice","Her Majesty's Courts and Tribunals Service","HQ Finance, Governance and Performance","020 3334 3555","general.queries@justice.gov.uk","HMCTS65","2905996","1.00","N/A","N/A","","","London","","1"
"PG69","N/D","SCS1","Other.Deputy Director","Court Recovery","Ministry of Justice","Ministry of Justice Headquarters","DIR - Court Recovery, Criminal & Family Justice","020 3334 3555","general.queries@justice.gov.uk","PG39","621327","1.00","N/A","N/A","","","Yorkshire and The Humber","","1"
"LAA10","Jane Harbottle","SCS2","Other.Director","Executive Team","Ministry of Justice","Legal Aid Agency","LAA Chief Executive Office","020 3334 3555","general.queries@justice.gov.uk","HMPPS33","35964932","1.00","105000","109999","","","North East","","1"
"HMPPS1","N/D","SCS1","Other.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Reducing Reoffending Core","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS21","2822069","1.00","N/A","N/A","","","London","","1"
"HMPPS2","N/D","SCS1","Other.Deputy Director","Youth Custody Service","Ministry of Justice","Her Majesty's Prison and Probation Service","Director's Office YCS","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","1465654","1.00","N/A","N/A","","","London","","1"
"HMPPS3","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","Houseblocks Policy","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","167010","1.00","N/A","N/A","","","London","","1"
"HMPPS4","N/D","SCS1","NPS.Probation Deputy Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS Development and Business Change","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","4281165","1.00","N/A","N/A","","","North West","","1"
"HMPPS5","N/D","SCS1","Operation Delivery.Deputy Director","Prison Reform","Ministry of Justice","Her Majesty's Prison and Probation Service","Drug Strategy","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS46","968882","1.00","N/A","N/A","","","London","","1"
"HMPPS6","N/D","SCS1","Other.Deputy Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","Probation workforce programme - Programme and PMO","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS44","1793117","1.00","N/A","N/A","","","East of England","","1"
"HMPPS7","Amy-Clare Mason","SCS3","Other.Director General","Probation and Women","Ministry of Justice","Her Majesty's Prison and Probation Service","DG Probation Office","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","1792290101","1.00","150000","154999","","","Wales","","1"
"HMPPS8","Christopher Jennings","SCS2","Other.Director","Wales","Ministry of Justice","Her Majesty's Prison and Probation Service","Director HMPPS Wales and PPG","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","106479845","1.00","95000","99999","","","Wales","","1"
"HMPPS9","N/D","SCS1","Operation Delivery.Deputy Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","Probation Programme: Service Design","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","357761","1.00","N/A","N/A","","","London","","1"
"HMPPS10","N/D","SCS1","Strategy.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Strategic Oversight of Prisons","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","257137","1.00","N/A","N/A","","","London","","1"
"HMPPS11","Hannah Meyer","SCS2","Other.Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of Reducing Reoffending Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","0","1.00","100000","104999","","","London","","1"
"HMPPS12","N/D","SCS1","Operation Delivery.Deputy Director","SOCT","Ministry of Justice","Her Majesty's Prison and Probation Service","National Security Group - Directors Office","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS46","18449446","1.00","N/A","N/A","","","London","","1"
"HMPPS13","N/D","SCS1","Programme and Project Management.Deputy Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","Probation Programme PMO","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","2506729","1.00","N/A","N/A","","","London","","1"
"HMPPS14","N/D","SCS1","Other.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Reducing Reoffending Operations","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS21","6701603","1.00","N/A","N/A","","","London","","1"
"HMPPS15","N/D","SCS1","Operation Delivery.Deputy Director","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Strategy Development Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS39","3917623","1.00","N/A","N/A","","","Yorkshire and The Humber","","1"
"HMPPS16","N/D","SCS1","Operation Delivery.Deputy Director","SOCT","Ministry of Justice","Her Majesty's Prison and Probation Service","National Security Group - Directors Office","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS46","0","1.00","N/A","N/A","","","London","","1"
"HMPPS17","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","PETP","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","1753410","1.00","N/A","N/A","","","London","","1"
"HMPPS18","N/D","SCS1","Operation Delivery.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of Reducing Reoffending Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS21","0","1.00","N/A","N/A","","","East of England","","1"
"HMPPS19","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","PETP","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","0","1.00","N/A","N/A","","","North West","","1"
"HMPPS20","N/D","SCS1","Other.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Offender Management in Custody","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","1186715","1.00","N/A","N/A","","","London","","1"
"HMPPS21","N/D","SCS1","Other.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of Reducing Reoffending Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","45280039","1.00","N/A","N/A","","","London","","1"
"HMPPS22","Sarah Coccia","SCS2","Other.Deputy Director","Public Sector Prisons","Ministry of Justice","Her Majesty's Prison and Probation Service","PSP South","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","338476495","1.00","110000","114999","","","South East","","1"
"HMPPS23","N/D","SCS1","Other.Deputy Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","Probation Programme: Competition Programme Director","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","1119038","1.00","N/A","N/A","","","Yorkshire and The Humber","","1"
"HMPPS24","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","PFI Exits","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS17","1588338","1.00","N/A","N/A","","","East of England","","1"
"HMPPS25","N/D","SCS1","Other.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Offender Safety Rights and Responsibilities Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","4047328","1.00","N/A","N/A","","","London","","1"
"HMPPS26","N/D","SCS1","NPS.Probation Divisional Director","East Midlands Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS East Midlands Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","35788184","1.00","N/A","N/A","","","East Midlands","","1"
"HMPPS27","N/D","SCS1","Other.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Joint Strategic Policy Unit","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","0","1.00","N/A","N/A","","","London","","1"
"HMPPS28","N/D","SCS1","Administration - General.","Yorkshire & the Humber Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS YatH Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","57769834","1.00","N/A","N/A","","","Yorkshire and the Humber","","1"
"HMPPS29","N/D","SCS1","Other.Deputy Director","Transforming Delivery in Prisons","Ministry of Justice","Her Majesty's Prison and Probation Service","TDiP - Innovation and Business Change","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS42","439421","1.00","N/A","N/A","","","North West","","1"
"HMPPS30","N/D","SCS1","NPS.Probation Deputy Director","Greater Manchester Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS Greater Manchester Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","32634836","1.00","N/A","N/A","","","North West","","1"
"HMPPS31","N/D","SCS1","NPS.Probation Deputy Director","North West Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS North West Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","52322276","1.00","N/A","N/A","","","North West","","1"
"HMPPS32","N/D","SCS1","NPS.Probation Divisional Director","South West Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS South West Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","39167439","1.00","N/A","N/A","","","South West","","1"
"HMPPS33","Josephine Farrar","SCS4","Other.Permanent Secretary","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Chief Executiveâ€™s Office","020 3334 3555","general.queries@justice.gsi.gov.uk","PG29","1860156851","1.00","160000","164999","","","London","","1"
"HMPPS34","Ian Blakeman","SCS2","General.","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Chief Executiveâ€™s Office","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","22292531","1.00","115000","119999","","","North East","","1"
"HMPPS35","Helen Judge","SCS3","Policy Delivery.Head of Section","Public Sector Prisons","Ministry of Justice","Her Majesty's Prison and Probation Service","Yorkshire","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS64","82307511","1.00","125000","129999","","","Yorkshire and The Humber","","1"
"HMPPS36","Sonia Flynn","SCS2","NPS.Director of National Probation Service","Probation and Women","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of National Probation Service","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","477579949","1.00","120000","124999","","","South East","","1"
"HMPPS37","Neil Richards","SCS2","Operation Delivery.Director","Custodial Contracts","Ministry of Justice","Her Majesty's Prison and Probation Service","Custodial Services Contract Management","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","7402703","1.00","115000","119999","","","East Midlands","","1"
"HMPPS38","N/D","SCS1","HQMP11.C&C Head of Electronic Monitoring Operations (HEMO)","Electronic Monitoring","Ministry of Justice","Her Majesty's Prison and Probation Service","Electronic Mon HQ","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","1830191","1.00","N/A","N/A","","","London","","1"
"HMPPS39","N/D","SCS1","General.","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Insights Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS34","21740781","1.00","N/A","N/A","","","London","","1"
"HMPPS40","N/D","SCS1","NPS.Probation Divisional Director","West Midlands Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS West Midlands Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","52871786","1.00","N/A","N/A","","","West Midlands","","1"
"HMPPS41","N/D","SCS1","Psychology.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Psychology Services","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","40095494","1.00","N/A","N/A","","","East of England","","1"
"HMPPS42","Dominic Herrington","SCS2","Other.Director","Prison Reform","Ministry of Justice","Her Majesty's Prison and Probation Service","Prison Reform","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","7479159","1.00","130000","134999","","","London","","1"
"HMPPS43","Philip Copple","SCS3","Finance.Director General","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of PSP Office","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","1199011464","1.00","155000","159999","","","North East","","1"
"HMPPS44","Ian Barrow","SCS2","Other.Director","Probation Reform Programme","Ministry of Justice","Her Majesty's Prison and Probation Service","Probation workforce programme - Programme and PMO","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS33","6212666","1.00","100000","104999","","","Wales","","1"
"HMPPS45","N/D","SCS1","NPS.Probation Deputy Director","North East Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS North East Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","31220924","1.00","N/A","N/A","","","North East","","1"
"HMPPS46","Richard Vince","SCS2","Operation Delivery.Director","Public Sector Prisons","Ministry of Justice","Her Majesty's Prison and Probation Service","DDC High Security Prisons Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","238918361","1.00","110000","114999","","","London","","1"
"HMPPS47","Helga Swidenbank","SCS2","Operation Delivery.Director","Youth Custody Service","Ministry of Justice","Her Majesty's Prison and Probation Service","Director's Office YCS","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS7","46058006","1.00","120000","124999","","","London","","1"
"HMPPS48","Gary Badley","SCS2","Other.Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","Director of Commissioning Office and Admin Hub","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","8169550","1.00","110000","114999","","","West Midlands","","1"
"HMPPS49","N/D","SCS1","NPS.Probation Divisional Director","London Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS London Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","61751779","1.00","N/A","N/A","","","London","","1"
"HMPPS50","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","Capacity Taskforce","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","0","1.00","N/A","N/A","","","London","","1"
"HMPPS51","N/D","SCS1","Operation Delivery.Deputy Director","Reducing Reoffending & Accommodation","Ministry of Justice","Her Majesty's Prison and Probation Service","Community Rehabilitation Services North and Mids","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS21","35326564","1.00","N/A","N/A","","","West Midlands","","1"
"HMPPS52","N/D","SCS1","NPS.Probation Deputy Director","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Effective Practice & Service Improvement Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS39","4172007","1.00","N/A","N/A","","","East of England","","1"
"HMPPS53","N/D","SCS1","Operation Delivery.Deputy Director","Kent, Surrey and Sussex Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS KSS Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","30431981","1.00","N/A","N/A","","","South East","","1"
"HMPPS54","N/D","SCS1","Administration - General.","Probation and Women","Ministry of Justice","Her Majesty's Prison and Probation Service","Critical Public Protection Casework Team","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","3891071","1.00","N/A","N/A","","","London","","1"
"HMPPS55","N/D","SCS1","Other.Deputy Director","Wales Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS HQ Support","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS8","44264810","1.00","N/A","N/A","","","Wales","","1"
"HMPPS56","Michelle Jarman-Howe","SCS2","Operation Delivery.Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Deputy Director Prisons","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","62407267","1.00","115000","119999","","","East of England","","1"
"HMPPS57","N/D","SCS1","Operation Delivery.Deputy Director","Prison Reform","Ministry of Justice","Her Majesty's Prison and Probation Service","Prison Reform","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS42","0","1.00","N/A","N/A","","","Wales","","1"
"HMPPS58","N/D","SCS1","Other.Deputy Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","3k Places Programme","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","0","1.00","N/A","N/A","","","North West","","1"
"HMPPS59","N/D","SCS1","Finance.Deputy Director","Strategy, Planning & Performance","Ministry of Justice","Her Majesty's Prison and Probation Service","Change & Business Services","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS39","5169074","1.00","N/A","N/A","","","London","","1"
"HMPPS60","N/D","SCS1","Operation Delivery.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Rehabilitation Systems and Change Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS56","8190471","1.00","N/A","N/A","","","East Midlands","","1"
"HMPPS61","N/D","SCS1","BA.Programmes","Electronic Monitoring","Ministry of Justice","Her Majesty's Prison and Probation Service","Electronic Mon HQ","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS34","0","1.00","N/A","N/A","","","London","","1"
"HMPPS62","N/D","SCS1","General.","Wales","Ministry of Justice","Her Majesty's Prison and Probation Service","Strategic Support Administration and Assurance","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS8","4296236","1.00","N/A","N/A","","","Wales","","1"
"HMPPS63","N/D","SCS1","NPS.Probation Divisional Director","South Central Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS South Central Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","27775731","1.00","N/A","N/A","","","South East","","1"
"HMPPS64","Alan Scott","SCS2","Operation Delivery.Director","Public Sector Prisons","Ministry of Justice","Her Majesty's Prison and Probation Service","PSP North","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS43","436699432","1.00","110000","114999","","","North West","","1"
"HMPPS65","N/D","SCS1","Administration - General.","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","PETP: Custodial Capacity","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","2363354","1.00","N/A","N/A","","","London","","1"
"HMPPS66","N/D","SCS1","Finance & Procurement.","Wales","Ministry of Justice","Her Majesty's Prison and Probation Service","Offender Management and Public Protection Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS8","13124347","1.00","N/A","N/A","","","London","","1"
"HMPPS67","N/D","SCS1","General.","East of England Probation Service","Ministry of Justice","Her Majesty's Prison and Probation Service","NPS East of England Headquarters","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS36","50811678","1.00","N/A","N/A","","","East of England","","1"
"HMPPS68","N/D","SCS1","Other.Deputy Director","Central Operational Services","Ministry of Justice","Her Majesty's Prison and Probation Service","Education, Employment and Accommodation Group","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS15","0","1.00","N/A","N/A","","","London","","1"
"HMPPS69","N/D","SCS1","Programme and Project Management.Director","Prison Supply","Ministry of Justice","Her Majesty's Prison and Probation Service","Contract Management FM","020 3334 3555","general.queries@justice.gsi.gov.uk","HMPPS48","984446","1.00","N/A","N/A","","","London","","1"
