Entity,GL Date,Merchant name,Amount,Description,,,,
EA,08/05/2014,WWW.VEOLIA.CO.UK,606.42,"Monthly collection of recycled waste from Trentside Offices, Nottingham",,,,
EA,29/04/2014,FARNELL INTERNET,600.60,150 caps for ports on water quality telemetry units in the South East Area,,,,
EA,16/05/2014,MARITIM BONN,520.45,"Accommodation for one person for five nights attending the Standard Independent Assessment Report (SIAR) Compressed Assessment week, a United Nations Framework Convention on Climate Change (UNFCCC) event at which Environment Agency is required to attend",,,,
EA,01/05/2014,NYCOMM LTD,501.53,"Ten office telephones for The Quadrant, Sheffield",,,,
EA,22/05/2014,XYLEM WATER SOLUTIONS,2576.40,"Annual maintenance service of water treatment works at National Fisheries Laboratory, Brampton",,,,
EA,07/05/2014,UNI OF WEST ENGLAN,1200.00,Training for one person attending Coaching in Context training course,,,,
EA,21/05/2014,HYDRO LOGIC LTD,1352.76,"One “Tadpole S” unit which comprises a water level recorder, logger and telemetry outstation to monitor and record water levels in the River Wallington, Hampshire",,,,
EA,23/05/2014,ARMADA HOUSE CONFERENC,709.50,Room hire and lunch for 25 people attending Head Office Human Resources Operations team meeting ,,,,
EA,21/05/2014,MERCURE HOLLAND HOUSE,560.00,"Room hire, refreshments and lunch for twenty people attending a River Basin Management Service Task and Finish group meeting to discuss and continue production of draft river basin management plans, which will be released for public consultation in September, to comply with the Water Framework Directive",,,,
EA,21/05/2014,MIDDLESEX UNIVERSITY,870.00,Fees for three people attending Flood Risk Management Economic Appraisal training course at Middlesex University,,,,
EA,08/05/2014,WWW.BBOFFICESUPPLIES.C,670.20,"Specialist ergonomic chair including lumbar support for one person at Richard Fairclough House, Warrington for Health, Safety and Wellbeing",,,,
EA,30/04/2014,PPH COMMERCIAL,989.25,"Remaining balance of insurance payment for Environment Agency office at Albion Mills, Willerby following the termination of the lease and relocation of staff",,,,
EA,30/04/2014,PAYPAL RRC,960.00,Fees for four people: two people attending Valuing Ecosystem Services for River and Floodplain Restoration course and for two people attending Setting Project and Monitoring Objectives to Demonstrate Where and Why River Restoration or Management has had Multiple Benefits training course,,,,
EA,28/04/2014,WWW.HIGHSTAT.COM,600.00,Fee for one person for five days attending Linear Regression training course to improve the analysis of data,,,,
EA,08/05/2014,WWW.ACTASSOCIATES.CO.U,1327.40,Fee for one person attending a National Examination Board in Occupational Safety and Health (NEBOSH) training course to obtain a National General Certificate in Occupational Health and Safety,,,,
EA,23/05/2014,SHELL GAS LPG UK,776.16,Liquefied Petroleum Gas (LPG) fuel supply at Owston Ferry - utilised to fuel the central heating system and hot water for the main depot building,,,,
EA,29/04/2014,VWR INTERNATIONAL LTD,607.54,Eighty five-litre and 150 2.5-litre plastic specimen buckets for benthic grabbing surveys on Severn Guardian,,,,
EA,29/04/2014,VWR INTERNATIONAL LTD,541.80,210 one-litre plastic specimen buckets for benthic infauna samples taken on benthic grabbing surveys on Severn Guardian,,,,
EA,06/05/2014,WWW.ILXGROUP.COM,605.50,Ten 'Projects in Controlled Environments' manuals to aid in professional development ,,,,
EA,01/05/2014,WWW.ILXGROUP.COM,1971.60,Professional exams taken by 13 people in Projects IN Controlled Environments (PRINCE2) foundation and practitioner exams and Managing Successful Programmes foundation and practitioner exams,,,,
EA,08/05/2014,BAXTERSTOREY LTD,771.26,"Six-month hire of coffee machine at Lutra House, Preston",,,,
EA,19/05/2014,ADAMS MARK,592.20,Room hire and catering for 23 people attending a Blue Green Algae workshop ,,,,
EA,01/05/2014,JACTONE PRODUCTS LTD,639.17,"Environment Agency visitors' welcome sign, including logo and text for Teesdale House, Darlington",,,,
EA,29/04/2014,ROYAL MAIL GROUP,944.40,Annual fee for Royal Mail collection service for mail from the Darlington office,,,,
EA,28/04/2014,WWW.HIGHSTAT.COM,600.00,Fee for one person for five days attending an Advanced Statistics course,,,,
EA,01/05/2014,WWW.BBOFFICESUPPLIES.C,701.76,"Specialist ergonomic chair including adjustable arm pads, memory foam back, and adapt neckroll for one person at The Quadrant, Sheffield for Health, Safety and Wellbeing",,,,
EA,20/05/2014,HOLIDAY INN BLOOMSBURY,730.00,"Room hire, lunch and refreshments for fifteen people attending Large Projects Review Group Meeting",,,,
EA,19/05/2014,NCS VUE CITB HS&E REV,514.56,"Fifty copies of Health, Safety and Environment Test for Operatives and Specialists for staff training to obtain their Construction Skills Certification Scheme accreditation",,,,
EA,19/05/2014,VUE NCS CITB HS&E TEST,570.00,Training material and examination fees for nineteen people to attain Construction Skills Certification Scheme accreditation,,,,
EA,19/05/2014,VUE NCS CITB HS&E TEST,600.00,Training material and examination fees for twenty people to attain Construction Skills Certification Scheme accreditation,,,,
EA,12/05/2014,EMS CONSOLIDATED LTD,799.20,Alterations to 27 new vehicles purchased by the Environment Agency to bring them up to fleet standards and the preparation of old vehicles for auction,,,,
EA,16/05/2014,WWW.QA.COM,1180.80,Fee for one person attending two-day Agile Project Management training course,,,,
EA,16/05/2014,WWW.QA.COM,1180.80,Fee for one person attending two-day Agile Project Management training course,,,,
EA,09/05/2014,MIDMEDS LTD,1535.93,"Two intrinsically-safe freezers for sample storage at National Laboratory, Olympia House, Leeds",,,,
EA,13/05/2014,PRINTING DIRECT,1542.00,"Two hundred pads of courier transfer sheets used to track the location and delivery of samples from all over England, for delivery to the National Laboratory Service",,,,
EA,13/05/2014,TNT UK LTD,3529.08,"Collection and delivery of 91 consignments of samples from National Laboratory Service, Leeds",,,,
EA,22/05/2014,TNT UK LTD,3649.32,"Collection and delivery of 79 consignments of samples from National Laboratory Service, Leeds",,,,
EA,12/05/2014,TNT UK LTD,3206.44,"Collection and delivery of 72 consignments of samples from National Laboratory Service, Leeds",,,,
EA,14/05/2014,TNT UK LTD,4143.61,"Collection and delivery of 98 consignments of samples from National Laboratory Service, Leeds",,,,
EA,21/05/2014,TNT UK LTD,3289.92,"Collection and delivery of 73 consignments of samples from National Laboratory Service, Leeds",,,,
EA,27/05/2014,WWW.FORESTFUELS.CO.UK,1458.00,"Woodchips for Biomass Boiler at National Laboratory Services, Starcross",,,,
EA,13/05/2014,WWW.FORESTFUELS.CO.UK,1494.72,"Woodchips for Biomass Boiler at National Laboratory Services, Starcross",,,,
EA,22/05/2014,XMA LTD,506.89,"Toner cartridges for National Laboratory at Nottingham - two Dell, one HP and five Canon",,,,
EA,12/05/2014,XMA LTD,816.66,"Printer cartridges for National Laboratory at Starcross - five HP, seven Canon, and five Brother",,,,
EA,07/05/2014,ALLENS WASTE DISPOSAL,1704.00,Skips for removal of operational waste from pumping activity at Crossens Pumping Station ,,,,
EA,21/05/2014,EASTERN STORAGE EQ,1176.98,"Car park wheel stops and a petrol store chest for Lutra House, Preston",,,,
EA,12/05/2014,EARTH ANCHORS LTD,661.14,One hundred Environment Agency Bench Marks brass survey markers for use in the North West Region,,,,
EA,19/05/2014,EFE & GB Nets,978.67,Ten invertebrate kick sampling nets for the Sampling and Collection Teams in both the Preston and Penrith offices,,,,
EA,12/05/2014,JOHN NORRIS OF PENRITH,1296.78,Sixteen pairs of thigh waders for the Preston and Penrith Sampling and Collection Teams,,,,
EA,08/05/2014,SHELLEY SIGNS LIMITED,904.80,21 staff gauge numerical face plates and ten depth gauge boards for manual water level monitoring and validation for various pumping stations in the North West Region,,,,
EA,24/05/2014,DORMAR PRODUCTS,2098.80,Specialised equipment and tools for clearing debris off wrack screens and grids ,,,,
EA,30/04/2014,NORTHERN POWERTOOLS &,1226.80,"Pump, hose and fittings for watering turf, one manual post lifter for lifting concrete posts and wood screws for constructing shuttering as part of a new flood defence at Askam-in-Furness",,,,
EA,30/04/2014,CREWSAVER,681.60,Three drysuits for sampling and collection team members in Penrith - Personal Protective Equipment requirement for coastal work,,,,
EA,29/04/2014,BSI STANDARDS,606.00,Training for one person to understand the International Standard in Risk management and to establish how this standard relates to Asset Management at the Environment Agency,,,,
EA,21/05/2014,IDEAL INDUSTRIES,1173.82,Five plastic measures for measuring monthly rainfall totals and eight glass measures for recording daily rainfall between Preston and Penrith team. To replace damaged items,,,,
EA,13/05/2014,CLAD SAFETY,531.24,"Personal Protective Equipment - footwear ordered for team, including boots, wellies and waders",,,,
EA,20/05/2014,WWW.BBOFFICESUPPLIES.C,826.70,"Specialist ergonomic chair for one person at Richard Fairclough House, Warrington for Health, Safety and Wellbeing",,,,
EA,30/04/2014,CONCEPT CATERING,990.00,"Room hire, lunch and refreshments for 43 people attending an event for Incident Management Resilience Services",,,,
EA,14/05/2014,BRADY,763.77,"Asset-labelling machine for Winsford Depot, Cheshire",,,,
EA,08/05/2014,CUT PLASTICS LTD,1400.00,"Inner reflective surface for a storyboard art installation situated in Borrans Park in Ambleside, part of a project to raise awareness of a heritage Lottery-funded programme in Windermere",,,,
EA,20/05/2014,GRAFIX SIGNMAKERS LTD,1929.87,"Outer wooden structure for a storyboard art installation situated in Borrans Park, Ambleside, part of a project to raise awareness of a heritage Lottery-funded programme in Windermere",,,,
EA,13/05/2014,WWW.CHRISTMASTIMEUK.CO,918.39,"Christmas tree baubles for an art installation at Dunmail Raise pill box, part of a project to raise awareness of a Heritage Lottery-funded programme in Windermere",,,,
EA,21/05/2014,E A TECHNOLOGY,750.00,Annual subscription to the National Industrial Electrical Engineering forum,,,,
EA,22/05/2014,CRANFIELD MANGMT D,3120.00,"Fee for three-day residential Leadership training course, including teaching, materials and accommodation for one person for two nights",,,,
EA,23/05/2014,BALLYCLARE LTD,686.28,"Seven pairs of Gore-Tex trousers and three Gore-Tex fleece jackets for Field Team staff at Ghyll Mount, Penrith",,,,
EA,28/04/2014,LEIGH INDOOR SPORT,1980.00,Occupational Health Programme for six members of the Bedford Depot Confined Spaces Team ,,,,
EA,15/05/2014,SALIX RIVER & WETLAND,3178.80,Materials including seventy rock rolls and seventy wooden stakes for repair to a section of bank collapse on the River Yarrow in Croston,,,,
EA,09/05/2014,ALLENS WASTE DISPOSAL,1463.04,"Collection and disposal of waste pulled from watercourses at Fine Jane Pumping Station, Ormskirk",,,,
EA,09/05/2014,ALLENS WASTE DISPOSAL,853.20,"Collection and disposal of waste pulled from watercourses at Altmouth Pumping Station, Merseyside",,,,
EA,09/05/2014,ALLENS WASTE DISPOSAL,551.76,"Collection and disposal of waste pulled from watercourses at Altmouth Pumping Station, Merseyside",,,,
EA,14/05/2014,DORMAR PRODUCTS,1036.80,Two grid-cleaning forks comprised of a fork head and four sections of extension poles - to be used in the Merseyside area,,,,
EA,30/04/2014,ICHEME,838.80,Fee for one person attending three-day Chemical Hazards Safety and Environmental Conference,,,,
EA,09/05/2014,CHARNLEYS LOCKSMIT,2220.00,Twenty Multilock locks for use on Morpeth Flood Alleviation Scheme and other sites,,,,
EA,27/05/2014,PROFIX FABRICATIONS LT,552.00,Alterations to six-inch pump hose racking and steel racking for Operations Delivery at Darlington ,,,,
EA,16/05/2014,STONEGRAVE AGGREGATES,532.27,"Operational waste tipping charges generated by maintenance, reactive and incident response work in the field for the Durham and Tees Valley area",,,,
EA,15/05/2014,STONEGRAVE AGGREGATES,750.00,"Operational waste tipping charges generated by maintenance, reactive and incident response work in the field for the Durham and Tees Valley area",,,,
EA,15/05/2014,THE STUDIO VENUE COMPA,3996.00,Hire of two rooms and equipment plus lunch and refreshments for ninety people attending event to develop more efficient ways of working in the National Modelling and Forecasting Service ,,,,
EA,12/05/2014,NORTH EAST LABORATORY,564.00,"Fifty litres of Industrial Methylated Spirits, used at Tyneside House Ecology Laboratory as a preservative to stop biological samples deteriorating prior to analysis",,,,
EA,02/05/2014,WWW.MGONLINE.CO.UK,699.98,Two twelve-volt portable refrigerators for use in the vehicles of sampling staff as the temperature of bathing water bacteriological samples needs to be maintained so the sample will not be invalid,,,,
EA,15/05/2014,DESURVEY PLC,546.19,Temporary staff,,,,
EA,01/05/2014,DESURVEY PLC,1233.95,Temporary staff,,,,
EA,08/05/2014,DESURVEY PLC,614.32,Temporary staff,,,,
EA,01/05/2014,DESURVEY PLC,764.76,Temporary staff,,,,
EA,21/05/2014,DESURVEY PLC,1103.27,Temporary staff,,,,
EA,21/05/2014,DESURVEY PLC,500.27,Temporary staff,,,,
EA,09/05/2014,BOC GASES,1208.88,"Annual hire of oxygen bottles for use by Fisheries Teams at Riccall and Pickering Depots, York",,,,
EA,29/04/2014,ROBINSON BUILDERS,766.22,"Pipes to repair a collapsed culvert on Mickley Dyke, Northumberland",,,,
EA,29/04/2014,W CLIFFORD WATTS LTD,655.00,"Clay to repair a collapsed culvert on Mickley Dyke, Northumberland",,,,
EA,20/05/2014,JEWSON LTD,853.20,"Timber for recurring maintenance work on water courses in the Lower Hull and Coast area, used to strengthen the sides of a water course where there's a bank slip",,,,
EA,30/04/2014,F G ADAMSON SON,588.69,Parts for maintenance and repair of small plant and tools used on sites by the Lower Hull and Coast Team,,,,
EA,06/05/2014,STRUTHERS & CRT LTD V/,644.87,"Assorted materials for the construction of a safety handrail around Burstwick New Clough, Saltend, Hull",,,,
EA,20/05/2014,H. ELLIS & SONS(1899),1040.10,"25 padlocks for Field Teams at Tickton Depot, Beverley for site security ",,,,
EA,23/05/2014,SANDSFIELD GRAVEL,952.33,"Removal of weed and general waste from Barmston Drain, Driffield ",,,,
EA,30/04/2014,DUNCOMBE SAWMILL L,3019.92,"Fencing for Saltmarsh, five hundred timber fencing posts, 26 x 50m-long galvanised pig net and 13 x 200m-long barbed wire",,,,
EA,12/05/2014,CITB,1800.00,Sixty cards for Construction Skills Certification Scheme for Operations Field Team members,,,,
EA,06/05/2014,VUE NCS CITB HS&E TEST,900.00,Fees for thirty people taking Construction Skills Certification Scheme examinations,,,,
EA,08/05/2014,PTE,888.00,"Chainsaw for the team based at Thorne Depot, to replace old one that is not viable to repair",,,,
EA,22/05/2014,NINE HUNDRED COMMS,3637.20,"Three radios, microphones and cases and one charger for Culvert Inspection Teams in the Yorkshire Area to keep in radio communication with the rescue teams on the surface for Health and Safety",,,,
EA,06/05/2014,HYDROBLAST,1562.40,"Equipment to carry out vermin control on earth flood embankments within Chesterfield, Sheffield, Rotherham, Barnsley and Doncaster areas.  Warning signage and vapour boxes purchased to comply with Control Of Substance Hazardous to Health (COSHH) Regulations.",,,,
EA,28/04/2014,ARCO LTD,885.60,One radio headset and three associated chargers for Field Team member communication when using grass cutting equipment,,,,
EA,20/05/2014,ATEX GLOBAL LTD,2100.00,One intrinsically-safe camera for culvert inspection works in the Yorkshire Area,,,,
EA,15/05/2014,DESURVEY PLC,1306.14,Temporary staff,,,,
EA,15/05/2014,DESURVEY PLC,541.18,Temporary staff,,,,
EA,01/05/2014,DESURVEY PLC,1306.14,Temporary staff,,,,
EA,01/05/2014,DESURVEY PLC,626.77,Temporary staff,,,,
EA,08/05/2014,ARCO LTD,824.68,"Six respirators, suitable filters and tinted safety glasses for staff whilst working on vermin control",,,,
EA,24/05/2014,DORMAR PRODUCTS,1214.40,Two rakes and extendable handles for two operation teams clearing trash screens to prevent flooding,,,,
EA,13/05/2014,SIGN SERVICES (UK) LTD,520.86,"Thirty signs for Public Health and Safety during works at North Frodingham, Yorkshire",,,,
EA,07/05/2014,PREMIER INN44013765,1278.00,Accommodation for three people for five nights while undertaking marine surveys,,,,
EA,21/05/2014,F B A,780.00,Fees for four people - one person attending a two-day Caddis Fly Identification Course and three people attending a two-day Chironomid Identification Course ,,,,
EA,14/05/2014,PTE,597.46,"One commercial heavy-duty petrol hover mower, tough serrated mowing line and two construction helmets for grounds maintenance on Environment Agency-owned structures in the Yorkshire Area",,,,
EA,13/05/2014,SEAWEATHER MARINE SERV,834.87,Annual servicing of 43 lifejackets within Kent and South East London teams. This is a requirement under Health and Safety Regulations and needs to be completed by specified service providers. ,,,,
EA,19/05/2014,ARCHWAY LAWNMOWERS,741.21,"Replace pump, suction hose and filter on pressure washer at Molesey Lock; repair grass collector on mower at Teddington Lock; plus spares for Teddington Lock mower and line for Shepperton Lock mower",,,,
EA,21/05/2014,PLUMBINGIT LTD,661.00,Cookham Lock - unblock toilet.  Old Windsor Lock ladies' - replace ball valve.  Boveney Lock - replace restroom shower.,,,,
EA,20/05/2014,INFORMA UK MOTO GB,2399.04,"Fee for one person attending five-day training course at The Radiological Protection Summer School. Cost includes course fee, five night stay at Christ’s College, Cambridge and all food and drink.",,,,
EA,23/05/2014,INFORMA UK MOTO GB,2399.04,"Fee for one person attending five-day training course at The Radiological Protection Summer School. Cost includes course fee, five night stay at Christ’s College, Cambridge and all food and drink.",,,,
EA,15/05/2014,DIVEX LTD,836.40,"Six-monthly service and inspection of diving equipment used by three staff members at Osney Yard, Oxford for emergency diving work",,,,
EA,23/05/2014,CANAL & RIVER TRUST,504.00,Engineering assessment of plans for an Environment Agency footbridge at a weir on land that is owned by the Canal and Rivers Trust ,,,,
EA,09/05/2014,ASPLI SAFETY EQUIP,702.61,Supply of life rings and holders following public safety risk assessment at Shiplake Weir,,,,
EA,07/05/2014,PREMIUM CATERING,737.77,Catering for 85 people attending a breakfast meeting for Thames Operations Management Team,,,,
EA,19/05/2014,HONEY BROTHERS LTD,925.12,"One polesaw used for cutting branches on trees, chainsaw oil used for lubrication, replacement chains for chainsaw and polesaw and fuel cans for refuelling power tools",,,,
EA,08/05/2014,D AND E ROBERTS,588.60,Debris removed from weir structures along the River Thames from Whitchurch Lock to Teddington Lock as a result of flooding,,,,
EA,16/05/2014,EA- THAMES BARRIER CA,770.98,"Catering and branded merchandise for one hundred people attending the 30th anniversary celebrations of the Thames Barrier, London",,,,
EA,22/05/2014,ERIKS IND SERVICES,1918.86,Filters for the Dartford Creek Barrier. They are fitted to the barrier's five hydraulic power units that power the two flood gates.,,,,
EA,29/04/2014,MAINTENANCE SUPPLIES L,1239.36,Diesel pipe sealant for use on Thames Barrier diesel engine,,,,
EA,23/05/2014,SPRINT ENGINEERING&LUB,875.94,"Thames Barrier generator engine oil analysis - twenty samples.  Enables the oil's service life to be extended and saves changing six hundred litres of oil per engine every two years, an economical and environmental saving.",,,,
EA,07/05/2014,SCHNEIDER ELECTRICAL L,4276.80,Fees for two people attending High Voltage Switching Training including accommodation plus evening meal for two people for five nights,,,,
EA,22/05/2014,ABACUS LIGHTING,751.06,"New steel-hinged lamp-post installed at the River Quaggy, off Eltham Palace Road, London so that mains lighting and a closed circuit webcam can be mounted on it",,,,
EA,22/05/2014,1ST CONTAINERS,2400.00,"Storage container to hold machinery and tools for grounds maintenance at the Thames Barrier, London",,,,
EA,27/05/2014,FAIRHURST WARD ABBOTTS,4112.40,"Painting, repair and general refurbishment of the workshop area at Thames Barrier, London",,,,
EA,22/05/2014,TRS LTD,1620.00,"Refurbishment works to the generator house doors within the south shore compound at Thames Barrier, London",,,,
EA,19/05/2014,NEWEY & EYRE,829.44,Industrial canisters for use in the battery-powered air freshener machines at the Thames Barrier structure to mask odours which arise from pumping foul water (sewage) and rain water across from pier to pier,,,,
EA,23/05/2014,THAMES LUXURY CHARTERS,952.75,One-day charter of a boat for eighty people attending an International Network of Storm Surge Barrier Managers Meeting to discuss the Thames Tidal Wall and Defences ,,,,
EA,23/05/2014,BP MITCHELL HAULAG,1560.00,"Twenty tons of Type 1 aggregate for Rowley Lane oil interceptor decommissioning, Borehamwood",,,,
EA,09/05/2014,INFORMA UK MOTO GB,2399.04,"Fee for one person attending a five-day Radiation Protection training course, including accommodation, lunch and refreshments",,,,
EA,29/04/2014,WWW.BBOFFICESUPPLIES.C,751.35,Specialist chair for laboratory working following Display Screen Assessment ,,,,
EA,02/05/2014,NOVOTEL,788.00,Fee for two people attending Environment Agency Audit Training plus accommodation for two people for one night,,,,
EA,24/05/2014,GLADE PEST CONTROL SER,2442.00,Pest control services at various sites in the South East Region where there is evidence of pest damage on the flood defence structure,,,,
EA,14/05/2014,LANTERN RENTAL SER,855.00,One-day grab lorry hire for out-of-hours incident response works removing blockages from trash screens,,,,
EA,08/05/2014,LANTERN RENTAL SER,855.00,One-day grab lorry hire for out-of-hours incident response works removing blockages from trash screens,,,,
EA,22/05/2014,LANTERN RENTAL SER,855.00,One-day grab lorry hire for out-of-hours incident response works removing blockages from trash screens,,,,
EA,01/05/2014,CHAUCER SOLUTIONS LTD,669.38,"De-greasing fleet wash fluid, large centre feed tissue rolls and alcohol wipes for Hertfordshire and North London Area Field Teams for incident response",,,,
EA,30/04/2014,HEWARD & DEAN (BD) LTD,1413.18,"Various sized combination spanners, draper unit wood auger drill bits, grease guns, hand lantern torches, self-taping countersunk wood screws and concrete anchor bolts for Hertfordshire and North London area Field Teams incident response activities and structural maintenance",,,,
EA,14/05/2014,BP MITCHELL HAULAG,3120.00,"Two hundred tonnes of crushed concrete for decommissioning of oil interceptor at Borehamwood, Hertfordshire",,,,
EA,23/05/2014,BP MITCHELL HAULAG,1560.00,"One hundred tonnes of crushed concrete for decommissioning of oil interceptor at Borehamwood, Hertfordshire",,,,
EA,06/05/2014,HEAVYHAUL /CHELMSF,1591.20,One-day hire of haulage vehicle to transport pumping equipment from Kendal Depot to local flooding event,,,,
EA,27/05/2014,JACK POULTON AND SONS,1080.00,"Topsoil to fill in a void left after removing Oil Interceptor at Rowleys Lane, Borehamwood, part of land reinstatement and improvement",,,,
EA,13/05/2014,GREENAWAY AMENITY LTD,1281.00,Herbicide chemicals for the treatment of Floating Penny Wort which is infested on the Foudry Brook in Reading,,,,
EA,23/05/2014,BURLINGTON UNIFORMS LT,706.76,"Personal Protective Equipment, including eight pairs of trousers, five fleeces, eighteen shirts, one pair of shorts and ten clip-on ties with Environment Agency logo for waterways staff over 45 Thames locksites",,,,
EA,07/05/2014,BURLINGTON UNIFORMS LT,740.43,"Personal Protective Equipment including twelve pairs of trousers, fourteen shirts and two pairs of shorts with Environment Agency logo for waterways staff over 45 Thames locksites",,,,
EA,20/05/2014,HYDROSPHERE UK LTD,580.88,Six marker buoys and one solar-powered light to warn boat users when there are Agency operatives and vessels working on the water in the River Thames,,,,
EA,01/05/2014,ADLER & ALLAN LTD,768.00,"Hire of temporary bio diesel fuel tank at Osney Depot in Oxford, while awaiting manufacture and installation of new permanent tank",,,,
EA,12/05/2014,WWW.REACTEC.COM,2262.00,"Four hand-arm vibration monitors, six battery chargers and six power cables. The monitors are fitted to all of the operations management handheld power tools.",,,,
EA,08/05/2014,AST CONNECTIONS LT,535.98,"Annual cost for a satellite phone which is located in the Area Incident Room in Red Kite House, West Thames Area for contacting other responding agencies during a flood event",,,,
EA,06/05/2014,ALP ELECTRICAL LTD,1035.60,"Inspection and certification of all electricals at Benson Lock, Oxfordshire",,,,
EA,28/04/2014,JOHNSONS ENGINEERING L,831.60,"Manufacture of four sluice drop-rods for Mapledurham Lock, Berkshire to connect the lock gate to the winding gear",,,,
EA,29/04/2014,JOHNSONS ENGINEERING L,700.73,"Machining for Benson Lock, Oxfordshire collar strap wedges that are used to locate and adjust the collar strap on the lock gate",,,,
EA,29/04/2014,JOHNSONS ENGINEERING L,1864.75,"Machining to sluice paddles for gates at Grafton Lock, Oxfordshire to increase their weight in order for the paddles to be balanced, thus making public usage easier to operate",,,,
EA,29/04/2014,DYNAMIC EMS LTD,1669.20,Repair and upgrade after winter floods to telemetry outstations which form part of Environment Agency flood warning and gauging station network,,,,
EA,29/04/2014,DYNAMIC EMS LTD,2502.00,Repair and upgrade after winter floods to telemetry outstations which form part of Environment Agency flood warning and gauging station network,,,,
EA,12/05/2014,XYLEM WATER SOLUTIONS,727.20,Three new global system for mobile communications modems for telemetry outstations,,,,
EA,28/04/2014,CREWSAVER,751.74,Service and repair of 27 lifejackets for Upper Thames Waterways staff,,,,
EA,28/04/2014,CREWSAVER,629.46,Service and repair of nineteen lifejackets for Upper Thames Waterways staff,,,,
EA,07/05/2014,PRIORY ROOMS (BULL STR,720.00,Room hire and lunch for 21 people attending a Strategic Reviews Response Programme Workstream meeting,,,,
EA,09/05/2014,WWW.HPA.ORG.UK,1460.00,Fee for one person attending a five-day Introduction to Radiological Protection course,,,,
EA,15/05/2014,ATTWOOLLS CAMPING & LE,660.00,"Deposit for marquee for seven days for Environment Agency operational base to patrol and supply event support for Henley Royal regatta as a health and safety requirement, as Environment Agency patrols and supports the regatta along the river",,,,
EA,14/05/2014,COTSWOLD WATER PARK SO,2296.61,Collection of water level readings once a month for twelve months from 28 monitoring sites within the vicinity of the Cotswolds Water Park between Lechlade and Somerford Keynes,,,,
EA,23/05/2014,CHARTERED MNGMENT,708.00,"Fees for one person attending one-day Engagement, Influence and Communication training course and one-day Implementing Strategic Change training course",,,,
EA,28/04/2014,WWW.ILXGROUP.COM,786.00,Fee for one person attending a three-day Projects IN Controlled Environments (PRINCE2) foundation project management course in London,,,,
EA,29/04/2014,ALPHA ELECTRONICS (SOU,514.80,"Annual calibration, certification and safety checks of testing instruments and multimeters for Medway House, Tonbridge Hydrometry and Telemetry Teams",,,,
EA,30/04/2014,ROBINS OF HERSTMONCEUX,1353.00,One hundred tons of rock chalk to repair gateways damaged after winter dredging operations on the Pevensey Levels,,,,
EA,20/05/2014,LITTLEWOOD FENCING,567.60,Ten six-metre lengths of 225x75mm timber and twenty six-metre lengths of 50x25mm timber for use in repairing fences around Environment Agency structures,,,,
EA,28/04/2014,RADIODETECTION LTD,553.02,Cable locator - tool to detect underground cables before Environment Agency staff excavate in the ground ,,,,
EA,08/05/2014,STUART J DAWS & CO,2770.40,"Two commercial petrol-driven lawnmowers with blade brake clutch and trade-in of four old lawnmowers for grass cutting in the Romney area around pumping stations, depots and walkways ",,,,
EA,21/05/2014,MEXBORO & CO LTD,893.01,"Fifty coping stones to repair flood wall at Ferry Inn, Appledore",,,,
EA,08/05/2014,STUART J DAWS & CO,2088.99,"One commercial heavy-duty petrol hover mower, brushcutter with strimmer attachment and a diskcutter for grounds maintenance on Environment Agency-owned structures",,,,
EA,29/04/2014,WWW.PARKERSTEEL.CO.UK,1635.12,"Kee klamp fittings for the construction of a handrail along sections of the Dymchurch Sea Wall, Kent for public safety",,,,
EA,06/05/2014,WURTH UK LTD,962.25,Assorted hand tools and consumables to replace equipment used by the Flood and Coastal Risk Management Field Team carrying out construction projects and flood defence maintenance programme work in the Rother catchment area ,,,,
EA,19/05/2014,WWW.WETSUITOUTLET.CO.U,650.00,Two drysuits to enable survey of silt depths in water courses across the Romney and Rother catchments,,,,
EA,19/05/2014,ERNEST DOE POWER,565.25,Hand tools to be kept at Seaford Depot and used to carry out maintenance work in the Sussex Ouse catchment area,,,,
EA,14/05/2014,ABBEY COMMUNITY SERVIC,733.60,Room hire plus lunch for two meetings - one for eleven people attending an Illegal Waste Site Project Board meeting and one for twelve people attending an Enforcement Lead Area Managers meeting,,,,
EA,06/05/2014,AST CONNECTIONS LT,534.54,Annual satellite phone bill for the incident room at the area office at Addington.,,,,
EA,23/05/2014,HIRESTATION,1477.20,One Cable Avoidance Tool and Signal Generator for Chichester Operations Team,,,,
EA,14/05/2014,WIGHTLINK,623.00,Twenty tickets for vehicle transport to and from the Isle of Wight for environmental sampling work,,,,
EA,23/05/2014,MAUDESPORT LIMITED,524.70,"Health Safety and Wellbeing: life-saving appliances for Old Windsor, Bray and Romney Locks",,,,
EA,12/05/2014,BP MITCHELL HAULAG,1560.00,Recycled crush concrete for Rowley Lane Interceptor decommissioning works,,,,
EA,14/05/2014,BP MITCHELL HAULAG,1560.00,Recycled crush concrete for Rowley Lane Interceptor decommissioning works,,,,
EA,15/05/2014,WWW.FIRSTFENCE.NET,689.95,Palisade fencing for Rowley Lane Interceptor decommissioning works,,,,
EA,22/05/2014,OVERBOARD LTD,1545.52,Twenty watertight duffel bags for the storage of generator cables on structures throughout Hertfordshire and North London. They are to keep the cables clean and dry ready for use in an emergency.,,,,
EA,15/05/2014,WWW.HANDTEC.CO.UK,630.44,"Four Garmin Satellite Navigation systems, two for Lower Lee Field Team and two for Lower Colne Field Team.  Used for incident response and have all Environment Agency structures and danger points installed on them.",,,,
